Date,GRSE.NS
2018-10-24,68.66901397705078
2018-10-25,66.55928802490234
2018-10-26,67.75892639160156
2018-10-29,68.0898666381836
2018-10-30,69.62044525146484
2018-10-31,75.20496368408203
2018-11-01,73.9639663696289
2018-11-02,74.41897583007812
2018-11-05,74.2948989868164
2018-11-06,74.37763977050781
2018-11-07,74.79129791259766
2018-11-09,75.12223052978516
2018-11-12,74.99812316894531
2018-11-13,74.95677185058594
2018-11-14,75.12223052978516
2018-11-15,74.2948989868164
2018-11-16,74.08806610107422
2018-11-19,76.28050231933594
2018-11-20,75.20496368408203
2018-11-21,77.56287384033203
2018-11-22,78.63842010498047
2018-11-26,80.78949737548828
2018-11-27,80.83084869384766
2018-11-28,83.27151489257812
2018-11-29,83.02330017089844
2018-11-30,83.23013305664062
2018-12-03,79.79668426513672
2018-12-04,79.96216583251953
2018-12-05,77.68697357177734
2018-12-06,76.11503601074219
2018-12-07,79.0107192993164
2018-12-10,77.14920806884766
2018-12-11,78.59703826904297
2018-12-12,78.6797866821289
2018-12-13,78.10064697265625
2018-12-14,78.63842010498047
2018-12-17,79.09344482421875
2018-12-18,78.26610565185547
2018-12-19,78.84526062011719
2018-12-20,78.88661193847656
2018-12-21,78.34884643554688
2018-12-24,78.63842010498047
2018-12-26,78.14201354980469
2018-12-27,77.10784149169922
2018-12-28,77.31466674804688
2018-12-31,76.73554229736328
2019-01-01,76.48735046386719
2019-01-02,77.23193359375
2019-01-03,77.48014831542969
2019-01-04,76.48735046386719
2019-01-07,78.9693603515625
2019-01-08,78.47296142578125
2019-01-09,77.72834777832031
2019-01-10,76.90100860595703
2019-01-11,77.1905746459961
2019-01-14,76.5287094116211
2019-01-15,78.22474670410156
2019-01-16,78.01791381835938
2019-01-17,77.43876647949219
2019-01-18,77.31466674804688
2019-01-21,77.02511596679688
2019-01-22,76.07367706298828
2019-01-23,75.20496368408203
2019-01-24,73.8812255859375
2019-01-25,73.42618560791016
2019-01-28,70.40640258789062
2019-01-29,69.496337890625
2019-01-30,69.86863708496094
2019-01-31,69.86863708496094
2019-02-01,72.22655487060547
2019-02-04,70.1168441772461
2019-02-05,68.7517318725586
2019-02-06,67.34525299072266
2019-02-07,67.26252746582031
2019-02-08,68.21395111083984
2019-02-11,69.04130554199219
2019-02-12,69.496337890625
2019-02-14,68.87584686279297
2019-02-15,68.17259979248047
2019-02-18,67.51073455810547
2019-02-19,67.22116088867188
2019-02-20,67.138427734375
2019-02-21,67.4280014038086
2019-02-22,70.15821075439453
2019-02-25,69.74455261230469
2019-02-26,69.24813842773438
2019-02-27,70.07547760009766
2019-02-28,70.53050231933594
2019-03-01,80.45855712890625
2019-03-05,80.33444213867188
2019-03-06,79.09344482421875
2019-03-07,77.93516540527344
2019-03-08,78.47296142578125
2019-03-11,83.354248046875
2019-03-12,84.18156433105469
2019-03-13,85.96036529541016
2019-03-14,84.71934509277344
2019-03-15,83.23013305664062
2019-03-18,80.91358947753906
2019-03-19,82.32007598876953
2019-03-20,81.16178894042969
2019-03-22,81.45135498046875
2019-03-25,80.12762451171875
2019-03-26,81.53410339355469
2019-03-27,80.2271957397461
2019-03-28,83.05178833007812
2019-04-01,85.11754608154297
2019-04-02,84.4430160522461
2019-04-03,83.05178833007812
2019-04-04,82.50374603271484
2019-04-05,82.84100341796875
2019-04-08,82.75668334960938
2019-04-09,83.26258850097656
2019-04-10,83.55769348144531
2019-04-11,82.9253158569336
2019-04-12,83.89496612548828
2019-04-15,85.9185562133789
2019-04-16,85.83424377441406
2019-04-18,85.58129119873047
