Date,RVNL.NS
2019-04-11,15.757777214050293
2019-04-12,16.336801528930664
2019-04-15,19.562803268432617
2019-04-16,21.175806045532227
2019-04-18,21.630756378173828
2019-04-22,20.3486270904541
2019-04-23,19.231931686401367
2019-04-24,19.60416030883789
2019-04-25,19.43872833251953
2019-04-26,19.06649398803711
2019-04-30,18.239315032958984
2019-05-02,19.76959991455078
2019-05-03,19.149213790893555
2019-05-06,18.7769832611084
2019-05-07,18.85970115661621
2019-05-08,18.694265365600586
2019-05-09,18.85970115661621
2019-05-10,18.7769832611084
2019-05-13,18.197956085205078
2019-05-14,18.073881149291992
2019-05-15,18.073881149291992
2019-05-16,17.99116325378418
2019-05-17,18.28067398071289
2019-05-20,19.76959991455078
2019-05-21,19.31464958190918
2019-05-22,19.76959991455078
2019-05-23,19.645524978637695
2019-05-24,21.175806045532227
2019-05-27,22.9955997467041
2019-05-28,23.988216400146484
2019-05-29,23.781423568725586
2019-05-30,23.409189224243164
2019-05-31,22.333858489990234
2019-06-03,21.713472366333008
2019-06-04,22.871522903442383
2019-06-06,23.03696060180664
2019-06-07,22.706090927124023
2019-06-10,22.127063751220703
2019-06-11,21.630756378173828
2019-06-12,21.423961639404297
2019-06-13,21.423961639404297
2019-06-14,22.127063751220703
2019-06-17,22.25113868713379
2019-06-18,22.127063751220703
2019-06-19,21.548036575317383
2019-06-20,21.713472366333008
2019-06-21,21.837547302246094
2019-06-24,21.58939552307129
2019-06-25,21.630756378173828
2019-06-26,21.961627960205078
2019-06-27,22.871522903442383
2019-06-28,22.9955997467041
2019-07-01,22.9955997467041
2019-07-02,22.95424461364746
2019-07-03,23.61598777770996
2019-07-04,23.409189224243164
2019-07-05,22.333858489990234
2019-07-08,21.713472366333008
2019-07-09,22.044343948364258
2019-07-10,21.672115325927734
2019-07-11,21.796192169189453
2019-07-12,21.548036575317383
2019-07-15,21.175806045532227
2019-07-16,20.803573608398438
2019-07-17,20.886289596557617
2019-07-18,20.431346893310547
2019-07-19,19.935035705566406
2019-07-22,19.976394653320312
2019-07-23,19.645524978637695
2019-07-24,19.645524978637695
2019-07-25,19.85231590270996
2019-07-26,19.81096076965332
2019-07-29,19.60416030883789
2019-07-30,18.61154556274414
2019-07-31,19.356006622314453
2019-08-01,19.686878204345703
2019-08-02,19.76959991455078
2019-08-05,19.43872833251953
2019-08-06,19.728240966796875
2019-08-07,19.60416030883789
2019-08-08,20.14183235168457
2019-08-09,21.506677627563477
2019-08-13,20.431346893310547
2019-08-14,20.30726432800293
2019-08-16,20.3486270904541
2019-08-19,20.183189392089844
2019-08-20,20.10047149658203
2019-08-21,19.686878204345703
2019-08-22,19.025136947631836
2019-08-23,19.231931686401367
2019-08-26,20.01775360107422
2019-08-27,21.134443283081055
2019-08-28,20.803573608398438
2019-08-29,20.10047149658203
2019-08-30,20.431346893310547
2019-09-03,19.728240966796875
2019-09-04,19.935035705566406
2019-09-05,20.30726432800293
2019-09-06,20.259815216064453
2019-09-09,20.758007049560547
2019-09-11,20.633460998535156
2019-09-12,20.633460998535156
2019-09-13,20.508913040161133
2019-09-16,19.927688598632812
2019-09-17,19.803142547607422
2019-09-18,19.886171340942383
2019-09-19,19.512529373168945
2019-09-20,20.176780700683594
2019-09-23,21.256200790405273
2019-09-24,22.211071014404297
2019-09-25,21.17317008972168
2019-09-26,20.591943740844727
2019-09-27,20.965585708618164
2019-09-30,20.010719299316406
2019-10-01,19.761621475219727
2019-10-03,19.429492950439453
2019-10-04,19.097368240356445
2019-10-07,19.01433563232422
2019-10-09,19.055850982666016
2019-10-10,19.055850982666016
2019-10-11,21.380748748779297
2019-10-14,21.17317008972168
2019-10-15,20.0937557220459
2019-10-16,19.761621475219727
2019-10-17,19.471012115478516
2019-10-18,19.720109939575195
2019-10-22,19.969205856323242
2019-10-23,19.844655990600586
2019-10-24,19.595561981201172
2019-10-25,19.637075424194336
2019-10-27,19.927688598632812
2019-10-29,19.720109939575195
2019-10-30,19.803142547607422
2019-10-31,19.761621475219727
2019-11-01,21.13165283203125
2019-11-04,20.46739387512207
2019-11-05,19.927688598632812
2019-11-06,19.803142547607422
2019-11-07,19.886171340942383
2019-11-08,19.803142547607422
2019-11-11,19.886171340942383
2019-11-13,19.761621475219727
2019-11-14,19.969205856323242
2019-11-15,20.384363174438477
2019-11-18,20.301334381103516
2019-11-19,20.0937557220459
2019-11-20,20.052236557006836
2019-11-21,19.886171340942383
2019-11-22,19.886171340942383
