Date,HDFCPVTBAN.NS
2022-11-22,22.079999923706055
2022-11-23,21.490999221801758
2022-11-24,21.516000747680664
2022-11-25,21.659000396728516
2022-11-28,21.698999404907227
2022-11-29,21.79599952697754
2022-11-30,21.81599998474121
2022-12-01,21.798999786376953
2022-12-02,21.702999114990234
2022-12-05,21.82699966430664
2022-12-06,21.80500030517578
2022-12-07,21.888999938964844
2022-12-08,21.79199981689453
2022-12-09,21.88599967956543
2022-12-12,22.094999313354492
2022-12-13,22.2549991607666
2022-12-14,22.222999572753906
2022-12-15,22.222999572753906
2022-12-16,22.0
2022-12-19,22.049999237060547
2022-12-20,21.850000381469727
2022-12-21,22.229999542236328
2022-12-22,21.6200008392334
2022-12-23,20.9950008392334
2022-12-26,21.718000411987305
2022-12-27,21.780000686645508
2022-12-28,21.886999130249023
2022-12-29,21.538000106811523
2022-12-30,21.924999237060547
2023-01-02,22.111000061035156
2023-01-03,22.100000381469727
2023-01-04,21.760000228881836
2023-01-05,21.514999389648438
2023-01-06,21.780000686645508
2023-01-09,21.80299949645996
2023-01-10,21.47100067138672
2023-01-11,21.642000198364258
2023-01-12,21.290000915527344
2023-01-13,21.674999237060547
2023-01-16,21.615999221801758
2023-01-17,21.360000610351562
2023-01-18,21.757999420166016
2023-01-19,21.283000946044922
2023-01-20,21.804000854492188
2023-01-23,21.77899932861328
2023-01-24,21.59000015258789
2023-01-25,21.239999771118164
2023-01-27,21.441999435424805
2023-01-30,21.552000045776367
2023-01-31,20.65999984741211
2023-02-01,21.198999404907227
2023-02-02,21.003999710083008
2023-02-03,21.17300033569336
2023-02-06,20.988000869750977
2023-02-07,21.163999557495117
2023-02-08,21.75
2023-02-09,21.069000244140625
2023-02-10,21.479999542236328
2023-02-13,21.0310001373291
2023-02-14,21.219999313354492
2023-02-15,21.049999237060547
2023-02-17,20.81100082397461
2023-02-20,21.00200080871582
2023-02-21,20.75200080871582
2023-02-22,21.18600082397461
2023-02-23,20.485000610351562
2023-02-24,20.14900016784668
2023-02-27,20.506000518798828
2023-02-28,20.795000076293945
2023-03-01,21.06999969482422
2023-03-02,21.006000518798828
2023-03-03,21.097999572753906
2023-03-06,20.954999923706055
2023-03-08,21.100000381469727
2023-03-09,21.55500030517578
2023-03-10,20.992000579833984
2023-03-13,20.260000228881836
2023-03-14,20.215999603271484
2023-03-15,19.812000274658203
2023-03-16,19.819000244140625
2023-03-17,19.990999221801758
2023-03-20,19.92099952697754
2023-03-21,20.44499969482422
2023-03-22,20.554000854492188
2023-03-23,20.09000015258789
2023-03-24,20.450000762939453
2023-03-27,20.100000381469727
2023-03-28,20.010000228881836
2023-03-29,20.298999786376953
2023-03-31,20.572999954223633
2023-04-03,20.45800018310547
2023-04-05,20.77199935913086
2023-04-06,20.96500015258789
2023-04-10,20.96500015258789
2023-04-11,20.80900001525879
2023-04-12,20.922000885009766
2023-04-13,21.45199966430664
2023-04-17,21.68000030517578
2023-04-18,21.549999237060547
2023-04-19,21.165000915527344
2023-04-20,21.360000610351562
2023-04-21,21.479999542236328
2023-04-24,21.614999771118164
2023-04-25,21.57699966430664
2023-04-26,21.597999572753906
2023-04-27,21.760000228881836
2023-04-28,21.802000045776367
2023-05-02,21.9060001373291
2023-05-03,21.89299964904785
2023-05-04,22.014999389648438
2023-05-05,21.54599952697754
2023-05-08,21.929000854492188
2023-05-09,21.780000686645508
2023-05-10,21.650999069213867
2023-05-11,22.01799964904785
2023-05-12,22.200000762939453
2023-05-15,22.059999465942383
2023-05-16,22.454999923706055
2023-05-17,22.145999908447266
2023-05-18,22.117000579833984
2023-05-19,22.399999618530273
2023-05-22,22.176000595092773
2023-05-24,22.35099983215332
2023-05-25,22.097999572753906
2023-05-26,22.399999618530273
2023-05-29,22.549999237060547
2023-05-30,22.548999786376953
2023-05-31,22.54599952697754
2023-06-01,22.326000213623047
2023-06-02,22.365999221801758
2023-06-05,22.639999389648438
2023-06-06,22.384000778198242
2023-06-07,22.724000930786133
2023-06-08,22.691999435424805
2023-06-09,22.642000198364258
2023-06-12,22.382999420166016
2023-06-13,22.743999481201172
2023-06-14,22.297000885009766
2023-06-15,22.273000717163086
2023-06-16,22.570999145507812
2023-06-19,22.344999313354492
2023-06-20,22.344999313354492
2023-06-21,22.5
2023-06-22,22.490999221801758
2023-06-23,22.298999786376953
2023-06-26,22.429000854492188
2023-06-27,22.697999954223633
2023-06-28,22.711999893188477
2023-06-30,22.7549991607666
2023-07-03,23.125
2023-07-04,23.322999954223633
2023-07-05,23.219999313354492
2023-07-06,23.697999954223633
2023-07-07,23.774999618530273
2023-07-10,23.00200080871582
2023-07-11,23.04800033569336
2023-07-12,22.979000091552734
2023-07-13,22.899999618530273
2023-07-14,22.947999954223633
2023-07-17,23.18600082397461
2023-07-18,23.423999786376953
2023-07-19,23.35099983215332
2023-07-20,23.724000930786133
2023-07-21,23.625999450683594
2023-07-24,23.530000686645508
2023-07-25,23.541000366210938
2023-07-26,23.687000274658203
2023-07-27,23.483999252319336
2023-07-28,23.368000030517578
2023-07-31,23.59600067138672
2023-08-01,23.562000274658203
2023-08-02,23.21299934387207
2023-08-03,22.945999145507812
2023-08-04,23.24799919128418
2023-08-07,23.291000366210938
2023-08-08,23.38800048828125
2023-08-09,23.34000015258789
2023-08-10,23.2450008392334
2023-08-11,22.97599983215332
2023-08-14,23.03700065612793
2023-08-16,22.84000015258789
2023-08-17,22.847000122070312
2023-08-18,22.805999755859375
2023-08-21,22.993000030517578
2023-08-22,23.500999450683594
2023-08-23,23.288000106811523
2023-08-24,23.17099952697754
2023-08-25,23.07699966430664
2023-08-28,23.31800079345703
2023-08-29,23.26099967956543
2023-08-30,23.143999099731445
2023-08-31,23.042999267578125
2023-09-01,23.334999084472656
2023-09-04,23.476999282836914
2023-09-05,23.333999633789062
2023-09-06,23.209999084472656
2023-09-07,23.509000778198242
2023-09-08,23.628000259399414
2023-09-11,23.642000198364258
2023-09-12,23.357999801635742
2023-09-13,23.915000915527344
2023-09-14,23.899999618530273
2023-09-15,24.04199981689453
2023-09-18,23.81800079345703
2023-09-20,23.701000213623047
2023-09-21,23.163999557495117
2023-09-22,23.288999557495117
2023-09-25,23.36199951171875
2023-09-26,23.288999557495117
2023-09-27,23.35300064086914
2023-09-28,23.125
2023-09-29,23.273000717163086
2023-10-03,23.20800018310547
