Date,NV20IETF.NS
2018-05-11,4.943999767303467
2018-05-18,4.867000102996826
2018-06-01,4.920000076293945
2018-06-08,4.973999977111816
2018-06-12,4.994999885559082
2018-06-15,5.0
2018-06-22,4.973999977111816
2018-06-27,4.906000137329102
2018-06-28,4.855000019073486
2018-06-29,4.939000129699707
2018-07-06,4.965000152587891
2018-07-12,5.135000228881836
2018-07-13,5.11899995803833
2018-07-16,5.099999904632568
2018-07-17,5.142000198364258
2018-07-18,5.120999813079834
2018-07-19,5.116000175476074
2018-07-20,5.1620001792907715
2018-07-27,5.216000080108643
2018-07-30,5.290999889373779
2018-07-31,5.317999839782715
2018-08-02,5.298999786376953
2018-08-03,5.367000102996826
2018-08-06,5.4120001792907715
2018-08-07,5.375
2018-08-08,5.442999839782715
2018-08-09,5.478000164031982
2018-08-10,5.4670000076293945
2018-08-13,5.434000015258789
2018-08-14,5.495999813079834
2018-08-16,5.49399995803833
2018-08-17,5.515999794006348
2018-08-20,5.553999900817871
2018-08-21,5.570000171661377
2018-08-23,5.5970001220703125
2018-08-24,5.566999912261963
2018-08-31,5.6479997634887695
2018-09-04,5.563000202178955
2018-09-05,5.547999858856201
2018-09-06,5.593999862670898
2018-09-07,5.636000156402588
2018-09-10,5.5929999351501465
2018-09-11,5.53000020980835
2018-09-12,5.5279998779296875
2018-09-14,5.567999839782715
2018-09-17,5.531000137329102
2018-09-21,5.415999889373779
2018-09-24,5.448999881744385
2018-09-26,5.453000068664551
2018-09-28,5.400000095367432
2018-10-03,5.400000095367432
2018-10-04,5.263000011444092
2018-10-05,5.113999843597412
2018-10-08,5.178999900817871
2018-10-10,5.196000099182129
2018-10-11,5.099999904632568
2018-10-12,5.165999889373779
2018-10-15,5.182000160217285
2018-10-17,5.192999839782715
2018-10-19,5.0879998207092285
2018-10-22,5.067999839782715
2018-10-23,4.978000164031982
2018-10-24,4.993000030517578
2018-10-25,4.960000038146973
2018-10-29,5.085000038146973
2018-10-30,5.1020002365112305
2018-10-31,5.201000213623047
2018-11-02,5.229000091552734
2018-11-05,5.230999946594238
2018-11-07,5.2789998054504395
2018-11-09,5.254000186920166
2018-11-15,5.263000011444092
2018-11-16,5.27400016784668
2018-11-19,5.2789998054504395
2018-11-21,5.158999919891357
2018-11-22,5.111999988555908
2018-11-26,5.1539998054504395
2018-11-27,5.189000129699707
2018-11-28,5.267000198364258
2018-11-30,5.270999908447266
2018-12-05,5.303999900817871
2018-12-06,5.21999979019165
2018-12-07,5.250999927520752
2018-12-10,5.1529998779296875
2018-12-11,5.188000202178955
2018-12-12,5.284999847412109
2018-12-13,5.28000020980835
2018-12-14,5.315000057220459
2018-12-20,5.339000225067139
2018-12-21,5.23799991607666
2018-12-24,5.2170000076293945
2018-12-26,5.209000110626221
2018-12-27,5.257999897003174
2018-12-28,5.269999980926514
2019-01-03,5.184999942779541
2019-01-04,5.177000045776367
2019-01-07,5.2230000495910645
2019-01-09,5.202000141143799
2019-01-14,5.156000137329102
2019-01-15,5.264999866485596
2019-01-18,5.315999984741211
2019-01-21,5.353000164031982
2019-01-23,5.335999965667725
2019-01-30,5.324999809265137
2019-01-31,5.40500020980835
2019-02-01,5.452000141143799
2019-02-04,5.48799991607666
2019-02-05,5.480000019073486
2019-02-06,5.540999889373779
2019-02-07,5.539000034332275
2019-02-11,5.486000061035156
2019-02-14,5.401000022888184
2019-02-19,5.297999858856201
2019-02-21,5.413000106811523
2019-02-25,5.511000156402588
2019-02-26,5.505000114440918
2019-02-28,5.480000019073486
2019-03-06,5.574999809265137
2019-03-07,5.5370001792907715
2019-03-11,5.577000141143799
2019-03-12,5.613999843597412
2019-03-18,5.6529998779296875
2019-03-20,5.678999900817871
2019-03-22,5.656000137329102
2019-03-25,5.639999866485596
2019-03-26,5.699999809265137
2019-03-27,5.656000137329102
2019-03-28,5.690000057220459
2019-04-01,5.789000034332275
2019-04-02,5.800000190734863
2019-04-03,5.7769999504089355
2019-04-04,5.692999839782715
2019-04-09,5.769999980926514
2019-04-10,5.747000217437744
2019-04-11,5.730999946594238
2019-04-12,5.75
2019-04-15,5.775000095367432
2019-04-16,5.801000118255615
2019-04-18,5.797999858856201
2019-04-22,5.763000011444092
2019-04-25,5.84499979019165
2019-04-26,5.868000030517578
2019-05-02,5.822999954223633
2019-05-03,5.794000148773193
2019-05-06,5.729000091552734
2019-05-07,5.715000152587891
2019-05-08,5.6479997634887695
2019-05-09,5.627999782562256
2019-05-10,5.563000202178955
2019-05-13,5.5279998779296875
2019-05-14,5.51800012588501
2019-05-15,5.468999862670898
2019-05-16,5.531000137329102
2019-05-20,5.671999931335449
2019-05-22,5.603000164031982
2019-05-24,5.603000164031982
2019-05-28,5.6519999504089355
2019-05-30,5.704999923706055
2019-05-31,5.71999979019165
2019-06-03,5.826000213623047
2019-06-04,5.783999919891357
2019-06-07,5.738999843597412
2019-06-10,5.767000198364258
2019-06-11,5.800000190734863
2019-06-12,5.798999786376953
2019-06-13,5.747000217437744
2019-06-14,5.735000133514404
2019-06-17,5.673999786376953
2019-06-18,5.696000099182129
2019-06-19,5.702000141143799
2019-06-20,5.743000030517578
2019-06-21,5.692999839782715
2019-06-24,5.666999816894531
2019-06-25,5.697999954223633
2019-06-26,5.730000019073486
2019-06-27,5.696000099182129
2019-06-28,5.664000034332275
2019-07-01,5.668000221252441
2019-07-02,5.698999881744385
2019-07-03,5.675000190734863
2019-07-04,5.675000190734863
2019-07-05,5.541999816894531
2019-07-08,5.460999965667725
2019-07-09,5.464000225067139
2019-07-10,5.421000003814697
2019-07-11,5.442999839782715
2019-07-12,5.452000141143799
2019-07-15,5.507999897003174
2019-07-16,5.556000232696533
2019-07-17,5.565000057220459
2019-07-18,5.474999904632568
2019-07-19,5.453000068664551
2019-07-22,5.4710001945495605
2019-07-23,5.497000217437744
2019-07-24,5.441999912261963
2019-07-25,5.446000099182129
2019-07-26,5.421000003814697
2019-07-29,5.379000186920166
2019-07-30,5.353000164031982
2019-07-31,5.392000198364258
2019-08-01,5.327000141143799
2019-08-02,5.343999862670898
2019-08-05,5.302999973297119
2019-08-06,5.298999786376953
2019-08-07,5.284999847412109
2019-08-08,5.38700008392334
2019-08-09,5.406000137329102
2019-08-13,5.372000217437744
2019-08-14,5.410999774932861
2019-08-16,5.394000053405762
2019-08-19,5.413000106811523
2019-08-20,5.428999900817871
2019-08-21,5.4039998054504395
2019-08-22,5.348999977111816
2019-08-23,5.425000190734863
2019-08-26,5.453000068664551
2019-08-27,5.427999973297119
2019-08-28,5.39900016784668
2019-08-29,5.421000003814697
2019-08-30,5.452000141143799
2019-09-03,5.375
2019-09-04,5.380000114440918
2019-09-05,5.440999984741211
2019-09-06,5.495999813079834
