Date,AON
2015-08-03,90.38520812988281
2015-08-04,90.9844741821289
2015-08-05,92.01055145263672
2015-08-06,91.63822174072266
2015-08-07,92.0014877319336
2015-08-10,93.3180923461914
2015-08-11,92.0014877319336
2015-08-12,91.91975402832031
2015-08-13,91.91064453125
2015-08-14,91.98331451416016
2015-08-17,93.12744903564453
2015-08-18,93.0093765258789
2015-08-19,91.7472152709961
2015-08-20,90.18541717529297
2015-08-21,87.65201568603516
2015-08-24,83.2934799194336
2015-08-25,81.16867065429688
2015-08-26,84.10161590576172
2015-08-27,85.7088394165039
2015-08-28,84.93699645996094
2015-08-31,84.84619903564453
2015-09-01,81.97686004638672
2015-09-02,82.676025390625
2015-09-03,83.03923034667969
2015-09-04,81.98591613769531
2015-09-08,84.16517639160156
2015-09-09,83.1209487915039
2015-09-10,83.2480697631836
2015-09-11,82.92120361328125
2015-09-14,82.44902038574219
2015-09-15,83.62037658691406
2015-09-16,83.52046966552734
2015-09-17,83.6839599609375
2015-09-18,81.09603118896484
2015-09-21,82.08578491210938
2015-09-22,81.29580688476562
2015-09-23,80.89627075195312
2015-09-24,80.76918029785156
2015-09-25,81.74075317382812
2015-09-28,80.27882385253906
2015-09-29,80.26973724365234
2015-09-30,80.46041870117188
2015-10-01,80.4150161743164
2015-10-02,81.52278900146484
2015-10-05,83.102783203125
2015-10-06,81.98591613769531
2015-10-07,82.77590942382812
2015-10-08,83.47510528564453
2015-10-09,82.89392852783203
2015-10-12,82.88488006591797
2015-10-13,82.43083953857422
2015-10-14,81.76799011230469
2015-10-15,82.85759735107422
2015-10-16,83.19357299804688
2015-10-19,82.2946548461914
2015-10-20,83.13910675048828
2015-10-21,82.92120361328125
2015-10-22,83.91093444824219
2015-10-23,83.98356628417969
2015-10-26,84.1924057006836
2015-10-27,84.24689483642578
2015-10-28,86.0720443725586
2015-10-29,86.38175201416016
2015-10-30,84.99717712402344
2015-11-02,86.2633285522461
2015-11-03,86.19044494628906
2015-11-04,86.04472351074219
2015-11-05,86.35444641113281
2015-11-06,85.2340087890625
2015-11-09,84.1955795288086
2015-11-10,84.69654846191406
2015-11-11,85.5254898071289
2015-11-12,84.53260803222656
2015-11-13,84.80587005615234
2015-11-16,85.96275329589844
2015-11-17,85.32508850097656
2015-11-18,86.54574584960938
2015-11-19,85.46170806884766
2015-11-20,86.4090805053711
2015-11-23,86.28155517578125
2015-11-24,86.30886840820312
2015-11-25,86.09024047851562
2015-11-27,86.21778869628906
2015-11-30,86.29975891113281
2015-12-01,87.17424011230469
2015-12-02,86.10848236083984
2015-12-03,85.33422088623047
2015-12-04,88.03961181640625
2015-12-07,88.1216049194336
2015-12-08,86.62767028808594
2015-12-09,85.835205078125
2015-12-10,85.47083282470703
2015-12-11,84.98805236816406
2015-12-14,85.69855499267578
2015-12-15,88.07604217529297
2015-12-16,88.28555297851562
2015-12-17,84.9607162475586
2015-12-18,82.88385009765625
2015-12-21,82.71078491210938
2015-12-22,82.95674896240234
2015-12-23,83.5852279663086
2015-12-24,83.84941864013672
2015-12-28,83.80387115478516
2015-12-29,85.47993469238281
2015-12-30,85.20667266845703
2015-12-31,83.99515533447266
2016-01-04,82.6287841796875
2016-01-05,83.12980651855469
2016-01-06,81.87271118164062
2016-01-07,80.67942810058594
2016-01-08,79.26751708984375
2016-01-11,78.71188354492188
2016-01-12,79.38594055175781
2016-01-13,78.25640869140625
2016-01-14,79.60454559326172
2016-01-15,78.42039489746094
2016-01-19,78.32017517089844
2016-01-20,77.3728256225586
2016-01-21,77.08136749267578
2016-01-22,78.71188354492188
2016-01-25,78.10155487060547
2016-01-26,78.36575317382812
2016-01-27,78.25640869140625
2016-01-28,78.69518280029297
2016-01-29,80.28572082519531
2016-02-01,80.05720520019531
2016-02-02,78.79573059082031
2016-02-03,80.20345306396484
2016-02-04,81.30951690673828
2016-02-05,84.892822265625
2016-02-08,84.99336242675781
2016-02-09,84.90193176269531
2016-02-10,84.85625457763672
2016-02-11,84.72826385498047
2016-02-12,85.74292755126953
2016-02-16,86.0628662109375
2016-02-17,86.83985137939453
2016-02-18,86.44677734375
2016-02-19,85.54183959960938
2016-02-22,85.71551513671875
2016-02-23,85.98973846435547
2016-02-24,86.5290756225586
2016-02-25,87.12323760986328
2016-02-26,87.5345687866211
2016-02-29,87.10494232177734
2016-03-01,87.708251953125
2016-03-02,89.02455139160156
2016-03-03,89.78327941894531
2016-03-04,90.43226623535156
2016-03-07,90.62427520751953
2016-03-08,89.984375
2016-03-09,90.24031829833984
2016-03-10,90.09405517578125
2016-03-11,91.84915161132812
2016-03-14,91.20012664794922
2016-03-15,91.309814453125
2016-03-16,91.21839904785156
2016-03-17,93.23855590820312
2016-03-18,92.75408172607422
2016-03-21,92.86377716064453
2016-03-22,92.74496459960938
2016-03-23,91.8765869140625
2016-03-24,92.44330596923828
2016-03-28,93.36653137207031
2016-03-29,94.09782409667969
2016-03-30,95.03020477294922
2016-03-31,95.47814178466797
2016-04-01,95.862060546875
2016-04-04,95.84375762939453
2016-04-05,93.15630340576172
2016-04-06,93.32999420166016
2016-04-07,92.35192108154297
2016-04-08,92.60784149169922
2016-04-11,92.75408172607422
2016-04-12,93.70480346679688
2016-04-13,94.83827209472656
