Date,OMV.VI
2015-08-24,12.9429292678833
2015-08-25,13.199891090393066
2015-08-26,13.28554630279541
2015-08-27,13.811705589294434
2015-08-28,13.811705589294434
2015-08-31,13.973835945129395
2015-09-01,13.778056144714355
2015-09-02,13.790291786193848
2015-09-03,14.044196128845215
2015-09-04,13.652634620666504
2015-09-07,13.600628852844238
2015-09-08,13.563919067382812
2015-09-09,13.58839225769043
2015-09-10,13.267190933227539
2015-09-11,13.154004096984863
2015-09-14,13.172359466552734
2015-09-15,13.389552116394043
2015-09-16,13.741345405578613
2015-09-17,13.83923625946045
2015-09-18,13.362022399902344
2015-09-21,13.365078926086426
2015-09-22,13.135650634765625
2015-09-23,13.144829750061035
2015-09-24,12.930692672729492
2015-09-25,13.1234130859375
2015-09-28,12.854214668273926
2015-09-29,13.004110336303711
2015-09-30,13.294720649719238
2015-10-01,13.50579833984375
2015-10-02,13.866768836975098
2015-10-05,14.282801628112793
2015-10-06,14.744722366333008
2015-10-07,14.909911155700684
2015-10-08,15.044509887695312
2015-10-09,15.36877155303955
2015-10-12,15.280060768127441
2015-10-13,15.053688049316406
2015-10-14,15.157695770263672
2015-10-15,15.249465942382812
2015-10-16,15.579849243164062
2015-10-19,15.136283874511719
2015-10-20,15.194405555725098
2015-10-21,15.240290641784668
2015-10-22,15.49725341796875
2015-10-23,15.518665313720703
2015-10-27,14.610121726989746
2015-10-28,14.79366683959961
2015-10-29,14.808963775634766
2015-10-30,14.80590534210205
2015-11-02,14.964973449707031
2015-11-03,15.347356796264648
2015-11-04,15.631851196289062
2015-11-05,15.558433532714844
2015-11-06,15.849047660827637
2015-11-09,15.708329200744629
2015-11-10,15.775627136230469
2015-11-11,15.689973831176758
2015-11-12,15.286177635192871
2015-11-13,15.08427906036377
2015-11-16,15.258646965026855
2015-11-17,15.552315711975098
2015-11-18,16.026472091674805
2015-11-19,16.20083999633789
2015-11-20,16.066238403320312
2015-11-23,16.032590866088867
2015-11-24,16.10601043701172
2015-11-25,16.075416564941406
2015-11-26,16.39661979675293
2015-11-27,16.289554595947266
2015-11-30,16.528160095214844
2015-12-01,16.656641006469727
2015-12-02,16.564870834350586
2015-12-03,16.274255752563477
2015-12-04,15.751157760620117
2015-12-07,15.509489059448242
2015-12-09,15.546197891235352
2015-12-10,16.032590866088867
2015-12-11,15.494194984436035
2015-12-14,14.903792381286621
2015-12-15,15.665502548217773
2015-12-16,16.029531478881836
2015-12-17,15.500311851501465
2015-12-18,15.625737190246582
2015-12-21,15.399364471435547
2015-12-22,15.723625183105469
2015-12-23,16.188600540161133
2015-12-28,16.029531478881836
2015-12-29,15.928583145141602
2015-12-30,15.986701965332031
2016-01-04,15.665502548217773
2016-01-05,15.839869499206543
2016-01-07,15.524785995483398
2016-01-08,14.454110145568848
2016-01-11,14.3225679397583
2016-01-12,14.154317855834961
2016-01-13,14.169618606567383
2016-01-14,14.191030502319336
2016-01-15,13.594511985778809
2016-01-18,13.319192886352539
2016-01-19,13.545568466186523
2016-01-20,13.1234130859375
2016-01-21,13.282485008239746
2016-01-22,13.747462272644043
2016-01-25,13.891241073608398
2016-01-26,14.068668365478516
2016-01-27,14.142085075378418
2016-01-28,14.3745756149292
2016-01-29,14.472466468811035
2016-02-01,14.279743194580078
2016-02-02,13.924890518188477
2016-02-03,14.05337142944336
2016-02-04,14.383749008178711
2016-02-05,14.518351554870605
2016-02-08,14.27668285369873
2016-02-09,13.756643295288086
2016-02-10,13.508857727050781
2016-02-11,13.132593154907227
2016-02-12,14.347043991088867
2016-02-15,14.555058479309082
2016-02-16,14.561174392700195
2016-02-17,15.03839111328125
2016-02-18,14.652949333190918
2016-02-19,14.365396499633789
2016-02-22,14.790605545043945
2016-02-23,14.316450119018555
2016-02-24,14.209385871887207
2016-02-25,14.187971115112305
2016-02-26,14.548942565917969
2016-02-29,14.79366683959961
2016-03-01,14.928264617919922
2016-03-02,14.80590534210205
2016-03-03,15.22193717956543
2016-03-04,15.2922945022583
2016-03-07,15.475841522216797
2016-03-08,15.387123107910156
2016-03-09,15.784805297851562
2016-03-10,15.414655685424805
2016-03-11,15.22193717956543
2016-03-14,15.322884559631348
2016-03-15,15.081218719482422
2016-03-16,15.280060768127441
2016-03-17,16.1335391998291
2016-03-18,15.83069133758545
2016-03-21,15.582904815673828
2016-03-22,15.790926933288574
2016-03-23,15.463602066040039
2016-03-24,15.166874885559082
2016-03-29,14.968032836914062
2016-03-30,15.491133689880371
2016-03-31,15.127106666564941
2016-04-01,15.145458221435547
2016-04-04,14.882381439208984
2016-04-05,14.677423477172852
2016-04-06,14.656009674072266
2016-04-07,14.417400360107422
2016-04-08,14.812020301818848
2016-04-11,14.842607498168945
2016-04-12,15.093456268310547
2016-04-13,15.423835754394531
2016-04-14,15.540081977844238
2016-04-15,15.310647964477539
2016-04-18,15.509489059448242
2016-04-19,15.601262092590332
2016-04-20,15.659382820129395
2016-04-21,15.723625183105469
2016-04-22,15.94693660736084
2016-04-25,15.66244125366211
2016-04-26,15.738920211791992
2016-04-27,16.069299697875977
2016-04-28,16.148834228515625
2016-04-29,16.035648345947266
2016-05-02,15.76339340209961
2016-05-03,15.426895141601562
2016-05-04,15.234170913696289
2016-05-06,15.332062721252441
2016-05-09,15.078158378601074
2016-05-10,15.390186309814453
2016-05-11,15.423835754394531
2016-05-12,15.775627136230469
2016-05-13,15.7542142868042
2016-05-17,15.855165481567383
2016-05-18,15.94693660736084
2016-05-19,15.457484245300293
2016-05-20,15.68079662322998
2016-05-23,15.521724700927734
2016-05-24,15.604320526123047
2016-05-25,16.09071159362793
2016-05-27,16.087535858154297
2016-05-30,16.049373626708984
2016-05-31,15.93171215057373
2016-06-01,15.61689567565918
2016-06-02,15.626436233520508
2016-06-03,15.365676879882812
2016-06-06,15.810874938964844
2016-06-07,16.233810424804688
2016-06-08,16.345111846923828
2016-06-09,16.052553176879883
2016-06-10,15.896732330322266
2016-06-13,15.696393966674805
2016-06-14,15.25755786895752
2016-06-15,15.324335098266602
2016-06-16,15.289356231689453
2016-06-17,15.648694038391113
2016-06-20,16.071630477905273
2016-06-21,16.020751953125
2016-06-22,16.058914184570312
2016-06-23,16.380090713500977
2016-06-24,15.543757438659668
2016-06-27,15.206676483154297
2016-06-28,15.279815673828125
2016-06-29,15.903094291687012
2016-06-30,16.036653518676758
2016-07-01,16.065271377563477
2016-07-04,15.861756324768066
2016-07-05,15.62325668334961
2016-07-06,15.61689567565918
2016-07-07,15.810874938964844
2016-07-08,15.877655029296875
2016-07-11,15.98259162902832
2016-07-12,16.109792709350586
2016-07-13,16.176572799682617
2016-07-14,16.456409454345703
2016-07-15,16.434152603149414
2016-07-18,16.0239315032959
2016-07-19,15.814054489135742
2016-07-20,15.50241470336914
2016-07-21,15.473797798156738
2016-07-22,15.620078086853027
2016-07-25,15.276637077331543
2016-07-26,15.298895835876465
2016-07-27,15.470617294311523
2016-07-28,15.289356231689453
2016-07-29,15.114459991455078
2016-08-01,15.02859878540039
2016-08-02,14.82826042175293
2016-08-03,14.63428020477295
2016-08-04,14.812361717224121
2016-08-05,15.07629680633545
2016-08-08,15.165336608886719
2016-08-09,15.499237060546875
2016-08-10,15.667774200439453
2016-08-11,15.864933013916016
2016-08-12,16.065271377563477
2016-08-16,16.13841438293457
2016-08-17,16.049373626708984
2016-08-18,16.00803565979004
2016-08-19,15.973053932189941
2016-08-22,15.782255172729492
2016-08-23,15.88719367980957
2016-08-24,15.807696342468262
2016-08-25,15.740915298461914
2016-08-26,16.036653518676758
2016-08-29,15.864933013916016
2016-08-30,16.0239315032959
2016-08-31,15.976235389709473
2016-09-01,15.890374183654785
2016-09-02,16.186113357543945
2016-09-05,16.313310623168945
2016-09-06,16.341930389404297
2016-09-07,16.53590965270996
2016-09-08,16.50411033630371
2016-09-09,16.408710479736328
2016-09-12,16.345111846923828
2016-09-13,16.017574310302734
2016-09-14,15.798157691955566
2016-09-15,16.020751953125
2016-09-16,15.728193283081055
2016-09-19,15.874471664428711
2016-09-20,15.79179573059082
2016-09-21,15.85539436340332
2016-09-22,16.058914184570312
2016-09-23,16.014394760131836
2016-09-26,15.85539436340332
2016-09-27,15.59781551361084
2016-09-28,15.60417366027832
2016-09-29,16.23063087463379
2016-09-30,16.294233322143555
2016-10-03,16.119333267211914
2016-10-04,16.408710479736328
2016-10-05,16.399169921875
2016-10-06,16.494569778442383
2016-10-07,16.2751522064209
2016-10-10,16.694910049438477
2016-10-11,16.86980628967285
2016-10-12,17.006547927856445
2016-10-13,17.16236686706543
2016-10-14,17.47400665283203
2016-10-17,17.229148864746094
2016-10-18,17.623462677001953
2016-10-19,17.540786743164062
2016-10-20,17.543964385986328
2016-10-21,17.61392593383789
2016-10-24,17.81426239013672
2016-10-25,18.040042877197266
2016-10-27,18.259462356567383
2016-10-28,18.380300521850586
2016-10-31,18.110002517700195
2016-11-02,17.95736312866211
2016-11-03,17.976444244384766
2016-11-04,17.763381958007812
2016-11-07,18.03367805480957
2016-11-08,18.062301635742188
2016-11-09,18.12590217590332
2016-11-10,18.69829750061035
2016-11-11,18.38347816467285
2016-11-14,18.227663040161133
2016-11-15,18.64742088317871
2016-11-16,18.545658111572266
2016-11-17,18.69829750061035
2016-11-18,18.49477767944336
2016-11-21,18.84775733947754
2016-11-22,19.079896926879883
2016-11-23,19.248432159423828
2016-11-24,19.439237594604492
2016-11-25,19.242076873779297
2016-11-28,18.978139877319336
2016-11-29,18.87319564819336
2016-11-30,19.394716262817383
2016-12-01,19.44559669494629
2016-12-02,19.29613494873047
2016-12-05,19.343835830688477
2016-12-06,19.560073852539062
2016-12-07,19.798568725585938
2016-12-09,20.224693298339844
2016-12-12,20.35506820678711
2016-12-13,20.5585880279541
2016-12-14,20.65081024169922
2016-12-15,20.882944107055664
2016-12-16,21.687480926513672
2016-12-19,21.324966430664062
2016-12-20,21.811500549316406
2016-12-21,21.821043014526367
2016-12-22,21.636600494384766
2016-12-23,21.617525100708008
2016-12-27,21.579362869262695
2016-12-28,21.642963409423828
2016-12-29,22.116779327392578
2017-01-02,21.72564125061035
2017-01-03,22.069080352783203
2017-01-04,21.86874008178711
2017-01-05,22.034099578857422
2017-01-09,21.65250015258789
2017-01-10,21.480783462524414
2017-01-11,21.662046432495117
2017-01-12,21.706565856933594
2017-01-13,21.83058738708496
2017-01-16,21.544384002685547
2017-01-17,21.544384002685547
2017-01-18,21.65250015258789
2017-01-19,21.579362869262695
2017-01-20,21.671585083007812
2017-01-23,21.207305908203125
2017-01-24,21.108726501464844
2017-01-25,21.69066047668457
2017-01-26,21.436267852783203
2017-01-27,21.2550048828125
2017-01-30,20.88930892944336
2017-01-31,20.584028244018555
2017-02-01,21.150066375732422
