Date,TATE.L
2016-06-20,728.333984375
2016-06-21,726.5902709960938
2016-06-22,721.3587646484375
2016-06-23,728.9154052734375
2016-06-24,730.0780029296875
2016-06-27,728.333984375
2016-06-28,753.9100952148438
2016-06-29,779.486083984375
2016-06-30,777.390625
2016-07-01,802.9740600585938
2016-07-04,793.0894775390625
2016-07-05,807.6256103515625
2016-07-06,801.8111572265625
2016-07-07,815.7658081054688
2016-07-08,812.8585815429688
2016-07-11,823.906005859375
2016-07-12,809.3699951171875
2016-07-13,804.136962890625
2016-07-14,800.6482543945312
2016-07-15,805.2999267578125
2016-07-18,802.3924560546875
2016-07-19,802.3924560546875
2016-07-20,812.2771606445312
2016-07-21,808.78857421875
2016-07-22,815.1843872070312
2016-07-25,810.5327758789062
2016-07-26,818.673095703125
2016-07-27,820.4172973632812
2016-07-28,825.0689086914062
2016-07-29,840.7679443359375
2016-08-01,835.534912109375
2016-08-02,838.4420776367188
2016-08-03,837.279296875
2016-08-04,846.0009155273438
2016-08-05,845.41943359375
2016-08-08,841.3491821289062
2016-08-09,852.3968505859375
2016-08-10,841.9307861328125
2016-08-11,850.6524047851562
2016-08-12,855.3038940429688
2016-08-15,852.9782104492188
2016-08-16,851.8153076171875
2016-08-17,854.7225952148438
2016-08-18,858.2112426757812
2016-08-19,860.5369262695312
2016-08-22,857.0482177734375
2016-08-23,858.792724609375
2016-08-24,848.3267211914062
2016-08-25,850.6524047851562
2016-08-26,858.792724609375
2016-08-30,859.3742065429688
2016-08-31,852.9782104492188
2016-09-01,851.8153076171875
2016-09-02,862.2813720703125
2016-09-05,863.4442749023438
2016-09-06,852.9782104492188
2016-09-07,851.8153076171875
2016-09-08,853.5596923828125
2016-09-09,840.7679443359375
2016-09-12,831.46484375
2016-09-13,831.46484375
2016-09-14,830.3019409179688
2016-09-15,834.3718872070312
2016-09-16,836.6979370117188
2016-09-19,840.7679443359375
2016-09-20,842.5122680664062
2016-09-21,838.4420776367188
2016-09-22,846.0009155273438
2016-09-23,846.5823364257812
2016-09-26,847.7450561523438
2016-09-27,848.908203125
2016-09-28,851.8153076171875
2016-09-29,860.5369262695312
2016-09-30,871.0031127929688
2016-10-03,894.2609252929688
2016-10-04,898.912353515625
2016-10-05,886.12060546875
2016-10-06,897.1678466796875
2016-10-07,904.1453247070312
2016-10-10,902.9824829101562
2016-10-11,927.403076171875
2016-10-12,924.495849609375
2016-10-13,924.495849609375
2016-10-14,928.56591796875
2016-10-17,914.611328125
2016-10-18,915.1927490234375
2016-10-19,917.5184936523438
2016-10-20,909.9597778320312
2016-10-21,907.6339721679688
2016-10-24,906.47119140625
2016-10-25,906.47119140625
2016-10-26,900.6566162109375
2016-10-27,900.6566162109375
2016-10-28,902.4010009765625
2016-10-31,907.0525512695312
2016-11-01,906.47119140625
2016-11-02,905.30810546875
2016-11-03,938.4505615234375
2016-11-04,880.3060302734375
2016-11-07,877.9804077148438
2016-11-08,869.8401489257812
2016-11-09,766.3431396484375
2016-11-10,795.4154052734375
2016-11-11,789.6007690429688
2016-11-14,776.2276000976562
2016-11-15,779.7161865234375
2016-11-16,790.1823120117188
2016-11-17,794.2523803710938
2016-11-18,798.3226318359375
2016-11-21,798.3226318359375
2016-11-22,809.3699951171875
2016-11-23,806.4625244140625
2016-11-24,784.4607543945312
2016-11-25,792.0202026367188
2016-11-28,793.1832885742188
2016-11-29,795.5093383789062
2016-11-30,788.53125
2016-12-01,769.9226684570312
2016-12-02,775.7379150390625
2016-12-05,775.7379150390625
2016-12-06,773.411865234375
2016-12-07,773.411865234375
2016-12-08,774.574951171875
2016-12-09,785.0421142578125
2016-12-12,787.3681640625
2016-12-13,795.5093383789062
2016-12-14,792.6018676757812
2016-12-15,798.998291015625
2016-12-16,795.5093383789062
2016-12-19,807.1395874023438
2016-12-20,809.4657592773438
2016-12-21,812.3732299804688
2016-12-22,813.5360717773438
2016-12-23,821.0960083007812
2016-12-28,815.28076171875
2016-12-29,821.0960083007812
2016-12-30,822.84033203125
2017-01-03,798.998291015625
2017-01-04,802.4876098632812
2017-01-05,802.4876098632812
2017-01-06,811.7916259765625
2017-01-09,814.6992797851562
2017-01-10,800.7429809570312
2017-01-11,810.047119140625
2017-01-12,803.6505737304688
2017-01-13,807.7210693359375
2017-01-16,807.1395874023438
2017-01-17,794.9276733398438
2017-01-18,801.3243408203125
2017-01-19,792.0202026367188
2017-01-20,794.9276733398438
2017-01-23,787.9497680664062
2017-01-24,782.716064453125
2017-01-25,777.4823608398438
2017-01-26,780.9716186523438
2017-01-27,776.9010009765625
2017-01-30,775.1564331054688
2017-01-31,779.808349609375
2017-02-01,782.1345825195312
2017-02-02,780.3900756835938
2017-02-03,786.2053833007812
2017-02-06,793.1832885742188
2017-02-07,805.39501953125
2017-02-08,837.9596557617188
2017-02-09,829.2369995117188
2017-02-10,833.3076171875
2017-02-13,835.05224609375
2017-02-14,839.122802734375
2017-02-15,840.8673095703125
2017-02-16,847.8455200195312
2017-02-17,858.3128662109375
2017-02-20,851.3345947265625
2017-02-21,852.4976196289062
2017-02-22,854.8236083984375
2017-02-23,862.3831787109375
2017-02-24,856.5682983398438
2017-02-27,859.4757080078125
2017-02-28,865.291015625
2017-03-01,874.0135498046875
2017-03-02,882.1549072265625
2017-03-03,878.083984375
2017-03-06,876.3396606445312
2017-03-07,880.4102172851562
2017-03-08,881.5732421875
2017-03-09,880.4102172851562
2017-03-10,887.3883056640625
2017-03-13,890.2958984375
2017-03-14,885.6439208984375
2017-03-15,882.7362060546875
2017-03-16,889.7144165039062
2017-03-17,898.4370727539062
2017-03-20,903.6707153320312
2017-03-21,904.2522583007812
2017-03-22,897.274169921875
2017-03-23,901.3447875976562
2017-03-24,905.9966430664062
2017-03-27,907.159912109375
2017-03-28,909.4857177734375
2017-03-29,903.0892944335938
2017-03-30,903.6707153320312
2017-03-31,889.133056640625
2017-04-03,895.529541015625
2017-04-04,894.9481201171875
2017-04-05,894.9481201171875
2017-04-06,893.2035522460938
2017-04-07,893.2035522460938
2017-04-10,899.0186157226562
2017-04-11,898.4370727539062
2017-04-12,903.0892944335938
2017-04-13,904.8338012695312
2017-04-18,899.0186157226562
2017-04-19,889.7144165039062
2017-04-20,894.9481201171875
2017-04-21,892.6219482421875
2017-04-24,903.0892944335938
2017-04-25,893.2035522460938
2017-04-26,887.3883056640625
2017-04-27,885.6439208984375
2017-04-28,879.8287963867188
2017-05-02,894.9481201171875
2017-05-03,890.8773193359375
2017-05-04,893.7850341796875
2017-05-05,893.2035522460938
2017-05-08,894.3665161132812
2017-05-09,902.5077514648438
2017-05-10,908.3228149414062
2017-05-11,890.2958984375
2017-05-12,888.5513305664062
2017-05-15,882.7362060546875
2017-05-16,900.1815795898438
2017-05-17,904.8338012695312
2017-05-18,894.3665161132812
2017-05-19,904.2522583007812
2017-05-22,914.7195434570312
2017-05-23,924.6051635742188
2017-05-24,918.7902221679688
2017-05-25,871.10595703125
2017-05-26,851.3345947265625
2017-05-30,857.1495971679688
2017-05-31,858.3128662109375
2017-06-01,857.7313232421875
2017-06-02,864.1278076171875
2017-06-05,876.3396606445312
2017-06-06,876.9212036132812
2017-06-07,854.2422485351562
2017-06-08,841.4487915039062
2017-06-09,847.8455200195312
2017-06-12,855.98681640625
2017-06-13,854.2422485351562
2017-06-14,847.8455200195312
2017-06-15,836.7967529296875
2017-06-16,854.8236083984375
2017-06-19,843.1932983398438
2017-06-20,849.5899658203125
2017-06-21,842.0303344726562
2017-06-22,837.9596557617188
2017-06-23,828.655517578125
2017-06-26,832.0247802734375
2017-06-27,816.63330078125
2017-06-28,811.2102661132812
2017-06-29,784.1016845703125
2017-06-30,770.141357421875
2017-07-03,768.97802734375
2017-07-04,771.886474609375
2017-07-05,771.3047485351562
2017-07-06,770.141357421875
2017-07-07,768.97802734375
2017-07-10,777.1216430664062
2017-07-11,777.1216430664062
2017-07-12,777.703125
2017-07-13,789.3367919921875
2017-07-14,781.7750244140625
2017-07-17,781.193359375
2017-07-18,783.5198974609375
2017-07-19,785.8466796875
2017-07-20,789.9186401367188
2017-07-21,796.3170166015625
2017-07-24,779.4483642578125
2017-07-25,768.97802734375
2017-07-26,782.356689453125
2017-07-27,791.0818481445312
2017-07-28,778.8666381835938
2017-07-31,781.7750244140625
2017-08-01,779.4483642578125
2017-08-02,787.591796875
2017-08-03,792.826904296875
2017-08-04,805.623779296875
2017-08-07,799.80712890625
2017-08-08,801.5518798828125
2017-08-09,809.6956176757812
2017-08-10,798.6434936523438
2017-08-11,796.3170166015625
2017-08-14,798.6434936523438
2017-08-15,801.5518798828125
2017-08-16,798.6434936523438
2017-08-17,795.7352294921875
2017-08-18,785.8466796875
2017-08-21,792.2450561523438
2017-08-22,799.80712890625
2017-08-23,797.4802856445312
2017-08-24,793.9901733398438
2017-08-25,789.3367919921875
2017-08-29,784.6835327148438
2017-08-30,780.6116333007812
2017-08-31,795.1534423828125
2017-09-01,791.0818481445312
2017-09-04,784.1016845703125
2017-09-05,775.3765258789062
2017-09-06,767.8148193359375
2017-09-07,772.4680786132812
2017-09-08,771.3047485351562
2017-09-11,770.141357421875
2017-09-12,770.141357421875
2017-09-13,766.6514282226562
2017-09-14,759.0895385742188
2017-09-15,759.0895385742188
2017-09-18,757.344482421875
2017-09-19,752.109375
2017-09-20,749.78271484375
2017-09-21,733.49560546875
2017-09-22,735.2408447265625
2017-09-25,728.84228515625
2017-09-26,727.6788330078125
2017-09-27,739.8941650390625
2017-09-28,748.619384765625
2017-09-29,754.4361572265625
2017-10-02,757.9263305664062
2017-10-03,761.4163208007812
2017-10-04,765.488037109375
2017-10-05,767.2330932617188
2017-10-06,770.7230224609375
2017-10-09,771.886474609375
2017-10-10,770.141357421875
2017-10-11,761.4163208007812
2017-10-12,770.141357421875
2017-10-13,770.141357421875
2017-10-16,760.2528686523438
2017-10-17,750.9459838867188
2017-10-18,758.5078735351562
2017-10-19,746.2926025390625
2017-10-20,735.822509765625
2017-10-23,750.9459838867188
2017-10-24,756.18115234375
2017-10-25,752.109375
2017-10-26,742.802490234375
2017-10-27,759.6712036132812
2017-10-30,752.109375
2017-10-31,752.109375
2017-11-01,773.0498657226562
2017-11-02,785.8466796875
2017-11-03,802.7155151367188
2017-11-06,815.5122680664062
2017-11-07,811.440673828125
2017-11-08,816.093994140625
2017-11-09,816.6755981445312
2017-11-10,821.3291625976562
2017-11-13,825.9825439453125
2017-11-14,810.2771606445312
2017-11-15,801.5518798828125
2017-11-16,801.5518798828125
2017-11-17,792.826904296875
2017-11-20,791.6635131835938
2017-11-21,795.7352294921875
2017-11-22,805.0421142578125
2017-11-23,807.3687744140625
2017-11-24,795.1534423828125
2017-11-27,782.9383544921875
2017-11-28,780.0299072265625
2017-11-29,777.1216430664062
2017-11-30,783.0368041992188
2017-12-01,786.5275268554688
2017-12-04,795.8353271484375
2017-12-05,791.1813354492188
2017-12-06,802.8164672851562
2017-12-07,795.2534790039062
2017-12-08,794.6719970703125
2017-12-11,800.4893188476562
2017-12-12,807.4703369140625
2017-12-13,800.53125
2017-12-14,794.0900268554688
2017-12-15,810.3790893554688
2017-12-18,821.4324951171875
2017-12-19,822.5958251953125
2017-12-20,815.6148681640625
2017-12-21,813.8695068359375
2017-12-22,808.6338500976562
2017-12-27,815.0331420898438
2017-12-28,816.1966552734375
2017-12-29,817.9418334960938
2018-01-02,803.9799194335938
2018-01-03,796.533447265625
2018-01-04,799.0932006835938
2018-01-05,813.986083984375
2018-01-08,802.5836181640625
2018-01-09,799.0932006835938
2018-01-10,797.4642333984375
2018-01-11,794.6719970703125
2018-01-12,796.9989013671875
2018-01-15,801.6527099609375
2018-01-16,801.8856201171875
2018-01-17,793.2757568359375
2018-01-18,780.9425048828125
2018-01-19,781.6405639648438
2018-01-22,781.8733520507812
2018-01-23,781.6405639648438
2018-01-24,768.8421020507812
2018-01-25,751.6222534179688
2018-01-26,751.8549194335938
2018-01-29,751.1568603515625
2018-01-30,752.087646484375
2018-01-31,746.7355346679688
2018-02-01,753.9491577148438
2018-02-02,749.7606201171875
2018-02-05,745.1067504882812
2018-02-06,737.6602783203125
2018-02-07,760.232177734375
2018-02-08,700.6610107421875
2018-02-09,677.1580810546875
2018-02-12,664.8251342773438
2018-02-13,665.755859375
2018-02-14,659.0074462890625
2018-02-15,656.6804809570312
2018-02-16,655.0516357421875
2018-02-19,653.422607421875
2018-02-20,652.4918212890625
2018-02-21,647.1398315429688
2018-02-22,646.6744384765625
2018-02-23,648.7686767578125
2018-02-26,651.5610961914062
2018-02-27,653.887939453125
2018-02-28,652.0264282226562
2018-03-01,650.1649780273438
2018-03-02,645.0454711914062
2018-03-05,654.81884765625
2018-03-06,654.353515625
2018-03-07,651.5610961914062
2018-03-08,660.1709594726562
2018-03-09,655.0516357421875
2018-03-12,652.2592163085938
2018-03-13,638.0645141601562
2018-03-14,631.5487670898438
2018-03-15,638.7626342773438
2018-03-16,639.4608154296875
2018-03-19,626.894775390625
2018-03-20,632.2470703125
2018-03-21,627.5928955078125
2018-03-22,621.3099365234375
2018-03-23,619.2155151367188
2018-03-26,612.2346801757812
2018-03-27,612.0020141601562
2018-03-28,628.291015625
2018-03-29,633.6431884765625
2018-04-03,625.49853515625
2018-04-04,631.0833740234375
2018-04-05,638.52978515625
2018-04-06,643.6492309570312
2018-04-09,650.6302490234375
2018-04-10,656.215087890625
2018-04-11,657.8440551757812
2018-04-12,657.8440551757812
2018-04-13,648.7686767578125
2018-04-16,644.1146240234375
2018-04-17,642.4859619140625
2018-04-18,653.887939453125
2018-04-19,650.6302490234375
2018-04-20,650.3977661132812
2018-04-23,654.353515625
2018-04-24,651.3284301757812
2018-04-25,663.8942260742188
2018-04-26,670.4099731445312
2018-04-27,677.6235961914062
2018-04-30,668.5482177734375
2018-05-01,681.8121337890625
2018-05-02,695.774169921875
2018-05-03,680.1834106445312
2018-05-04,686.6988525390625
2018-05-08,695.774169921875
2018-05-09,699.7301025390625
2018-05-10,698.79931640625
2018-05-11,699.2647094726562
2018-05-14,700.1954956054688
2018-05-15,694.6107177734375
2018-05-16,696.7049560546875
2018-05-17,701.35888671875
2018-05-18,696.47216796875
2018-05-21,695.774169921875
2018-05-22,702.0570068359375
2018-05-23,708.5726928710938
2018-05-24,760.4649047851562
2018-05-25,780.47705078125
2018-05-29,790.2505493164062
2018-05-30,811.8916015625
2018-05-31,800.9547119140625
2018-06-01,788.62158203125
2018-06-04,793.2757568359375
2018-06-05,783.0368041992188
2018-06-06,778.6156005859375
2018-06-07,775.1251220703125
2018-06-08,782.3388671875
2018-06-11,790.0180053710938
2018-06-12,779.54638671875
2018-06-13,748.1318359375
2018-06-14,759.5340576171875
2018-06-15,753.2513427734375
2018-06-18,756.2762451171875
2018-06-19,743.7103271484375
2018-06-20,745.8047485351562
2018-06-21,726.0225830078125
2018-06-22,726.9534301757812
2018-06-25,732.5401000976562
2018-06-26,734.4022827148438
2018-06-27,745.3426513671875
2018-06-28,744.6444702148438
2018-06-29,752.7914428710938
2018-07-02,758.145263671875
2018-07-03,768.6201171875
2018-07-04,762.335205078125
2018-07-05,769.318359375
2018-07-06,773.9739379882812
2018-07-09,769.7839965820312
2018-07-10,770.7151489257812
2018-07-11,782.1210327148438
2018-07-12,778.396728515625
2018-07-13,745.1099243164062
2018-07-16,734.951904296875
2018-07-17,739.0578002929688
2018-07-18,727.8847045898438
2018-07-19,731.6090698242188
2018-07-20,738.5921630859375
2018-07-23,724.6258544921875
2018-07-24,730.6779174804688
2018-07-25,732.307373046875
2018-07-26,735.799072265625
2018-07-27,736.0316162109375
2018-07-30,727.6517944335938
2018-07-31,726.2550659179688
2018-08-01,728.8157958984375
2018-08-02,733.4713745117188
2018-08-03,737.1956787109375
2018-08-06,741.3855590820312
2018-08-07,750.9293212890625
2018-08-08,754.1880493164062
2018-08-09,752.325927734375
2018-08-10,741.85107421875
2018-08-13,743.0149536132812
2018-08-14,746.5065307617188
2018-08-15,733.936767578125
2018-08-16,744.4115600585938
2018-08-17,747.9031982421875
2018-08-20,747.4376831054688
2018-08-21,752.7914428710938
2018-08-22,751.8603515625
2018-08-23,751.627685546875
2018-08-24,744.1788330078125
2018-08-28,767.9218139648438
2018-08-29,773.9739379882812
2018-08-30,778.62939453125
2018-08-31,780.2588500976562
2018-09-03,780.2588500976562
2018-09-04,773.0427856445312
2018-09-05,760.705810546875
2018-09-06,765.8267822265625
2018-09-07,765.5941772460938
2018-09-10,770.7151489257812
2018-09-11,771.646240234375
2018-09-12,776.7671508789062
2018-09-13,742.7821655273438
2018-09-14,739.29052734375
2018-09-17,746.2737426757812
2018-09-18,743.713134765625
2018-09-19,744.6444702148438
2018-09-20,749.0671997070312
2018-09-21,757.6796264648438
2018-09-24,759.7745971679688
2018-09-25,759.3092041015625
2018-09-26,775.836181640625
2018-09-27,786.0781860351562
2018-09-28,794.6909790039062
2018-10-01,804.001708984375
2018-10-02,800.7430419921875
2018-10-03,793.7597045898438
2018-10-04,775.6033935546875
2018-10-05,770.4822998046875
2018-10-08,762.5677490234375
2018-10-09,759.0762329101562
2018-10-10,755.8176879882812
2018-10-11,737.6612548828125
2018-10-12,737.1956787109375
2018-10-15,742.0838623046875
2018-10-16,755.119384765625
2018-10-17,742.3165893554688
2018-10-18,765.12841796875
2018-10-19,772.344482421875
2018-10-22,770.9478149414062
2018-10-23,767.2235107421875
2018-10-24,771.87890625
2018-10-25,782.8193359375
2018-10-26,771.646240234375
2018-10-29,781.655517578125
2018-10-30,787.4749145507812
2018-10-31,783.5176391601562
2018-11-01,784.2158203125
2018-11-02,778.8623046875
2018-11-05,789.802490234375
2018-11-06,791.8973999023438
2018-11-07,798.6480712890625
2018-11-08,806.0966186523438
2018-11-09,817.7353515625
2018-11-12,787.0092163085938
2018-11-13,786.7764892578125
2018-11-14,786.7764892578125
2018-11-15,800.7430419921875
2018-11-16,798.6480712890625
2018-11-19,794.4581298828125
2018-11-20,817.2698974609375
2018-11-21,838.68505859375
2018-11-22,822.2564086914062
2018-11-23,817.1346435546875
2018-11-26,821.3250122070312
2018-11-27,832.2667846679688
2018-11-28,833.4307861328125
2018-11-29,831.8010864257812
2018-11-30,835.7587280273438
2018-12-03,833.8964233398438
2018-12-04,824.5842895507812
2018-12-05,808.5208129882812
2018-12-06,798.044921875
2018-12-07,808.7537231445312
2018-12-10,800.372802734375
2018-12-11,803.3992919921875
2018-12-12,817.3673095703125
2018-12-13,799.2089233398438
2018-12-14,802.9336547851562
2018-12-17,789.6640625
2018-12-18,789.8967895507812
2018-12-19,791.060791015625
2018-12-20,791.526611328125
2018-12-21,787.3361206054688
2018-12-24,784.7752685546875
2018-12-27,766.3838500976562
2018-12-28,776.1615600585938
2018-12-31,768.2461547851562
2019-01-02,775.230224609375
2019-01-03,777.5584106445312
2019-01-04,782.9127807617188
2019-01-07,773.8333129882812
2019-01-08,772.2039184570312
2019-01-09,772.9022216796875
2019-01-10,782.2144165039062
2019-01-11,787.5689086914062
2019-01-14,781.283203125
2019-01-15,801.0712280273438
2019-01-16,797.81201171875
2019-01-17,803.8649291992188
2019-01-18,806.6586303710938
2019-01-21,806.891357421875
2019-01-22,806.891357421875
2019-01-23,804.0977783203125
2019-01-24,812.7113647460938
2019-01-25,792.2249755859375
2019-01-28,788.0343627929688
2019-01-29,800.1400756835938
2019-01-30,808.2882080078125
2019-01-31,800.6056518554688
2019-02-01,803.1665649414062
2019-02-04,814.5737915039062
2019-02-05,800.8385009765625
2019-02-06,787.1031494140625
2019-02-07,797.3464965820312
2019-02-08,806.6586303710938
2019-02-11,818.2986450195312
2019-02-12,824.1187133789062
2019-02-13,832.0338745117188
2019-02-14,828.30908203125
2019-02-15,821.557861328125
2019-02-18,828.0762939453125
2019-02-19,822.0234375
2019-02-20,837.388427734375
2019-02-21,844.3723754882812
2019-02-22,851.3564453125
2019-02-25,836.4571533203125
2019-02-26,818.531494140625
2019-02-27,808.7537231445312
2019-02-28,808.9864501953125
2019-03-01,812.7113647460938
2019-03-04,808.2882080078125
2019-03-05,808.5208129882812
2019-03-06,800.8385009765625
2019-03-07,798.9761352539062
2019-03-08,801.3040771484375
2019-03-11,795.717041015625
2019-03-12,800.8385009765625
2019-03-13,798.9761352539062
2019-03-14,794.5527954101562
2019-03-15,801.0712280273438
2019-03-18,810.150634765625
2019-03-19,823.653076171875
2019-03-20,826.44677734375
2019-03-21,841.1131591796875
2019-03-22,831.568359375
2019-03-25,824.3514404296875
2019-03-26,829.2402954101562
2019-03-27,819.4625854492188
2019-03-28,828.30908203125
2019-03-29,844.8380737304688
2019-04-01,839.4835815429688
2019-04-02,848.0971069335938
2019-04-03,850.4252319335938
2019-04-04,848.3299560546875
2019-04-05,851.8220825195312
2019-04-08,854.1499633789062
2019-04-09,850.1925048828125
2019-04-10,853.45166015625
2019-04-11,846.7003784179688
2019-04-12,847.1660766601562
2019-04-15,855.546875
2019-04-16,858.1077880859375
2019-04-17,857.1766357421875
2019-04-18,854.3829345703125
2019-04-23,869.5149536132812
2019-04-24,867.18701171875
2019-04-25,859.7374267578125
2019-04-26,849.72705078125
2019-04-29,854.6157836914062
2019-04-30,893.4935302734375
2019-05-01,900.0121459960938
2019-05-02,900.0121459960938
2019-05-03,893.4935302734375
2019-05-07,887.4407348632812
2019-05-08,869.7478637695312
2019-05-09,880.456787109375
2019-05-10,901.408935546875
2019-05-13,900.943359375
2019-05-14,905.3665161132812
2019-05-15,921.1970825195312
2019-05-16,928.8795166015625
2019-05-17,931.673095703125
2019-05-20,922.3610229492188
2019-05-21,916.0753784179688
2019-05-22,921.8955688476562
2019-05-23,886.9752197265625
2019-05-24,884.1815795898438
2019-05-28,881.3878173828125
2019-05-29,864.6262817382812
