Date,CEEB3.SA
2015-08-24,12.173588752746582
2015-08-25,12.173588752746582
2015-08-26,12.173588752746582
2015-08-27,12.173588752746582
2015-08-28,12.173588752746582
2015-08-31,12.173588752746582
2015-09-01,12.173588752746582
2015-09-02,12.173588752746582
2015-09-03,12.173588752746582
2015-09-04,12.173588752746582
2015-09-08,12.173588752746582
2015-09-09,12.173588752746582
2015-09-10,12.173588752746582
2015-09-11,12.220593452453613
2015-09-14,12.220593452453613
2015-09-15,12.220593452453613
2015-09-16,12.220593452453613
2015-09-17,12.220593452453613
2015-09-18,12.220593452453613
2015-09-21,12.220593452453613
2015-09-22,12.220593452453613
2015-09-23,12.220593452453613
2015-09-24,12.220593452453613
2015-09-25,12.220593452453613
2015-09-28,12.220593452453613
2015-09-29,12.220593452453613
2015-09-30,12.220593452453613
2015-10-01,12.220593452453613
2015-10-02,12.220593452453613
2015-10-05,12.220593452453613
2015-10-06,12.220593452453613
2015-10-07,12.220593452453613
2015-10-08,12.220593452453613
2015-10-09,12.319294929504395
2015-10-13,12.319294929504395
2015-10-14,12.319294929504395
2015-10-15,12.319294929504395
2015-10-16,12.319294929504395
2015-10-19,12.319294929504395
2015-10-20,12.319294929504395
2015-10-21,12.319294929504395
2015-10-22,12.319294929504395
2015-10-23,12.319294929504395
2015-10-26,12.319294929504395
2015-10-27,12.319294929504395
2015-10-28,12.319294929504395
2015-10-29,12.319294929504395
2015-10-30,12.319294929504395
2015-11-03,12.319294929504395
2015-11-04,12.319294929504395
2015-11-05,12.319294929504395
2015-11-06,12.319294929504395
2015-11-09,12.319294929504395
2015-11-10,12.319294929504395
2015-11-11,12.319294929504395
2015-11-12,12.319294929504395
2015-11-13,12.319294929504395
2015-11-16,12.319294929504395
2015-11-17,12.319294929504395
2015-11-18,12.319294929504395
2015-11-19,12.319294929504395
2015-11-23,12.319294929504395
2015-11-24,12.319294929504395
2015-11-25,12.319294929504395
2015-11-26,12.319294929504395
2015-11-27,12.319294929504395
2015-11-30,12.319294929504395
2015-12-01,12.319294929504395
2015-12-02,12.319294929504395
2015-12-03,12.319294929504395
2015-12-04,12.319294929504395
2015-12-07,12.319294929504395
2015-12-08,12.319294929504395
2015-12-09,12.197089195251465
2015-12-10,12.197089195251465
2015-12-11,12.197089195251465
2015-12-14,12.197089195251465
2015-12-15,12.197089195251465
2015-12-16,12.197089195251465
2015-12-17,12.197089195251465
2015-12-18,12.197089195251465
2015-12-21,12.197089195251465
2015-12-22,12.197089195251465
2015-12-23,12.197089195251465
2015-12-28,12.197089195251465
2015-12-29,12.197089195251465
2015-12-30,12.197089195251465
2016-01-04,12.197089195251465
2016-01-05,12.197089195251465
2016-01-06,12.197089195251465
2016-01-07,11.962079048156738
2016-01-08,11.962079048156738
2016-01-11,11.962079048156738
2016-01-12,11.962079048156738
2016-01-13,11.962079048156738
2016-01-14,11.962079048156738
2016-01-15,11.962079048156738
2016-01-18,11.962079048156738
2016-01-19,11.962079048156738
2016-01-20,11.962079048156738
2016-01-21,11.962079048156738
2016-01-22,11.962079048156738
2016-01-26,11.962079048156738
2016-01-27,11.962079048156738
2016-01-28,11.962079048156738
2016-01-29,11.962079048156738
2016-02-01,11.962079048156738
2016-02-02,11.962079048156738
2016-02-03,11.89157485961914
2016-02-04,11.89157485961914
2016-02-05,11.89157485961914
2016-02-10,11.89157485961914
2016-02-11,11.89157485961914
2016-02-12,11.89157485961914
2016-02-15,11.868074417114258
2016-02-16,11.868074417114258
2016-02-17,11.868074417114258
2016-02-18,11.868074417114258
2016-02-19,11.868074417114258
2016-02-22,11.868074417114258
2016-02-23,11.868074417114258
2016-02-24,11.868074417114258
2016-02-25,11.868074417114258
2016-02-26,11.868074417114258
2016-02-29,11.868074417114258
2016-03-01,11.868074417114258
2016-03-02,11.868074417114258
2016-03-03,11.868074417114258
2016-03-04,11.868074417114258
2016-03-07,11.868074417114258
2016-03-08,11.868074417114258
2016-03-09,11.868074417114258
2016-03-10,11.868074417114258
2016-03-11,11.868074417114258
2016-03-14,11.868074417114258
2016-03-15,11.868074417114258
2016-03-16,11.89157485961914
2016-03-17,11.89157485961914
2016-03-18,11.89157485961914
2016-03-21,11.89157485961914
2016-03-22,11.89157485961914
2016-03-23,11.89157485961914
2016-03-24,11.907666206359863
2016-03-28,11.907666206359863
2016-03-29,11.907666206359863
2016-03-30,11.907666206359863
2016-03-31,11.907666206359863
2016-04-01,11.907666206359863
2016-04-04,11.76646614074707
2016-04-05,11.76646614074707
2016-04-06,11.76646614074707
2016-04-07,11.76646614074707
2016-04-08,11.76646614074707
2016-04-11,11.76646614074707
2016-04-12,11.76646614074707
2016-04-13,11.86059856414795
2016-04-14,11.86059856414795
2016-04-15,11.86059856414795
2016-04-18,11.86059856414795
2016-04-19,11.86059856414795
2016-04-20,11.86059856414795
2016-04-22,11.86059856414795
2016-04-25,11.86059856414795
2016-04-26,11.86059856414795
2016-04-27,11.86059856414795
2016-04-28,11.86059856414795
2016-04-29,11.86059856414795
2016-05-02,11.86059856414795
2016-05-03,11.86059856414795
2016-05-04,11.86059856414795
2016-05-05,11.86059856414795
2016-05-06,11.86059856414795
2016-05-09,11.86059856414795
2016-05-10,11.86059856414795
2016-05-11,11.86059856414795
2016-05-12,11.86059856414795
2016-05-13,11.86059856414795
2016-05-16,11.86059856414795
2016-05-17,11.86059856414795
2016-05-18,11.86059856414795
2016-05-19,11.86059856414795
2016-05-20,11.86059856414795
2016-05-23,11.86059856414795
2016-05-24,11.86059856414795
2016-05-25,11.86059856414795
2016-05-27,11.86059856414795
2016-05-30,11.86059856414795
2016-05-31,11.86059856414795
2016-06-01,11.86059856414795
2016-06-02,11.86059856414795
2016-06-03,11.86059856414795
2016-06-06,11.86059856414795
2016-06-07,11.86059856414795
2016-06-08,11.86059856414795
2016-06-09,11.86059856414795
2016-06-10,11.86059856414795
2016-06-13,11.86059856414795
2016-06-14,11.86059856414795
2016-06-15,11.86059856414795
2016-06-16,11.86059856414795
2016-06-17,11.86059856414795
2016-06-20,11.86059856414795
2016-06-21,11.86059856414795
2016-06-22,11.86059856414795
2016-06-23,11.86059856414795
2016-06-24,11.86059856414795
2016-06-27,11.86059856414795
2016-06-28,11.86059856414795
2016-06-29,11.86059856414795
2016-06-30,11.86059856414795
2016-07-01,11.86059856414795
2016-07-04,11.86059856414795
2016-07-05,11.86059856414795
2016-07-06,11.86059856414795
2016-07-07,11.86059856414795
2016-07-08,11.86059856414795
2016-07-11,11.86059856414795
2016-07-12,11.86059856414795
2016-07-13,11.86059856414795
2016-07-14,11.86059856414795
2016-07-15,11.86059856414795
2016-07-18,11.86059856414795
2016-07-19,11.86059856414795
2016-07-20,11.86059856414795
2016-07-21,11.86059856414795
2016-07-22,11.86059856414795
2016-07-25,11.295807838439941
2016-07-26,11.295807838439941
2016-07-27,11.53113842010498
2016-07-28,11.53113842010498
2016-07-29,11.53113842010498
