Date,SJVN.NS
2015-08-21,13.889848709106445
2015-08-24,13.244461059570312
2015-08-25,12.991918563842773
2015-08-26,13.019981384277344
2015-08-27,13.412822723388672
2015-08-28,13.44088363647461
2015-08-31,13.497005462646484
2015-09-01,13.497005462646484
2015-09-02,13.188337326049805
2015-09-03,13.44088363647461
2015-09-04,13.468944549560547
2015-09-07,13.35670280456543
2015-09-08,13.328639030456543
2015-09-09,13.468944549560547
2015-09-10,13.300580978393555
2015-09-11,13.693426132202148
2015-09-14,14.16167163848877
2015-09-15,14.304433822631836
2015-09-16,14.361536979675293
2015-09-18,14.304433822631836
2015-09-21,14.304433822631836
2015-09-22,14.190227508544922
2015-09-23,14.16167163848877
2015-09-24,14.133121490478516
2015-09-28,14.104572296142578
2015-09-29,14.104572296142578
2015-09-30,14.304433822631836
2015-10-01,14.390090942382812
2015-10-05,14.447195053100586
2015-10-06,14.732706069946289
2015-10-07,14.904020309448242
2015-10-08,14.989677429199219
2015-10-09,14.989677429199219
2015-10-12,14.989677429199219
2015-10-13,15.13243579864502
2015-10-14,14.904020309448242
2015-10-15,15.103880882263184
2015-10-16,15.018228530883789
2015-10-19,16.13174819946289
2015-10-20,16.36016082763672
2015-10-21,16.16029930114746
2015-10-23,16.18885040283203
2015-10-26,16.58857536315918
2015-10-27,16.53147315979004
2015-10-28,16.56002426147461
2015-10-29,16.417264938354492
2015-10-30,16.303058624267578
2015-11-02,15.560709953308105
2015-11-03,16.04608726501465
2015-11-04,15.931882858276367
2015-11-05,15.846227645874023
2015-11-06,15.446502685546875
2015-11-09,15.674915313720703
2015-11-10,15.532156944274902
2015-11-13,15.389402389526367
2015-11-16,15.98898696899414
2015-11-17,16.731332778930664
2015-11-18,16.38871192932129
2015-11-19,16.38871192932129
2015-11-20,16.303058624267578
2015-11-23,16.331607818603516
2015-11-24,16.274505615234375
2015-11-26,16.245954513549805
2015-11-27,16.18885040283203
2015-11-30,16.245954513549805
2015-12-01,16.074642181396484
2015-12-02,16.04608726501465
2015-12-03,16.017539978027344
2015-12-04,16.53147315979004
2015-12-07,16.303058624267578
2015-12-08,16.18885040283203
2015-12-09,16.53147315979004
2015-12-10,16.56002426147461
2015-12-11,16.53147315979004
2015-12-14,16.56002426147461
2015-12-15,16.617124557495117
2015-12-16,16.53147315979004
2015-12-17,16.617124557495117
2015-12-18,17.07395362854004
2015-12-21,17.502229690551758
2015-12-22,17.70209312438965
2015-12-23,17.55933380126953
2015-12-24,17.330921173095703
2015-12-28,17.388019561767578
2015-12-29,17.0454044342041
2015-12-30,16.988300323486328
2015-12-31,18.15892219543457
2016-01-01,17.987611770629883
2016-01-04,18.01616096496582
2016-01-05,18.21602439880371
2016-01-06,18.958370208740234
2016-01-07,18.4158878326416
2016-01-08,18.472990036010742
2016-01-11,17.844852447509766
2016-01-12,18.21602439880371
2016-01-13,17.388019561767578
2016-01-14,16.988300323486328
2016-01-15,16.13174819946289
2016-01-18,15.98898696899414
2016-01-19,16.502918243408203
2016-01-20,16.445816040039062
2016-01-21,16.245954513549805
2016-01-22,16.38871192932129
2016-01-25,16.417264938354492
2016-01-27,16.56002426147461
2016-01-28,16.502918243408203
2016-01-29,16.445816040039062
2016-02-01,16.87409210205078
2016-02-02,16.702781677246094
2016-02-03,16.445816040039062
2016-02-04,16.04608726501465
2016-02-05,16.04608726501465
2016-02-08,16.04608726501465
2016-02-09,15.931882858276367
2016-02-10,15.98898696899414
2016-02-11,15.817678451538086
2016-02-12,15.646366119384766
2016-02-15,16.13174819946289
2016-02-16,16.00325584411621
2016-02-17,16.762531280517578
2016-02-18,16.704124450683594
2016-02-19,16.704124450683594
2016-02-22,16.645721435546875
2016-02-23,16.6749210357666
2016-02-24,16.55810546875
2016-02-25,16.6749210357666
2016-02-26,16.6749210357666
