Date,BATS.L
2015-11-27,3873.84765625
2015-11-30,3843.540771484375
2015-12-01,3861.923095703125
2015-12-02,3866.394775390625
2015-12-03,3791.868896484375
2015-12-04,3757.0908203125
2015-12-07,3811.24609375
2015-12-08,3775.970458984375
2015-12-09,3714.3623046875
2015-12-10,3670.64111328125
2015-12-11,3576.241455078125
2015-12-14,3567.298828125
2015-12-15,3662.691650390625
2015-12-16,3695.482666015625
2015-12-17,3708.8974609375
2015-12-18,3643.314208984375
2015-12-21,3634.371337890625
2015-12-22,3646.294677734375
2015-12-23,3721.81494140625
2015-12-24,3757.0908203125
2015-12-29,3781.932373046875
2015-12-30,3765.536865234375
2015-12-31,3747.153564453125
2016-01-04,3662.19482421875
2016-01-05,3685.545654296875
2016-01-06,3704.426025390625
2016-01-07,3641.327880859375
2016-01-08,3608.038818359375
2016-01-11,3625.428955078125
2016-01-12,3674.61474609375
2016-01-13,3697.469482421875
2016-01-14,3616.485595703125
2016-01-15,3572.26708984375
2016-01-18,3589.159423828125
2016-01-19,3623.9384765625
2016-01-20,3542.456298828125
2016-01-21,3556.86474609375
2016-01-22,3602.57421875
2016-01-25,3633.87451171875
2016-01-26,3659.71044921875
2016-01-27,3740.197021484375
2016-01-28,3744.66943359375
2016-01-29,3872.357177734375
2016-02-01,3839.56591796875
2016-02-02,3832.11328125
2016-02-03,3780.938232421875
2016-02-04,3729.764404296875
2016-02-05,3702.93505859375
2016-02-08,3707.40625
2016-02-09,3712.8720703125
2016-02-10,3669.14990234375
2016-02-11,3657.722900390625
2016-02-12,3685.048828125
2016-02-15,3751.128662109375
2016-02-16,3819.69287109375
2016-02-17,3865.4013671875
2016-02-18,3825.15673828125
2016-02-19,3805.78076171875
2016-02-22,3839.068603515625
2016-02-23,3818.69921875
2016-02-24,3809.755126953125
2016-02-25,3852.98095703125
2016-02-26,3890.242919921875
2016-02-29,3900.676513671875
2016-03-01,3974.70654296875
2016-03-02,3943.404541015625
2016-03-03,3932.9716796875
2016-03-04,4018.924072265625
2016-03-07,3983.151611328125
2016-03-08,3987.126708984375
2016-03-09,4019.42138671875
2016-03-10,3959.3037109375
2016-03-11,4050.721923828125
2016-03-14,4075.06689453125
2016-03-15,4101.896484375
2016-03-16,4090.966552734375
2016-03-17,4017.46044921875
2016-03-18,3952.85498046875
2016-03-21,3951.86181640625
2016-03-22,3958.818603515625
2016-03-23,4019.448974609375
2016-03-24,3971.24365234375
2016-03-29,3971.24365234375
2016-03-30,4050.260009765625
2016-03-31,4065.169189453125
2016-04-01,4058.708984375
2016-04-04,4073.12109375
2016-04-05,4092.999267578125
2016-04-06,4099.45947265625
2016-04-07,4123.31396484375
2016-04-08,4164.56298828125
2016-04-11,4168.04150390625
2016-04-12,4142.19873046875
2016-04-13,4161.0830078125
2016-04-14,4184.44140625
2016-04-15,4206.3076171875
2016-04-18,4254.51171875
2016-04-19,4255.01025390625
2016-04-20,4238.60888671875
2016-04-21,4149.65283203125
2016-04-22,4107.90869140625
2016-04-25,4137.2294921875
2016-04-26,4119.337890625
2016-04-27,4136.732421875
2016-04-28,4160.5859375
2016-04-29,4144.6826171875
2016-05-03,4130.76904296875
2016-05-04,4116.3544921875
2016-05-05,4165.55712890625
2016-05-06,4173.5078125
2016-05-09,4187.919921875
2016-05-10,4215.7509765625
2016-05-11,4219.22900390625
2016-05-12,4184.93798828125
2016-05-13,4198.8544921875
2016-05-16,4209.28955078125
2016-05-17,4163.5673828125
2016-05-18,4140.2109375
2016-05-19,4061.19384765625
2016-05-20,4121.8232421875
2016-05-23,4091.012451171875
2016-05-24,4145.18017578125
2016-05-25,4156.611328125
2016-05-26,4159.59423828125
2016-05-27,4179.9677734375
2016-05-31,4172.51318359375
2016-06-01,4141.70263671875
2016-06-02,4117.3515625
2016-06-03,4180.46435546875
2016-06-06,4245.56689453125
2016-06-07,4253.51953125
2016-06-08,4250.537109375
2016-06-09,4246.5634765625
2016-06-10,4192.88916015625
2016-06-13,4122.3203125
2016-06-14,4047.278076171875
2016-06-15,4075.10888671875
2016-06-16,4120.33349609375
2016-06-17,4091.5087890625
2016-06-20,4209.28955078125
2016-06-21,4221.7138671875
2016-06-22,4228.67138671875
2016-06-23,4249.54443359375
2016-06-24,4358.3779296875
2016-06-27,4427.953125
2016-06-28,4527.84228515625
2016-06-29,4665.50146484375
2016-06-30,4813.59912109375
2016-07-01,4849.380859375
2016-07-04,4874.724609375
2016-07-05,5004.431640625
2016-07-06,4870.251953125
2016-07-07,4917.46337890625
2016-07-08,4868.26416015625
2016-07-11,4889.6328125
2016-07-12,4810.12158203125
2016-07-13,4785.2724609375
2016-07-14,4751.4775390625
2016-07-15,4805.64599609375
2016-07-18,4747.501953125
2016-07-19,4759.92529296875
2016-07-20,4770.86083984375
2016-07-21,4743.02978515625
2016-07-22,4784.27587890625
2016-07-25,4773.83984375
2016-07-26,4752.9677734375
2016-07-27,4717.68359375
2016-07-28,4753.46533203125
2016-07-29,4795.21044921875
2016-08-01,4769.3671875
2016-08-02,4791.23583984375
2016-08-03,4674.4482421875
2016-08-04,4783.2822265625
2016-08-05,4802.16748046875
2016-08-08,4730.60498046875
2016-08-09,4770.86083984375
2016-08-10,4829.0029296875
2016-08-11,4954.73583984375
2016-08-12,4940.8203125
2016-08-15,4950.76025390625
2016-08-16,4937.8408203125
2016-08-17,4916.96533203125
2016-08-18,4805.1494140625
2016-08-19,4843.421875
2016-08-22,4859.822265625
2016-08-23,4821.552734375
2016-08-24,4771.8505859375
2016-08-25,4787.2587890625
2016-08-26,4781.29296875
2016-08-30,4726.12451171875
2016-08-31,4696.80078125
2016-09-01,4685.37158203125
2016-09-02,4836.96044921875
2016-09-05,4774.8330078125
2016-09-06,4745.50927734375
2016-09-07,4789.74267578125
2016-09-08,4753.958984375
2016-09-09,4667.47802734375
2016-09-12,4669.96337890625
2016-09-13,4680.3994140625
2016-09-14,4646.10595703125
2016-09-15,4704.7529296875
2016-09-16,4684.8740234375
2016-09-19,4734.078125
2016-09-20,4783.77978515625
2016-09-21,4767.37841796875
2016-09-22,4833.978515625
2016-09-23,4909.52490234375
2016-09-26,4855.84619140625
2016-09-27,4868.7685546875
2016-09-28,4913.99658203125
2016-09-29,4916.978515625
2016-09-30,4900.5771484375
2016-10-03,4953.26123046875
2016-10-04,5011.90966796875
2016-10-05,4851.87109375
2016-10-06,4833.978515625
2016-10-07,4844.41552734375
2016-10-10,4829.50341796875
2016-10-11,4854.35595703125
2016-10-12,4810.12353515625
2016-10-13,4852.8642578125
2016-10-14,4857.33740234375
2016-10-17,4788.75
2016-10-18,4769.36474609375
2016-10-19,4748.49072265625
2016-10-20,4774.33544921875
2016-10-21,4638.15234375
2016-10-24,4650.5771484375
2016-10-25,4690.33935546875
2016-10-26,4555.64892578125
2016-10-27,4583.482421875
2016-10-28,4679.40576171875
2016-10-31,4663.50048828125
2016-11-01,4593.423828125
2016-11-02,4561.115234375
2016-11-03,4539.7451171875
2016-11-04,4493.0234375
2016-11-07,4517.875
2016-11-08,4548.6904296875
2016-11-09,4453.26318359375
2016-11-10,4233.08544921875
2016-11-11,4281.29638671875
2016-11-14,4255.451171875
2016-11-15,4274.833984375
2016-11-16,4252.47021484375
2016-11-17,4285.27197265625
2016-11-18,4333.48193359375
2016-11-21,4331.4931640625
2016-11-22,4341.93212890625
2016-11-23,4342.4296875
2016-11-24,4345.9072265625
2016-11-25,4394.61572265625
2016-11-28,4421.951171875
2016-11-29,4427.91552734375
2016-11-30,4367.27978515625
2016-12-01,4283.78271484375
2016-12-02,4321.05712890625
2016-12-05,4317.08203125
2016-12-06,4294.21875
2016-12-07,4326.52392578125
2016-12-08,4346.9033203125
2016-12-09,4393.62255859375
2016-12-12,4339.9443359375
2016-12-13,4425.9267578125
2016-12-14,4441.83203125
2016-12-15,4486.06787109375
2016-12-16,4479.60595703125
2016-12-19,4524.33740234375
2016-12-20,4528.810546875
2016-12-21,4533.28271484375
2016-12-22,4519.36767578125
2016-12-23,4530.79638671875
2016-12-28,4539.7451171875
2016-12-29,4569.068359375
2016-12-30,4593.9189453125
2017-01-03,4584.474609375
2017-01-04,4564.09814453125
2017-01-05,4552.66748046875
2017-01-06,4546.70263671875
2017-01-09,4647.099609375
2017-01-10,4644.11767578125
2017-01-11,4684.8740234375
2017-01-12,4676.92138671875
2017-01-13,4701.2734375
2017-01-16,4734.078125
2017-01-17,4552.66748046875
2017-01-18,4606.3447265625
2017-01-19,4705.748046875
2017-01-20,4731.5927734375
2017-01-23,4738.55126953125
2017-01-24,4771.35302734375
2017-01-25,4864.7919921875
2017-01-26,4900.0810546875
2017-01-27,4891.13525390625
2017-01-30,4867.2783203125
2017-01-31,4870.26025390625
2017-02-01,4836.46240234375
2017-02-02,4880.69775390625
2017-02-03,4933.38037109375
2017-02-06,4955.25
2017-02-07,4951.7705078125
2017-02-08,4995.01123046875
2017-02-09,4991.0361328125
2017-02-10,4978.1123046875
2017-02-13,4962.20751953125
2017-02-14,4900.5771484375
2017-02-15,4934.873046875
2017-02-16,4946.79931640625
2017-02-17,4974.13525390625
2017-02-20,4952.7646484375
2017-02-21,4963.2041015625
2017-02-22,4970.15966796875
2017-02-23,5029.80224609375
2017-02-24,5039.74267578125
2017-02-27,5061.61083984375
2017-02-28,5049.68359375
2017-03-01,5130.20068359375
2017-03-02,5124.23583984375
2017-03-03,5076.52197265625
2017-03-06,5051.6708984375
2017-03-07,5077.51513671875
2017-03-08,5071.5517578125
2017-03-09,5069.56298828125
2017-03-10,5077.51513671875
2017-03-13,5108.33056640625
2017-03-14,5140.1416015625
2017-03-15,5154.0546875
2017-03-16,5119.4384765625
2017-03-17,5162.18896484375
2017-03-20,5158.21337890625
2017-03-21,5158.21337890625
2017-03-22,5150.259765625
2017-03-23,5144.2919921875
2017-03-24,5246.7021484375
2017-03-27,5197.98388671875
2017-03-28,5189.03466796875
2017-03-29,5287.46728515625
2017-03-30,5279.51220703125
2017-03-31,5269.5712890625
2017-04-03,5259.6279296875
2017-04-04,5259.6279296875
2017-04-05,5287.46728515625
2017-04-06,5260.62109375
2017-04-07,5326.2431640625
2017-04-10,5314.310546875
2017-04-11,5361.041015625
2017-04-12,5351.09912109375
2017-04-13,5352.09521484375
2017-04-18,5232.78125
2017-04-19,5155.23095703125
2017-04-20,5188.041015625
2017-04-21,5170.14501953125
2017-04-24,5297.40869140625
2017-04-25,5259.6279296875
2017-04-26,5276.5302734375
2017-04-27,5205.93701171875
2017-04-28,5185.05908203125
2017-05-02,5235.76513671875
2017-05-03,5202.9541015625
2017-05-04,5208.919921875
2017-05-05,5256.64501953125
2017-05-08,5289.45556640625
2017-05-09,5279.51220703125
2017-05-10,5286.47412109375
2017-05-11,5308.34619140625
2017-05-12,5376.94970703125
2017-05-15,5363.03076171875
2017-05-16,5473.39208984375
2017-05-17,5448.537109375
2017-05-18,5355.078125
2017-05-19,5369.99072265625
2017-05-22,5435.60986328125
2017-05-23,5388.880859375
2017-05-24,5400.8134765625
2017-05-25,5463.4501953125
2017-05-26,5558.900390625
2017-05-30,5469.4150390625
2017-05-31,5498.24951171875
2017-06-01,5476.3759765625
2017-06-02,5545.974609375
2017-06-05,5547.9619140625
2017-06-06,5610.60107421875
2017-06-07,5550.94677734375
2017-06-08,5475.38037109375
2017-06-09,5486.3193359375
2017-06-12,5430.638671875
2017-06-13,5382.916015625
2017-06-14,5414.73046875
2017-06-15,5408.7646484375
2017-06-16,5467.427734375
2017-06-19,5535.03662109375
2017-06-20,5531.06005859375
2017-06-21,5521.1181640625
2017-06-22,5453.50634765625
2017-06-23,5450.52392578125
2017-06-26,5462.76904296875
2017-06-27,5414.091796875
2017-06-28,5320.27783203125
2017-06-29,5204.943359375
2017-06-30,5203.94970703125
2017-07-03,5205.93701171875
2017-07-04,5147.2763671875
2017-07-05,5226.8173828125
2017-07-06,5154.236328125
2017-07-07,5189.03466796875
2017-07-10,5180.0869140625
2017-07-11,5150.259765625
2017-07-12,5247.6962890625
2017-07-13,5259.6279296875
2017-07-14,5246.7021484375
2017-07-17,5274.54248046875
2017-07-18,5206.93115234375
2017-07-19,5257.6376953125
2017-07-20,5393.8525390625
2017-07-21,5453.50634765625
2017-07-24,5381.92138671875
2017-07-25,5252.66796875
2017-07-26,5292.4384765625
2017-07-27,5291.44287109375
2017-07-28,4931.52197265625
2017-07-31,4686.43701171875
2017-08-01,4804.25634765625
2017-08-02,4826.13037109375
2017-08-03,4975.2685546875
2017-08-04,5027.966796875
2017-08-07,5025.97607421875
2017-08-08,4961.35009765625
2017-08-09,4947.92626953125
2017-08-10,4874.84912109375
2017-08-11,4827.6220703125
2017-08-14,4817.6796875
2017-08-15,4879.32470703125
2017-08-16,4900.70068359375
2017-08-17,4804.8076171875
2017-08-18,4725.25732421875
2017-08-21,4750.11669921875
2017-08-22,4746.1396484375
2017-08-23,4701.890625
2017-08-24,4812.7626953125
2017-08-25,4807.791015625
2017-08-29,4725.75537109375
2017-08-30,4727.24853515625
2017-08-31,4803.81396484375
2017-09-01,4788.400390625
2017-09-04,4781.439453125
2017-09-05,4749.62060546875
2017-09-06,4784.91943359375
2017-09-07,4875.90478515625
2017-09-08,4889.33056640625
2017-09-11,4869.9384765625
2017-09-12,4771.49658203125
2017-09-13,4785.91455078125
2017-09-14,4666.09423828125
2017-09-15,4714.3193359375
2017-09-18,4677.52880859375
2017-09-19,4622.34033203125
2017-09-20,4580.07861328125
2017-09-21,4539.31103515625
2017-09-22,4585.0517578125
2017-09-25,4559.1982421875
2017-09-26,4623.83203125
2017-09-27,4678.0244140625
2017-09-28,4623.83203125
2017-09-29,4645.70703125
2017-10-02,4690.4560546875
2017-10-03,4677.52880859375
2017-10-04,4709.84521484375
2017-10-05,4678.52197265625
2017-10-06,4754.591796875
2017-10-09,4792.37890625
2017-10-10,4860.9892578125
2017-10-11,4888.83203125
2017-10-12,4854.0302734375
2017-10-13,4830.66064453125
2017-10-16,4821.21533203125
2017-10-17,4837.62109375
2017-10-18,4843.091796875
2017-10-19,4800.83251953125
2017-10-20,4822.20849609375
2017-10-23,4839.6103515625
2017-10-24,4797.8486328125
2017-10-25,4816.2431640625
2017-10-26,4938.05419921875
2017-10-27,4993.73779296875
2017-10-30,4889.33056640625
2017-10-31,4843.59033203125
2017-11-01,4863.47509765625
2017-11-02,4942.0302734375
2017-11-03,4967.38720703125
2017-11-06,4931.091796875
2017-11-07,4904.2451171875
2017-11-08,4928.109375
2017-11-09,4922.64111328125
2017-11-10,4882.3701171875
2017-11-13,4909.2158203125
2017-11-14,4872.42529296875
2017-11-15,4863.47509765625
2017-11-16,4927.1162109375
2017-11-17,4955.45556640625
2017-11-20,4973.85107421875
2017-11-21,5062.35009765625
2017-11-22,5000.69873046875
2017-11-23,5020.58740234375
2017-11-24,4975.83935546875
2017-11-27,4939.54541015625
2017-11-28,4941.03759765625
2017-11-29,4774.97607421875
2017-11-30,4662.61279296875
2017-12-01,4757.5732421875
2017-12-04,4768.513671875
2017-12-05,4822.70751953125
2017-12-06,4999.70458984375
2017-12-07,4930.5947265625
2017-12-08,4911.205078125
2017-12-11,4973.85107421875
2017-12-12,5015.6142578125
2017-12-13,5016.75830078125
2017-12-14,4896.787109375
2017-12-15,4939.0478515625
2017-12-18,4932.087890625
2017-12-19,4966.89013671875
2017-12-20,4892.31298828125
2017-12-21,4984.78759765625
2017-12-22,4942.0302734375
2017-12-27,4976.833984375
2017-12-28,4928.04296875
2017-12-29,4990.1953125
2018-01-02,4912.62841796875
2018-01-03,4909.1474609375
2018-01-04,4887.2705078125
2018-01-05,4942.46142578125
2018-01-08,4897.71044921875
2018-01-09,4932.02001953125
2018-01-10,4937.48974609375
2018-01-11,5022.01806640625
2018-01-12,4940.47265625
2018-01-15,4987.21337890625
2018-01-16,5005.11279296875
2018-01-17,4975.27978515625
2018-01-18,4922.57275390625
2018-01-19,5033.95068359375
2018-01-22,5014.06298828125
2018-01-23,5071.74072265625
2018-01-24,4948.4287109375
2018-01-25,4843.01611328125
2018-01-26,4911.63330078125
2018-01-29,4847.98828125
2018-01-30,4804.72900390625
2018-01-31,4792.2978515625
2018-02-01,4797.27001953125
2018-02-02,4733.6259765625
2018-02-05,4606.8310546875
2018-02-06,4494.45849609375
2018-02-07,4619.26318359375
2018-02-08,4472.58056640625
2018-02-09,4388.0517578125
2018-02-12,4440.2587890625
2018-02-13,4357.22412109375
2018-02-14,4415.3994140625
2018-02-15,4398.990234375
2018-02-16,4426.83447265625
2018-02-19,4415.3994140625
2018-02-20,4468.10498046875
2018-02-21,4425.34326171875
2018-02-22,4330.3720703125
2018-02-23,4435.287109375
2018-02-26,4439.76318359375
2018-02-27,4373.13427734375
2018-02-28,4271.69921875
2018-03-01,4247.83154296875
2018-03-02,4196.61669921875
2018-03-05,4197.61181640625
2018-03-06,4171.75732421875
2018-03-07,4176.7294921875
2018-03-08,4237.88818359375
2018-03-09,4249.8193359375
2018-03-12,4231.42333984375
2018-03-13,4142.9169921875
2018-03-14,4210.5400390625
2018-03-15,4196.61669921875
2018-03-16,4160.31982421875
2018-03-19,4007.669677734375
2018-03-20,3965.90283203125
2018-03-21,3853.031982421875
2018-03-22,3863.9609375
2018-03-23,3900.262939453125
2018-03-26,3878.87841796875
2018-03-27,3924.629638671875
2018-03-28,4061.88232421875
2018-03-29,4108.62841796875
2018-04-03,4127.525390625
2018-04-04,4189.6875
2018-04-05,4262.7880859375
2018-04-06,4287.6533203125
2018-04-09,4285.166015625
2018-04-10,4237.42626953125
2018-04-11,4197.14599609375
2018-04-12,4151.3955078125
2018-04-13,4096.693359375
2018-04-16,4021.104736328125
2018-04-17,3944.0244140625
2018-04-18,3838.598876953125
2018-04-19,3630.23291015625
2018-04-20,3679.96240234375
2018-04-23,3734.167236328125
2018-04-24,3723.723876953125
2018-04-25,3829.14990234375
2018-04-26,3944.0244140625
2018-04-27,4008.672607421875
2018-04-30,3977.34228515625
2018-05-01,3878.87841796875
2018-05-02,3898.27294921875
2018-05-03,3876.890380859375
2018-05-04,3866.944091796875
2018-05-08,3788.371826171875
2018-05-09,3887.83056640625
2018-05-10,3893.7978515625
2018-05-11,3839.094970703125
2018-05-14,3790.361083984375
2018-05-15,3805.77685546875
2018-05-16,3819.203857421875
2018-05-17,3794.3388671875
2018-05-18,3779.420654296875
2018-05-21,3744.11376953125
2018-05-22,3742.123779296875
2018-05-23,3743.615966796875
2018-05-24,3779.420654296875
2018-05-25,3848.046630859375
2018-05-29,3768.48095703125
2018-05-30,3788.371826171875
2018-05-31,3848.046630859375
2018-06-01,3804.782958984375
2018-06-04,3789.8642578125
2018-06-05,3719.74560546875
2018-06-06,3682.946044921875
2018-06-07,3625.26025390625
2018-06-08,3636.2001953125
2018-06-11,3726.210693359375
2018-06-12,3660.0703125
2018-06-13,3695.8759765625
2018-06-14,3714.275634765625
2018-06-15,3673.994384765625
2018-06-18,3615.314453125
2018-06-19,3671.011474609375
2018-06-20,3758.533935546875
2018-06-21,3818.20947265625
2018-06-22,3889.81982421875
2018-06-25,3782.404052734375
2018-06-26,3735.6591796875
2018-06-27,3761.51806640625
2018-06-28,3856.501220703125
2018-06-29,3809.749755859375
2018-07-02,3799.802001953125
2018-07-03,3889.326416015625
2018-07-04,3910.71337890625
2018-07-05,3879.379150390625
2018-07-06,3882.861572265625
2018-07-09,3938.565185546875
2018-07-10,3910.71337890625
2018-07-11,3859.485107421875
2018-07-12,3906.237548828125
2018-07-13,3904.744873046875
2018-07-16,3854.82958984375
2018-07-17,3800.30029296875
2018-07-18,3817.707763671875
2018-07-19,3841.5810546875
2018-07-20,3939.063232421875
2018-07-23,3900.766357421875
2018-07-24,3928.6181640625
2018-07-25,3951.993408203125
2018-07-26,4154.91552734375
2018-07-27,4093.242431640625
2018-07-30,4130.544921875
2018-07-31,4178.78759765625
2018-08-01,4159.3916015625
2018-08-02,4128.05810546875
2018-08-03,4167.34912109375
2018-08-06,4150.4384765625
2018-08-07,4148.44921875
2018-08-08,4189.72998046875
2018-08-09,4171.82568359375
2018-08-10,4132.533203125
2018-08-13,4127.0634765625
2018-08-14,4149.94189453125
2018-08-15,4066.3857421875
2018-08-16,4136.015625
2018-08-17,4180.7783203125
2018-08-20,4200.1728515625
2018-08-21,4100.7041015625
2018-08-22,4064.893798828125
2018-08-23,4026.100341796875
2018-08-24,3888.332275390625
2018-08-28,3871.422119140625
2018-08-29,3816.712646484375
2018-08-30,3758.522216796875
2018-08-31,3701.82373046875
2018-09-03,3709.2841796875
2018-09-04,3723.209716796875
2018-09-05,3692.87060546875
2018-09-06,3663.0302734375
2018-09-07,3665.51611328125
2018-09-10,3634.183349609375
2018-09-11,3535.706298828125
2018-09-12,3743.103759765625
2018-09-13,3671.981689453125
2018-09-14,3640.1513671875
2018-09-17,3649.60107421875
2018-09-18,3580.966552734375
2018-09-19,3541.177734375
2018-09-20,3502.38330078125
2018-09-21,3597.876708984375
2018-09-24,3525.261962890625
2018-09-25,3521.28271484375
2018-09-26,3533.219970703125
2018-09-27,3595.3896484375
2018-09-28,3565.5478515625
2018-10-01,3484.47900390625
2018-10-02,3538.192626953125
2018-10-03,3551.124755859375
2018-10-04,3432.228271484375
2018-10-05,3406.859130859375
2018-10-08,3404.372314453125
2018-10-09,3399.895263671875
2018-10-10,3432.228271484375
2018-10-11,3387.4599609375
2018-10-12,3255.144775390625
2018-10-15,3313.84130859375
2018-10-16,3160.137451171875
2018-10-17,3267.0830078125
2018-10-18,3258.129150390625
2018-10-19,3282.50390625
2018-10-22,3344.681884765625
2018-10-23,3486.44677734375
2018-10-24,3509.329345703125
2018-10-25,3589.414306640625
2018-10-26,3600.357666015625
2018-10-29,3530.717529296875
2018-10-30,3430.23828125
2018-10-31,3376.0185546875
2018-11-01,3399.895263671875
2018-11-02,3325.28173828125
2018-11-05,3389.450439453125
2018-11-06,3325.779296875
2018-11-07,3408.3515625
2018-11-08,3354.13232421875
2018-11-09,3297.426025390625
2018-11-12,2947.23974609375
2018-11-13,2821.888427734375
2018-11-14,2803.483642578125
2018-11-15,2760.705078125
2018-11-16,2693.055908203125
2018-11-19,2707.97802734375
2018-11-20,2712.453857421875
2018-11-21,2708.97265625
2018-11-22,2656.246337890625
2018-11-23,2717.42919921875
2018-11-26,2703.003662109375
2018-11-27,2710.46484375
2018-11-28,2722.9013671875
2018-11-29,2766.674072265625
2018-11-30,2735.83349609375
2018-12-03,2768.663818359375
2018-12-04,2732.849365234375
2018-12-05,2712.952880859375
2018-12-06,2666.692138671875
2018-12-07,2649.780029296875
2018-12-10,2706.983642578125
2018-12-11,2710.962646484375
2018-12-12,2725.388427734375
2018-12-13,2687.584228515625
2018-12-14,2646.296875
2018-12-17,2614.4619140625
2018-12-18,2560.7412109375
2018-12-19,2537.361083984375
2018-12-20,2539.84814453125
2018-12-21,2519.95166015625
2018-12-24,2506.024658203125
2018-12-27,2450.289306640625
2018-12-28,2556.26220703125
2018-12-31,2487.60302734375
2019-01-02,2466.707275390625
2019-01-03,2472.678466796875
2019-01-04,2570.191650390625
2019-01-07,2462.22998046875
2019-01-08,2494.07177734375
2019-01-09,2484.617919921875
2019-01-10,2492.579345703125
2019-01-11,2534.370361328125
2019-01-14,2487.60302734375
2019-01-15,2491.584228515625
2019-01-16,2459.7431640625
2019-01-17,2500.041748046875
2019-01-18,2528.8974609375
2019-01-21,2552.281494140625
2019-01-22,2516.95751953125
2019-01-23,2469.693115234375
2019-01-24,2412.97607421875
2019-01-25,2380.139892578125
2019-01-28,2363.223388671875
2019-01-29,2497.554443359375
2019-01-30,2618.94921875
2019-01-31,2673.675537109375
2019-02-01,2696.562255859375
2019-02-04,2667.208740234375
2019-02-05,2766.71240234375
2019-02-06,2719.945556640625
2019-02-07,2723.428955078125
2019-02-08,2675.6669921875
2019-02-11,2737.359130859375
2019-02-12,2734.3740234375
2019-02-13,2799.052001953125
2019-02-14,2809.499755859375
2019-02-15,2844.823486328125
2019-02-18,2804.02685546875
2019-02-19,2795.0712890625
2019-02-20,2836.365478515625
2019-02-21,2826.414794921875
2019-02-22,2857.26171875
2019-02-25,2879.15234375
2019-02-26,2820.444580078125
2019-02-27,2781.140869140625
2019-02-28,2744.822021484375
2019-03-01,2848.803955078125
2019-03-04,2857.26171875
2019-03-05,2886.117431640625
2019-03-06,3034.87646484375
2019-03-07,3061.7431640625
2019-03-08,3063.234619140625
2019-03-11,3044.82666015625
2019-03-12,3070.698486328125
2019-03-13,2965.22314453125
2019-03-14,2983.632080078125
2019-03-15,3064.22998046875
2019-03-18,3144.330810546875
2019-03-19,3181.645263671875
2019-03-20,3168.70947265625
2019-03-21,3164.735595703125
2019-03-22,3071.684814453125
2019-03-25,3058.747314453125
2019-03-26,3068.69921875
2019-03-27,3075.168701171875
2019-03-28,3136.87060546875
2019-03-29,3178.668701171875
2019-04-01,3119.953125
2019-04-02,3163.2431640625
2019-04-03,3104.029296875
2019-04-04,3111.990234375
2019-04-05,3105.02392578125
2019-04-08,3096.564453125
2019-04-09,3095.072021484375
2019-04-10,3084.125732421875
2019-04-11,3070.68994140625
2019-04-12,3074.17333984375
2019-04-15,3108.5078125
2019-04-16,3111.990234375
2019-04-17,3085.120849609375
2019-04-18,3042.326416015625
2019-04-23,3073.675537109375
2019-04-24,3029.388671875
2019-04-25,2967.687255859375
2019-04-26,2977.638671875
2019-04-29,2996.547119140625
2019-04-30,2975.648193359375
2019-05-01,2913.44873046875
2019-05-02,2866.17578125
2019-05-03,2883.59228515625
2019-05-07,2859.70751953125
2019-05-08,2831.3447265625
2019-05-09,2871.650146484375
2019-05-10,2825.372314453125
2019-05-13,2851.24853515625
2019-05-14,2860.204833984375
2019-05-15,2891.0556640625
2019-05-16,2912.950927734375
2019-05-17,2943.304931640625
