Date,FRE.DE
2015-08-24,48.29623031616211
2015-08-25,50.200111389160156
2015-08-26,50.19168472290039
2015-08-27,53.29180908203125
2015-08-28,52.727386474609375
2015-08-31,53.114906311035156
2015-09-01,52.028167724609375
2015-09-02,52.045021057128906
2015-09-03,53.56980895996094
2015-09-04,52.74422836303711
2015-09-07,53.09805679321289
2015-09-08,53.68775177001953
2015-09-09,53.38447952270508
2015-09-10,53.54454040527344
2015-09-11,53.241268157958984
2015-09-14,53.510841369628906
2015-09-15,53.69617462158203
2015-09-16,53.54454040527344
2015-09-17,53.52769470214844
2015-09-18,54.13423538208008
2015-09-21,54.83345031738281
2015-09-22,53.679325103759766
2015-09-23,53.906776428222656
2015-09-24,51.809146881103516
2015-09-25,53.5782356262207
2015-09-28,53.039085388183594
2015-09-29,50.12429428100586
2015-09-30,50.545509338378906
2015-10-01,49.416656494140625
2015-10-02,49.08810806274414
2015-10-05,50.39386749267578
2015-10-06,50.04004669189453
2015-10-07,48.76799011230469
2015-10-08,48.97859191894531
2015-10-09,48.5826530456543
2015-10-12,48.54895782470703
2015-10-13,48.21199035644531
2015-10-14,47.8160514831543
2015-10-15,49.69465637207031
2015-10-16,49.93053436279297
2015-10-19,50.80665588378906
2015-10-20,50.78981018066406
2015-10-21,50.587623596191406
2015-10-22,51.379512786865234
2015-10-23,53.31708908081055
2015-10-26,54.04157257080078
2015-10-27,53.91520309448242
2015-10-28,54.749202728271484
2015-10-29,55.27151107788086
2015-10-30,56.231876373291016
2015-11-02,56.973201751708984
2015-11-03,56.45933151245117
2015-11-04,55.119876861572266
2015-11-05,56.063385009765625
2015-11-06,57.23436737060547
2015-11-09,56.215030670166016
2015-11-10,56.82999801635742
2015-11-11,57.64714813232422
2015-11-12,56.7120475769043
2015-11-13,56.79629135131836
2015-11-16,56.366668701171875
2015-11-17,57.68926239013672
2015-11-18,57.141693115234375
2015-11-19,57.158538818359375
2015-11-20,57.739810943603516
2015-11-23,57.77351379394531
2015-11-24,56.619384765625
2015-11-25,58.253692626953125
2015-11-26,58.7591552734375
2015-11-27,58.62437057495117
2015-11-30,58.54011535644531
2015-12-01,57.93357467651367
2015-12-02,57.76508712768555
2015-12-03,55.34732437133789
2015-12-04,54.496482849121094
2015-12-07,55.60005569458008
2015-12-08,54.88399887084961
2015-12-09,54.08369064331055
2015-12-10,54.184776306152344
2015-12-11,53.29180908203125
2015-12-14,52.18824005126953
2015-12-15,53.21599578857422
2015-12-16,53.628780364990234
2015-12-17,55.28835678100586
2015-12-18,54.63969039916992
2015-12-21,53.43502426147461
2015-12-22,53.04751205444336
2015-12-23,54.580718994140625
2015-12-25,54.580718994140625
2015-12-28,54.749202728271484
2015-12-29,56.00441360473633
2015-12-30,55.57478713989258
2016-01-04,52.71053695678711
2016-01-05,53.25811767578125
2016-01-06,53.04751205444336
2016-01-07,51.53114318847656
2016-01-08,51.27841567993164
2016-01-11,50.0568962097168
2016-01-12,51.45532989501953
2016-01-13,51.438472747802734
2016-01-14,50.587623596191406
