Date,FACT.NS
2015-08-21,20.789621353149414
2015-08-24,18.994834899902344
2015-08-25,17.54903221130371
2015-08-26,17.997730255126953
2015-08-27,18.446426391601562
2015-08-28,18.994834899902344
2015-08-31,18.795413970947266
2015-09-01,17.648744583129883
2015-09-02,17.598886489868164
2015-09-03,17.997730255126953
2015-09-04,17.798309326171875
2015-09-07,17.648744583129883
2015-09-08,17.598886489868164
2015-09-09,18.04758644104004
2015-09-10,17.848163604736328
2015-09-11,18.097440719604492
2015-09-14,18.097440719604492
2015-09-15,17.898019790649414
2015-09-16,17.798309326171875
2015-09-18,17.947874069213867
2015-09-21,18.147296905517578
2015-09-22,17.898019790649414
2015-09-23,17.848163604736328
2015-09-24,17.74845314025879
2015-09-28,18.994834899902344
2015-09-29,19.593095779418945
2015-09-30,19.543241500854492
2015-10-01,19.443531036376953
2015-10-05,19.493385314941406
2015-10-06,19.642953872680664
2015-10-07,20.39078140258789
2015-10-08,19.74266242980957
2015-10-09,19.942081451416016
2015-10-12,19.84237289428711
2015-10-13,20.39078140258789
2015-10-14,21.587303161621094
2015-10-15,21.338029861450195
2015-10-16,20.939186096191406
2015-10-19,20.340925216674805
2015-10-20,20.440635681152344
2015-10-21,20.540346145629883
2015-10-23,20.19135856628418
2015-10-26,19.9919376373291
2015-10-27,20.141504287719727
2015-10-28,19.84237289428711
2015-10-29,19.74266242980957
2015-10-30,19.543241500854492
2015-11-02,19.244108200073242
2015-11-03,19.443531036376953
2015-11-04,19.343820571899414
2015-11-05,19.29396629333496
2015-11-06,19.09454345703125
2015-11-09,19.19425392150879
2015-11-10,18.944978713989258
2015-11-13,19.29396629333496
2015-11-16,19.3936767578125
2015-11-17,19.3936767578125
2015-11-18,19.593095779418945
2015-11-19,19.74266242980957
2015-11-20,19.942081451416016
2015-11-23,20.540346145629883
2015-11-24,20.640056610107422
2015-11-26,21.38788604736328
2015-11-27,21.288175582885742
2015-11-30,21.18846321105957
2015-12-01,25.42615509033203
2015-12-02,23.431947708129883
2015-12-03,23.481801986694336
2015-12-04,23.132816314697266
2015-12-07,22.634265899658203
2015-12-08,22.085857391357422
2015-12-09,21.18846321105957
2015-12-10,24.229629516601562
2015-12-11,25.226734161376953
2015-12-14,26.37340545654297
2015-12-15,26.323549270629883
2015-12-16,26.124128341674805
2015-12-17,26.27369499206543
2015-12-18,25.575721740722656
2015-12-21,25.326444625854492
2015-12-22,24.578617095947266
2015-12-23,24.030210494995117
2015-12-24,23.98035430908203
2015-12-28,24.17977523803711
2015-12-29,23.930500030517578
2015-12-30,24.329341888427734
