Date,TW.L
2017-06-27,177.5579833984375
2017-06-28,178.56985473632812
2017-06-29,175.98043823242188
2017-06-30,175.4824981689453
2017-07-03,174.18775939941406
2017-07-04,175.0841064453125
2017-07-05,177.97230529785156
2017-07-06,179.76498413085938
2017-07-07,177.67352294921875
2017-07-10,179.26699829101562
2017-07-11,177.97230529785156
2017-07-12,176.5780029296875
2017-07-13,182.45396423339844
2017-07-14,179.76498413085938
2017-07-17,180.362548828125
2017-07-18,181.2588653564453
2017-07-19,185.2425994873047
2017-07-20,185.14295959472656
2017-07-21,184.14706420898438
2017-07-24,183.7487030029297
2017-07-25,182.15518188476562
2017-07-26,185.14295959472656
2017-07-27,185.2425994873047
2017-07-28,186.13890075683594
2017-07-31,189.62464904785156
2017-08-01,193.21005249023438
2017-08-02,191.81573486328125
2017-08-03,194.40512084960938
2017-08-04,187.1348114013672
2017-08-07,190.72018432617188
2017-08-08,194.40512084960938
2017-08-09,194.10630798339844
2017-08-10,188.32997131347656
2017-08-11,188.52914428710938
2017-08-14,190.62057495117188
2017-08-15,190.52099609375
2017-08-16,191.61651611328125
2017-08-17,192.51283264160156
2017-08-18,192.014892578125
2017-08-21,194.20594787597656
2017-08-22,195.40106201171875
2017-08-23,193.5087890625
2017-08-24,196.1977996826172
2017-08-25,195.9986114501953
2017-08-29,194.6042938232422
2017-08-30,196.99453735351562
2017-08-31,199.6835479736328
2017-09-01,200.87864685058594
2017-09-04,197.49249267578125
2017-09-05,197.99044799804688
2017-09-06,194.6042938232422
2017-09-07,197.19369506835938
2017-09-08,194.20594787597656
2017-09-11,195.002685546875
2017-09-12,192.31365966796875
2017-09-13,192.8116455078125
2017-09-14,185.74053955078125
2017-09-15,186.03933715820312
2017-09-18,186.03933715820312
2017-09-19,188.62872314453125
2017-09-20,187.7323760986328
2017-09-21,183.07388305664062
2017-09-22,185.0659637451172
2017-09-25,185.5640106201172
2017-09-26,185.46441650390625
2017-09-27,189.3489990234375
2017-09-28,191.14183044433594
2017-09-29,194.72764587402344
2017-10-02,198.7118377685547
2017-10-03,199.20989990234375
2017-10-04,197.81539916992188
2017-10-05,198.5126495361328
2017-10-06,198.6122589111328
2017-10-09,196.91897583007812
2017-10-10,198.9110565185547
2017-10-11,199.3094940185547
2017-10-12,199.7078857421875
2017-10-13,201.60040283203125
2017-10-16,202.0984344482422
2017-10-17,201.5007781982422
2017-10-18,203.5924835205078
2017-10-19,202.596435546875
2017-10-20,203.8913116455078
2017-10-23,204.2897186279297
2017-10-24,205.0865936279297
2017-10-25,204.2897186279297
2017-10-26,206.5806121826172
2017-10-27,201.1023712158203
2017-10-30,200.00672912597656
2017-10-31,198.7118377685547
2017-11-01,200.80357360839844
2017-11-02,200.90313720703125
2017-11-03,199.3094940185547
2017-11-06,201.9988250732422
2017-11-07,200.30552673339844
2017-11-08,196.62014770507812
2017-11-09,190.94264221191406
2017-11-10,192.13792419433594
2017-11-13,192.03834533691406
2017-11-14,194.62806701660156
2017-11-15,191.2415008544922
2017-11-16,194.0304412841797
2017-11-17,195.8233184814453
2017-11-20,196.52053833007812
2017-11-21,196.12210083007812
2017-11-22,192.53634643554688
2017-11-23,196.12210083007812
2017-11-24,191.44068908691406
2017-11-27,192.03834533691406
2017-11-28,192.4367218017578
2017-11-29,195.42489624023438
2017-11-30,194.72764587402344
2017-12-01,193.63201904296875
2017-12-04,195.52450561523438
2017-12-05,196.62014770507812
2017-12-06,196.81936645507812
2017-12-07,196.3213348388672
2017-12-08,202.0984344482422
2017-12-11,202.99485778808594
2017-12-12,200.60433959960938
2017-12-13,198.54551696777344
2017-12-14,200.60433959960938
2017-12-15,201.1023712158203
2017-12-18,204.5885467529297
2017-12-19,205.88339233398438
2017-12-20,205.18618774414062
2017-12-21,204.5885467529297
2017-12-22,204.68817138671875
2017-12-27,206.28182983398438
2017-12-28,206.1822052001953
2017-12-29,205.58457946777344
2018-01-02,207.2779083251953
2018-01-03,208.27394104003906
2018-01-04,207.47708129882812
2018-01-05,210.36563110351562
2018-01-08,207.77590942382812
2018-01-09,208.07472229003906
2018-01-10,199.4091033935547
2018-01-11,195.72369384765625
2018-01-12,197.06838989257812
2018-01-15,196.91897583007812
2018-01-16,197.41700744628906
2018-01-17,195.8731231689453
2018-01-18,195.8731231689453
2018-01-19,197.16796875
2018-01-22,194.1798095703125
2018-01-23,197.1181640625
2018-01-24,197.1181640625
2018-01-25,196.12210083007812
2018-01-26,198.5126495361328
2018-01-29,197.76560974121094
2018-01-30,194.32923889160156
2018-01-31,189.8470458984375
2018-02-01,191.68972778320312
2018-02-02,188.4525604248047
2018-02-05,186.51026916503906
2018-02-06,184.02011108398438
2018-02-07,189.1497802734375
2018-02-08,181.23117065429688
2018-02-09,183.6715087890625
2018-02-12,183.5220947265625
2018-02-13,184.31895446777344
2018-02-14,184.9663848876953
2018-02-15,186.01223754882812
2018-02-16,187.05809020996094
2018-02-19,187.20748901367188
2018-02-20,190.29525756835938
2018-02-21,190.59405517578125
2018-02-22,189.2991943359375
2018-02-23,189.64781188964844
2018-02-26,191.44068908691406
2018-02-27,192.98458862304688
2018-02-28,185.2652130126953
2018-03-01,184.11972045898438
2018-03-02,185.31500244140625
2018-03-05,186.75924682617188
2018-03-06,187.10787963867188
2018-03-07,186.16162109375
2018-03-08,186.85890197753906
2018-03-09,187.3568878173828
2018-03-12,186.36083984375
2018-03-13,184.61776733398438
2018-03-14,184.26914978027344
2018-03-15,185.96238708496094
2018-03-16,183.4224853515625
2018-03-19,184.31895446777344
2018-03-20,187.1576690673828
2018-03-21,186.46044921875
2018-03-22,182.87469482421875
2018-03-23,183.82090759277344
2018-03-26,183.07388305664062
2018-03-27,183.9205322265625
2018-03-28,184.7173614501953
2018-03-29,183.87071228027344
2018-04-03,184.06993103027344
2018-04-04,184.7671661376953
2018-04-05,186.78384399414062
2018-04-06,188.07888793945312
2018-04-09,187.1324920654297
2018-04-10,189.67274475097656
2018-04-11,189.47349548339844
2018-04-12,189.52333068847656
2018-04-13,189.92178344726562
2018-04-16,189.7723846435547
2018-04-17,191.8643798828125
2018-04-18,192.3126220703125
2018-04-19,192.7609100341797
2018-04-20,193.25901794433594
2018-04-23,194.0559539794922
2018-04-24,192.6114959716797
2018-04-25,192.11338806152344
2018-04-26,189.3240966796875
2018-04-27,193.25901794433594
2018-04-30,191.01760864257812
2018-05-01,192.06356811523438
2018-05-02,189.9716033935547
2018-05-03,192.1632080078125
2018-05-04,192.2628173828125
2018-05-08,191.71490478515625
2018-05-09,193.10960388183594
2018-05-10,191.9639892578125
2018-05-11,194.55406188964844
2018-05-14,194.3548126220703
2018-05-15,201.52732849121094
2018-05-16,199.43531799316406
2018-05-17,201.52732849121094
2018-05-18,202.7227325439453
2018-05-21,204.11737060546875
2018-05-22,204.2169952392578
2018-05-23,201.6269073486328
2018-05-24,199.83377075195312
2018-05-25,202.025390625
2018-05-29,200.43148803710938
2018-05-30,200.43148803710938
2018-05-31,189.42369079589844
2018-06-01,188.97543334960938
2018-06-04,188.22828674316406
2018-06-05,186.28575134277344
2018-06-06,188.17849731445312
2018-06-07,189.42369079589844
2018-06-08,190.3202362060547
2018-06-11,188.7263641357422
2018-06-12,184.79147338867188
2018-06-13,185.4390106201172
2018-06-14,187.38153076171875
2018-06-15,185.6382598876953
2018-06-18,185.98687744140625
2018-06-19,183.04818725585938
2018-06-20,182.94851684570312
2018-06-21,177.56915283203125
2018-06-22,180.40829467773438
2018-06-25,177.56915283203125
2018-06-26,178.66494750976562
2018-06-27,178.26646423339844
2018-06-28,176.87184143066406
2018-06-29,178.21670532226562
2018-07-02,174.48098754882812
2018-07-03,174.23196411132812
2018-07-04,173.2855682373047
2018-07-05,170.844970703125
2018-07-06,172.23956298828125
2018-07-09,172.2893829345703
2018-07-10,173.1859893798828
2018-07-11,173.2855682373047
2018-07-12,174.58062744140625
2018-07-13,175.32774353027344
2018-07-16,174.18214416503906
2018-07-17,174.9292755126953
2018-07-18,175.9752960205078
2018-07-19,177.02127075195312
2018-07-20,176.5231475830078
2018-07-23,169.5499267578125
2018-07-24,171.5920867919922
2018-07-25,174.68023681640625
2018-07-26,173.98291015625
2018-07-27,175.22813415527344
2018-07-30,171.39283752441406
2018-07-31,174.28176879882812
2018-08-01,172.18978881835938
2018-08-02,169.10162353515625
2018-08-03,170.1476287841797
2018-08-06,171.14381408691406
2018-08-07,172.73770141601562
2018-08-08,174.18214416503906
2018-08-09,172.73770141601562
2018-08-10,171.6916961669922
2018-08-13,170.94456481933594
2018-08-14,169.64950561523438
2018-08-15,167.85641479492188
2018-08-16,169.59974670410156
2018-08-17,170.2472381591797
2018-08-20,169.0019989013672
2018-08-21,169.15142822265625
2018-08-22,169.8487548828125
2018-08-23,170.74534606933594
2018-08-24,168.1552734375
2018-08-28,169.9981689453125
2018-08-29,168.00584411621094
2018-08-30,169.2012176513672
2018-08-31,166.7108154296875
2018-09-03,168.35447692871094
2018-09-04,163.67245483398438
2018-09-05,165.76441955566406
2018-09-06,167.35830688476562
2018-09-07,165.16673278808594
2018-09-10,167.30850219726562
2018-09-11,167.15907287597656
2018-09-12,168.95220947265625
2018-09-13,169.2510528564453
2018-09-14,169.4503173828125
2018-09-17,169.7491455078125
2018-09-18,169.2012176513672
2018-09-19,172.2893829345703
2018-09-20,172.13999938964844
2018-09-21,169.2510528564453
2018-09-24,168.404296875
2018-09-25,171.29322814941406
2018-09-26,171.6418914794922
2018-09-27,173.58441162109375
2018-09-28,171.14381408691406
2018-10-01,167.7567901611328
2018-10-02,165.0172882080078
2018-10-03,167.4579315185547
2018-10-04,164.39364624023438
2018-10-05,164.5928955078125
2018-10-08,164.14456176757812
2018-10-09,164.2441864013672
2018-10-10,164.44346618652344
2018-10-11,157.2698974609375
2018-10-12,160.55776977539062
2018-10-15,158.01715087890625
2018-10-16,159.56146240234375
2018-10-17,156.07432556152344
2018-10-18,156.82156372070312
2018-10-19,150.8436279296875
2018-10-22,150.6941680908203
2018-10-23,152.43771362304688
2018-10-24,152.636962890625
2018-10-25,152.78643798828125
2018-10-26,151.2919464111328
2018-10-29,154.8289031982422
2018-10-30,160.2090606689453
2018-10-31,160.906494140625
2018-11-01,165.6390380859375
2018-11-02,167.38259887695312
2018-11-05,164.54307556152344
2018-11-06,163.74606323242188
2018-11-07,164.94163513183594
2018-11-08,165.78848266601562
2018-11-09,167.38259887695312
2018-11-12,162.5006103515625
2018-11-13,163.49691772460938
2018-11-14,161.5043182373047
2018-11-15,149.39894104003906
2018-11-16,147.80482482910156
2018-11-19,147.5557403564453
2018-11-20,145.11471557617188
2018-11-21,147.45608520507812
2018-11-22,149.44876098632812
2018-11-23,152.03919982910156
2018-11-26,150.59449768066406
2018-11-27,147.05758666992188
2018-11-28,140.88037109375
2018-11-29,138.0408477783203
2018-11-30,133.50755310058594
2018-12-03,133.15884399414062
2018-12-04,130.96693420410156
2018-12-05,136.49652099609375
2018-12-06,132.51119995117188
2018-12-07,133.50755310058594
2018-12-10,128.82484436035156
2018-12-11,131.11636352539062
2018-12-12,135.8987274169922
2018-12-13,134.70310974121094
2018-12-14,131.8137969970703
2018-12-17,130.51856994628906
2018-12-18,132.6108856201172
2018-12-19,134.70310974121094
2018-12-20,134.25479125976562
2018-12-21,134.25479125976562
2018-12-24,134.35446166992188
2018-12-27,132.56105041503906
2018-12-28,136.39691162109375
2018-12-31,135.749267578125
2019-01-02,136.34707641601562
2019-01-03,137.19395446777344
2019-01-04,139.88401794433594
2019-01-07,139.18661499023438
2019-01-08,139.88401794433594
2019-01-09,148.5520782470703
2019-01-10,148.35279846191406
2019-01-11,155.47653198242188
2019-01-14,156.42303466796875
2019-01-15,154.67945861816406
2019-01-16,163.3972930908203
2019-01-17,161.40464782714844
2019-01-18,166.58554077148438
2019-01-21,165.14088439941406
2019-01-22,164.79214477539062
2019-01-23,165.4397735595703
2019-01-24,165.78848266601562
2019-01-25,165.19068908691406
2019-01-28,163.04856872558594
2019-01-29,165.48959350585938
2019-01-30,167.08367919921875
2019-01-31,164.54307556152344
2019-02-01,167.13352966308594
2019-02-04,167.7811279296875
2019-02-05,167.8309326171875
2019-02-06,167.73133850097656
2019-02-07,163.64637756347656
2019-02-08,163.8456573486328
2019-02-11,167.08367919921875
2019-02-12,163.69622802734375
2019-02-13,165.83828735351562
2019-02-14,163.54673767089844
2019-02-15,163.54673767089844
2019-02-18,163.99510192871094
2019-02-19,165.48959350585938
2019-02-20,166.4859161376953
2019-02-21,166.63534545898438
2019-02-22,166.93426513671875
2019-02-25,164.7423553466797
2019-02-26,170.32176208496094
2019-02-27,176.3495330810547
2019-02-28,180.73333740234375
2019-03-01,179.13925170898438
2019-03-04,180.6835479736328
2019-03-05,183.8219757080078
2019-03-06,182.87547302246094
2019-03-07,179.23890686035156
2019-03-08,178.4916229248047
2019-03-11,177.3458709716797
2019-03-12,181.28134155273438
2019-03-13,181.18167114257812
2019-03-14,181.4805908203125
2019-03-15,183.0747528076172
2019-03-18,182.6762237548828
2019-03-19,184.32015991210938
2019-03-20,177.9436798095703
2019-03-21,175.95098876953125
2019-03-22,173.8587188720703
2019-03-25,174.8052215576172
2019-03-26,174.45655822753906
2019-03-27,178.1428985595703
2019-03-28,177.4953155517578
2019-03-29,174.8052215576172
2019-04-01,176.0506591796875
2019-04-02,178.5912628173828
2019-04-03,186.36256408691406
2019-04-04,184.30776977539062
2019-04-05,183.36105346679688
2019-04-08,183.8593292236328
2019-04-09,181.01922607421875
2019-04-10,182.06558227539062
2019-04-11,187.34716796875
2019-04-12,187.1976776123047
2019-04-15,188.99142456054688
2019-04-16,190.08763122558594
2019-04-17,187.99490356445312
2019-04-18,189.39004516601562
2019-04-23,189.9381561279297
2019-04-24,191.5823974609375
2019-04-25,181.31817626953125
2019-04-26,181.9160919189453
2019-04-29,183.90914916992188
2019-04-30,180.7700653076172
2019-05-01,182.46417236328125
2019-05-02,180.9694061279297
2019-05-03,180.57078552246094
