Date,ESNT.L
2016-07-13,631.0029296875
2016-07-14,642.9745483398438
2016-07-15,635.4922485351562
2016-07-18,646.46630859375
2016-07-19,628.0099487304688
2016-07-20,631.0029296875
2016-07-21,638.9841918945312
2016-07-22,639.4830322265625
2016-07-25,642.9745483398438
2016-07-26,642.9745483398438
2016-07-27,629.0076904296875
2016-07-28,625.0171508789062
2016-07-29,483.8520812988281
2016-08-01,478.56463623046875
2016-08-02,474.1750183105469
2016-08-03,471.7807312011719
2016-08-04,470.7830810546875
2016-08-05,482.2558288574219
2016-08-08,486.046875
2016-08-09,490.635986328125
2016-08-10,483.652587890625
2016-08-11,491.7333984375
2016-08-12,488.8402404785156
2016-08-15,500.8117980957031
2016-08-16,498.8166198730469
2016-08-17,496.8213806152344
2016-08-18,496.3224792480469
2016-08-19,498.41754150390625
2016-08-22,497.9187316894531
2016-08-23,502.3083190917969
2016-08-24,510.7881774902344
2016-08-25,523.7573852539062
2016-08-26,520.2656860351562
2016-08-30,515.7764282226562
2016-08-31,514.7786865234375
2016-09-01,516.7741088867188
2016-09-02,524.755126953125
2016-09-05,525.7527465820312
2016-09-06,526.2515869140625
2016-09-07,519.2681274414062
2016-09-08,520.7644653320312
2016-09-09,513.7810668945312
2016-09-12,505.8000183105469
2016-09-13,510.289306640625
2016-09-14,501.3107604980469
2016-09-15,505.3011779785156
2016-09-16,509.2917175292969
2016-09-19,513.2821655273438
2016-09-20,510.289306640625
2016-09-21,505.3011779785156
2016-09-22,514.280029296875
2016-09-23,511.2869567871094
2016-09-26,510.7881774902344
2016-09-27,496.7215270996094
2016-09-28,506.2987976074219
2016-09-29,489.1004943847656
2016-09-30,484.81011962890625
2016-10-03,493.7899475097656
2016-10-04,497.3818359375
2016-10-05,506.3616943359375
2016-10-06,500.8739929199219
2016-10-07,499.8762512207031
2016-10-10,508.8561706542969
2016-10-11,520.8291625976562
2016-10-12,517.8358764648438
2016-10-13,517.8358764648438
2016-10-14,528.3123779296875
2016-10-17,526.3169555664062
2016-10-18,527.3146362304688
2016-10-19,517.3370361328125
2016-10-20,510.35272216796875
2016-10-21,509.8538513183594
2016-10-24,503.8672790527344
2016-10-25,499.3774108886719
2016-10-26,495.7855224609375
2016-10-27,492.492919921875
2016-10-28,499.8762512207031
2016-10-31,508.8561706542969
2016-11-01,497.78094482421875
2016-11-02,488.90093994140625
2016-11-03,486.8056640625
2016-11-04,475.8304138183594
2016-11-07,474.932373046875
2016-11-08,467.9480895996094
2016-11-09,479.42230224609375
2016-11-10,492.9918212890625
2016-11-11,490.0982971191406
2016-11-14,495.28656005859375
2016-11-15,499.8762512207031
2016-11-16,495.4861755371094
2016-11-17,495.28656005859375
2016-11-18,493.1912536621094
2016-11-21,392.4178466796875
2016-11-22,382.0411682128906
2016-11-23,385.4335021972656
2016-11-24,384.13653564453125
2016-11-25,393.6151123046875
2016-11-28,391.1207580566406
2016-11-29,392.7171630859375
2016-11-30,395.6106872558594
2016-12-01,399.102783203125
2016-12-02,398.10504150390625
2016-12-05,399.9009704589844
2016-12-06,404.98956298828125
2016-12-07,425.144287109375
2016-12-08,428.1375427246094
2016-12-09,422.35052490234375
2016-12-12,431.5299072265625
2016-12-13,434.02435302734375
2016-12-14,430.0332946777344
2016-12-15,437.41668701171875
2016-12-16,444.20147705078125
2016-12-19,444.7003479003906
2016-12-20,457.970458984375
2016-12-21,445.5982971191406
2016-12-22,450.3876037597656
2016-12-23,453.9795227050781
2016-12-28,463.8572998046875
2016-12-29,460.46484375
2016-12-30,459.9660339355469
2017-01-03,461.3628845214844
2017-01-04,457.970458984375
2017-01-05,457.970458984375
2017-01-06,457.8707580566406
2017-01-09,455.3763427734375
2017-01-10,453.9795227050781
2017-01-11,453.5803527832031
2017-01-12,446.2967224121094
2017-01-13,452.5826110839844
2017-01-16,447.99285888671875
2017-01-17,442.90435791015625
2017-01-18,443.00408935546875
2017-01-19,446.5960388183594
2017-01-20,441.70703125
2017-01-23,432.8269958496094
2017-01-24,420.454833984375
2017-01-25,417.06243896484375
2017-01-26,407.98284912109375
2017-01-27,407.7833251953125
2017-01-30,409.08038330078125
2017-01-31,408.481689453125
2017-02-01,418.85845947265625
2017-02-02,421.352783203125
2017-02-03,424.6454162597656
2017-02-06,429.0355224609375
2017-02-07,433.02655029296875
2017-02-08,438.21490478515625
2017-02-09,443.70257568359375
2017-02-10,433.32586669921875
2017-02-13,429.0355224609375
2017-02-14,428.7362060546875
2017-02-15,423.4480285644531
2017-02-16,420.5545959472656
2017-02-17,483.3134460449219
2017-02-20,482.8146667480469
2017-02-21,502.37066650390625
2017-02-22,503.8672790527344
2017-02-23,508.8561706542969
2017-02-24,529.31005859375
2017-02-27,537.2921142578125
2017-02-28,542.281005859375
2017-03-01,534.7977905273438
2017-03-02,536.2943115234375
2017-03-03,533.7999877929688
2017-03-06,538.7886962890625
2017-03-07,539.2877807617188
2017-03-08,539.7864379882812
2017-03-09,545.7730102539062
2017-03-10,563.7327880859375
2017-03-13,551.2608642578125
2017-03-14,539.2877807617188
2017-03-15,538.7886962890625
2017-03-16,523.4631958007812
2017-03-17,528.4533081054688
2017-03-20,528.9524536132812
2017-03-21,519.969970703125
2017-03-22,519.470947265625
2017-03-23,515.4789428710938
2017-03-24,507.4947204589844
2017-03-27,514.9799194335938
2017-03-28,518.9721069335938
2017-03-29,520.468994140625
2017-03-30,522.964111328125
2017-03-31,523.962158203125
2017-04-03,519.969970703125
2017-04-04,533.9424438476562
2017-04-05,522.465087890625
2017-04-06,524.4611206054688
2017-04-07,528.9524536132812
2017-04-10,525.4592895507812
2017-04-11,522.465087890625
2017-04-12,528.4533081054688
2017-04-13,519.470947265625
2017-04-18,509.4908447265625
2017-04-19,502.00567626953125
2017-04-20,531.447265625
2017-04-21,510.9878234863281
2017-04-24,515.97802734375
2017-04-25,519.470947265625
2017-04-26,523.962158203125
2017-04-27,534.9403686523438
2017-04-28,540.4295654296875
2017-05-02,540.4295654296875
2017-05-03,543.423583984375
2017-05-04,548.9127197265625
2017-05-05,559.8909912109375
2017-05-08,566.8772583007812
2017-05-09,570.3701782226562
2017-05-10,573.3643188476562
2017-05-11,560.8890380859375
2017-05-12,558.8930053710938
2017-05-15,550.90869140625
2017-05-16,551.9067993164062
2017-05-17,541.9265747070312
2017-05-18,555.3997802734375
2017-05-19,548.9127197265625
2017-05-22,554.9009399414062
2017-05-23,564.881103515625
2017-05-24,561.8870849609375
2017-05-25,556.8970336914062
2017-05-26,566.378173828125
2017-05-30,572.3663330078125
2017-05-31,573.8633422851562
2017-06-01,573.8633422851562
2017-06-02,574.3624267578125
2017-06-05,572.3663330078125
2017-06-06,573.8633422851562
2017-06-07,565.3802490234375
2017-06-08,566.8772583007812
2017-06-09,578.8534545898438
2017-06-12,568.8732299804688
2017-06-13,576.8573608398438
2017-06-14,575.3603515625
2017-06-15,556.3978881835938
2017-06-16,561.8870849609375
2017-06-19,578.8534545898438
2017-06-20,576.8573608398438
2017-06-21,563.3841552734375
2017-06-22,570.3701782226562
2017-06-23,580.3504638671875
2017-06-26,582.3325805664062
2017-06-27,567.3761596679688
2017-06-28,573.3643188476562
2017-06-29,561.8870849609375
2017-06-30,563.3841552734375
2017-07-03,575.3603515625
2017-07-04,561.8870849609375
2017-07-05,558.8930053710938
2017-07-06,546.916748046875
2017-07-07,549.9107666015625
2017-07-10,539.4315795898438
2017-07-11,539.4315795898438
2017-07-12,544.9207153320312
2017-07-13,544.9207153320312
2017-07-14,550.90869140625
2017-07-17,545.9186401367188
2017-07-18,538.9325561523438
2017-07-19,551.9067993164062
2017-07-20,560.39013671875
2017-07-21,554.4019165039062
2017-07-24,560.39013671875
2017-07-25,539.4315795898438
2017-07-26,540.9285888671875
2017-07-27,534.4415283203125
2017-07-28,540.9285888671875
2017-07-31,534.4415283203125
2017-08-01,536.4375
2017-08-02,544.421630859375
2017-08-03,550.40966796875
2017-08-04,566.8772583007812
2017-08-07,560.8890380859375
2017-08-08,550.40966796875
2017-08-09,520.468994140625
2017-08-10,516.9760131835938
2017-08-11,523.962158203125
2017-08-14,522.465087890625
2017-08-15,521.4669799804688
2017-08-16,524.4611206054688
2017-08-17,524.4611206054688
2017-08-18,521.4669799804688
2017-08-21,523.4631958007812
2017-08-22,529.9503784179688
2017-08-23,535.9385375976562
2017-08-24,525.9581298828125
2017-08-25,533.9424438476562
2017-08-29,523.962158203125
2017-08-30,528.9524536132812
2017-08-31,532.9445190429688
2017-09-01,534.4415283203125
2017-09-04,532.9445190429688
2017-09-05,528.4533081054688
2017-09-06,523.4631958007812
2017-09-07,527.954345703125
2017-09-08,533.9424438476562
2017-09-11,534.4415283203125
2017-09-12,531.447265625
2017-09-13,525.4592895507812
2017-09-14,522.964111328125
2017-09-15,512.4848022460938
2017-09-18,509.9898376464844
2017-09-19,513.48291015625
2017-09-20,509.4908447265625
2017-09-21,508.9917907714844
2017-09-22,504.999755859375
2017-09-25,498.71221923828125
2017-09-26,512.98388671875
2017-09-27,522.465087890625
2017-09-28,531.01220703125
2017-09-29,551.4742431640625
2017-10-02,553.969482421875
2017-10-03,553.969482421875
2017-10-04,548.978759765625
2017-10-05,549.9769897460938
2017-10-06,541.49267578125
2017-10-09,538.9974365234375
2017-10-10,534.0066528320312
2017-10-11,531.01220703125
2017-10-12,528.516845703125
2017-10-13,526.5206298828125
2017-10-16,517.5372314453125
2017-10-17,512.5465087890625
2017-10-18,515.0419311523438
2017-10-19,512.0475463867188
2017-10-20,501.5670166015625
2017-10-23,512.0475463867188
2017-10-24,512.0475463867188
2017-10-25,518.535400390625
2017-10-26,520.0325927734375
2017-10-27,516.0401611328125
2017-10-30,525.0234375
2017-10-31,531.01220703125
2017-11-01,530.0140991210938
2017-11-02,530.0140991210938
2017-11-03,528.017822265625
2017-11-06,525.0234375
2017-11-07,517.0382690429688
2017-11-08,515.0419311523438
2017-11-09,509.55218505859375
2017-11-10,508.054931640625
2017-11-13,493.9811096191406
2017-11-14,502.06610107421875
2017-11-15,504.0624084472656
2017-11-16,507.0568542480469
2017-11-17,507.5558166503906
2017-11-20,520.0325927734375
2017-11-21,526.5206298828125
2017-11-22,519.0346069335938
2017-11-23,513.544677734375
2017-11-24,517.0382690429688
2017-11-27,522.5280151367188
2017-11-28,514.54296875
2017-11-29,512.5465087890625
2017-11-30,504.5613708496094
2017-12-01,504.5613708496094
2017-12-04,506.0586853027344
2017-12-05,506.0586853027344
2017-12-06,502.06610107421875
2017-12-07,498.5725402832031
2017-12-08,511.04931640625
2017-12-11,515.0419311523438
2017-12-12,518.036376953125
2017-12-13,519.0844116210938
2017-12-14,509.0530700683594
2017-12-15,503.56329345703125
2017-12-18,505.5595703125
2017-12-19,514.54296875
2017-12-20,510.5502014160156
2017-12-21,516.5391845703125
2017-12-22,523.0270385742188
2017-12-27,524.5242919921875
2017-12-28,525.5225219726562
2017-12-29,528.516845703125
2018-01-02,532.0104370117188
2018-01-03,541.49267578125
2018-01-04,537.500244140625
2018-01-05,535.50390625
2018-01-08,537.0009765625
2018-01-09,535.50390625
2018-01-10,533.0084838867188
2018-01-11,529.5150146484375
2018-01-12,530.5131225585938
2018-01-15,526.5206298828125
2018-01-16,521.52978515625
2018-01-17,511.5484313964844
2018-01-18,508.5540771484375
2018-01-19,506.0586853027344
2018-01-22,521.52978515625
2018-01-23,521.0308227539062
2018-01-24,524.0252075195312
2018-01-25,511.5484313964844
2018-01-26,514.0436401367188
2018-01-29,507.0568542480469
2018-01-30,506.5577087402344
2018-01-31,510.5502014160156
2018-02-01,496.47650146484375
2018-02-02,484.4987487792969
2018-02-05,477.9109802246094
2018-02-06,470.12554931640625
2018-02-07,476.91290283203125
2018-02-08,486.29541015625
2018-02-09,490.2879638671875
2018-02-12,490.2879638671875
2018-02-13,481.7040100097656
2018-02-14,482.10321044921875
2018-02-15,487.6928405761719
2018-02-16,483.10137939453125
2018-02-19,472.72064208984375
2018-02-20,472.1217956542969
2018-02-21,470.724365234375
2018-02-22,468.9277038574219
2018-02-23,466.13287353515625
2018-02-26,460.94256591796875
2018-02-27,451.9593505859375
2018-02-28,446.7689514160156
2018-03-01,441.3789978027344
2018-03-02,476.1144104003906
2018-03-05,476.5136413574219
2018-03-06,491.88494873046875
2018-03-07,485.89617919921875
2018-03-08,480.50616455078125
2018-03-09,491.08648681640625
2018-03-12,499.0716552734375
2018-03-13,482.9017333984375
2018-03-14,478.11065673828125
2018-03-15,458.4852600097656
2018-03-16,460.68182373046875
2018-03-19,463.47747802734375
2018-03-20,454.2917785644531
2018-03-21,450.8970642089844
2018-03-22,451.29644775390625
2018-03-23,436.7192077636719
2018-03-26,432.5257263183594
2018-03-27,440.3136291503906
2018-03-28,431.5272521972656
2018-03-29,423.1403503417969
2018-04-03,428.3322448730469
2018-04-04,418.9469299316406
2018-04-05,426.13568115234375
2018-04-06,423.7393798828125
2018-04-09,416.15130615234375
2018-04-10,419.1466064453125
2018-04-11,416.15130615234375
2018-04-12,417.3494567871094
2018-04-13,420.5444641113281
2018-04-16,418.7471923828125
2018-04-17,424.1387023925781
2018-04-18,430.92816162109375
2018-04-19,440.1138610839844
2018-04-20,434.9219665527344
2018-04-23,450.09832763671875
2018-04-24,435.3214111328125
2018-04-25,421.5428771972656
2018-04-26,427.5335388183594
2018-04-27,433.3244934082031
2018-04-30,440.3136291503906
2018-05-01,449.299560546875
2018-05-02,456.68804931640625
2018-05-03,447.9017639160156
2018-05-04,446.5039367675781
2018-05-08,448.50079345703125
2018-05-09,457.0874328613281
2018-05-10,456.88775634765625
2018-05-11,457.48687744140625
2018-05-14,462.07958984375
2018-05-15,461.0812072753906
2018-05-16,459.683349609375
2018-05-17,471.8644104003906
2018-05-18,473.2621765136719
2018-05-21,481.249755859375
2018-05-22,479.8519592285156
2018-05-23,475.85821533203125
2018-05-24,478.2544250488281
2018-05-25,479.2528381347656
2018-05-29,465.87371826171875
2018-05-30,472.46343994140625
2018-05-31,473.66156005859375
2018-06-01,483.64599609375
2018-06-04,491.0345153808594
2018-06-05,491.633544921875
2018-06-06,496.0267028808594
2018-06-07,488.8379821777344
2018-06-08,494.6288757324219
2018-06-11,494.0298767089844
2018-06-12,495.0282897949219
2018-06-13,497.4245300292969
2018-06-14,500.7193908691406
2018-06-15,482.8472900390625
2018-06-18,481.050048828125
2018-06-19,476.4572448730469
2018-06-20,481.249755859375
2018-06-21,481.249755859375
2018-06-22,488.4385986328125
2018-06-25,485.0438232421875
2018-06-26,484.64447021484375
2018-06-27,491.4338684082031
2018-06-28,481.8488464355469
2018-06-29,479.6522521972656
2018-07-02,476.6569519042969
2018-07-03,468.8691101074219
2018-07-04,462.07958984375
2018-07-05,466.8721618652344
2018-07-06,472.0640563964844
2018-07-09,479.2528381347656
2018-07-10,484.84417724609375
2018-07-11,474.26068115234375
2018-07-12,484.4447937011719
2018-07-13,489.03759765625
2018-07-16,489.70758056640625
2018-07-17,489.43701171875
2018-07-18,498.6226806640625
2018-07-19,494.0298767089844
2018-07-20,497.8239440917969
2018-07-23,495.6273193359375
2018-07-24,492.63201904296875
2018-07-25,488.0391845703125
2018-07-26,492.0329284667969
2018-07-27,501.2186279296875
2018-07-30,502.217041015625
2018-07-31,480.4510498046875
2018-08-01,481.64910888671875
2018-08-02,480.850341796875
2018-08-03,506.21087646484375
2018-08-06,476.8566589355469
2018-08-07,469.2684326171875
2018-08-08,480.4510498046875
2018-08-09,485.4432678222656
2018-08-10,471.8644104003906
2018-08-13,471.46502685546875
2018-08-14,472.0640563964844
2018-08-15,467.6709289550781
2018-08-16,470.2669372558594
2018-08-17,471.6646728515625
2018-08-20,473.06256103515625
2018-08-21,472.46343994140625
2018-08-22,467.2716064453125
2018-08-23,458.08587646484375
2018-08-24,454.890869140625
2018-08-28,451.0967712402344
2018-08-29,447.7020568847656
2018-08-30,442.9095458984375
2018-08-31,444.30731201171875
2018-09-03,445.3058166503906
2018-09-04,437.5179443359375
2018-09-05,437.3182678222656
2018-09-06,435.92041015625
2018-09-07,433.3244934082031
2018-09-10,429.3306884765625
2018-09-11,428.9313049316406
2018-09-12,427.1341247558594
2018-09-13,422.14190673828125
2018-09-14,418.9469299316406
2018-09-17,417.9485168457031
2018-09-18,415.3525390625
2018-09-19,411.55841064453125
2018-09-20,412.35711669921875
2018-09-21,413.5552978515625
2018-09-24,412.7565002441406
2018-09-25,413.3556213378906
2018-09-26,416.9500427246094
2018-09-27,409.4235534667969
2018-09-28,404.4306335449219
2018-10-01,408.22528076171875
2018-10-02,403.6317138671875
2018-10-03,401.63458251953125
2018-10-04,394.4446716308594
2018-10-05,390.6500549316406
2018-10-08,385.4573669433594
2018-10-09,383.6598815917969
2018-10-10,383.4601745605469
2018-10-11,376.6697082519531
2018-10-12,369.4798583984375
2018-10-15,365.0860290527344
2018-10-16,379.2660827636719
2018-10-17,391.6486511230469
2018-10-18,385.25762939453125
2018-10-19,353.5023193359375
2018-10-22,346.7118835449219
2018-10-23,339.3222961425781
2018-10-24,345.3138122558594
2018-10-25,360.8919372558594
2018-10-26,364.4868469238281
2018-10-29,364.88623046875
2018-10-30,370.4784240722656
2018-10-31,381.46295166015625
2018-11-01,383.4601745605469
2018-11-02,385.6570739746094
2018-11-05,381.26318359375
2018-11-06,382.8609619140625
2018-11-07,386.65570068359375
2018-11-08,381.46295166015625
2018-11-09,385.0578918457031
2018-11-12,384.45867919921875
2018-11-13,373.87359619140625
2018-11-14,372.67535400390625
2018-11-15,370.4784240722656
2018-11-16,364.88623046875
2018-11-19,366.68377685546875
2018-11-20,369.08038330078125
2018-11-21,376.4700012207031
2018-11-22,377.8680114746094
2018-11-23,376.8694152832031
2018-11-26,385.4573669433594
2018-11-27,380.26458740234375
2018-11-28,382.66131591796875
2018-11-29,384.2590026855469
2018-11-30,383.2604064941406
2018-12-03,385.0578918457031
2018-12-04,378.2674560546875
2018-12-05,370.2787170410156
2018-12-06,357.8960876464844
2018-12-07,361.49114990234375
2018-12-10,350.7062683105469
2018-12-11,352.7034912109375
2018-12-12,356.89752197265625
2018-12-13,338.3236389160156
2018-12-14,340.72039794921875
2018-12-17,336.32647705078125
2018-12-18,336.9256286621094
2018-12-19,339.3222961425781
2018-12-20,336.5262756347656
2018-12-21,330.3349304199219
2018-12-24,329.5360412597656
2018-12-27,324.9425964355469
2018-12-28,333.7301940917969
2018-12-31,341.9186096191406
2019-01-02,337.1253967285156
2019-01-03,338.1239318847656
2019-01-04,351.5051574707031
2019-01-07,358.2955627441406
2019-01-08,358.0958557128906
2019-01-09,363.8877258300781
2019-01-10,372.67535400390625
2019-01-11,369.2801513671875
2019-01-14,365.6852111816406
2019-01-15,366.2843322753906
2019-01-16,362.88909912109375
2019-01-17,359.0944519042969
2019-01-18,358.4952697753906
2019-01-21,360.2927551269531
2019-01-22,362.88909912109375
2019-01-23,359.89337158203125
2019-01-24,356.89752197265625
2019-01-25,362.2899475097656
2019-01-28,359.69366455078125
2019-01-29,363.6879577636719
2019-01-30,368.481201171875
2019-01-31,372.4755859375
2019-02-01,375.870849609375
2019-02-04,376.27032470703125
2019-02-05,377.8680114746094
2019-02-06,379.4657897949219
2019-02-07,373.0747985839844
2019-02-08,373.87359619140625
2019-02-11,372.8750305175781
2019-02-12,375.870849609375
2019-02-13,376.07049560546875
2019-02-14,375.67108154296875
2019-02-15,377.8680114746094
2019-02-18,380.06494140625
2019-02-19,376.6697082519531
2019-02-20,383.859619140625
2019-02-21,383.2604064941406
2019-02-22,382.0621032714844
2019-02-25,382.0621032714844
2019-02-26,383.859619140625
2019-02-27,378.0677490234375
2019-02-28,376.27032470703125
2019-03-01,387.45452880859375
2019-03-04,384.2590026855469
2019-03-05,382.8609619140625
2019-03-06,383.4601745605469
2019-03-07,384.45867919921875
2019-03-08,383.06072998046875
2019-03-11,382.66131591796875
2019-03-12,388.65283203125
2019-03-13,393.64581298828125
2019-03-14,394.4446716308594
2019-03-15,401.8343200683594
2019-03-18,401.63458251953125
2019-03-19,416.8132019042969
2019-03-20,416.2139587402344
2019-03-21,418.2112121582031
2019-03-22,410.8216247558594
2019-03-25,401.63458251953125
2019-03-26,404.4306335449219
2019-03-27,402.23370361328125
2019-03-28,404.2308654785156
2019-03-29,412.41943359375
2019-04-01,414.6163024902344
2019-04-02,415.2154541015625
2019-04-03,417.01287841796875
2019-04-04,408.02557373046875
2019-04-05,409.4235534667969
2019-04-08,407.8258361816406
2019-04-09,407.4263916015625
2019-04-10,408.02557373046875
2019-04-11,409.4235534667969
2019-04-12,414.01715087890625
2019-04-15,418.2112121582031
2019-04-16,428.99603271484375
2019-04-17,429.39544677734375
2019-04-18,432.79071044921875
2019-04-23,437.9833984375
2019-04-24,441.3786315917969
2019-04-25,420.7449035644531
2019-04-26,422.7428283691406
2019-04-29,420.545166015625
2019-04-30,422.1434326171875
2019-05-01,418.9468688964844
2019-05-02,419.14666748046875
2019-05-03,417.3486022949219
2019-05-07,396.97064208984375
2019-05-08,409.157470703125
2019-05-09,404.5625
2019-05-10,409.5570068359375
2019-05-13,399.7676086425781
2019-05-14,399.5678405761719
2019-05-15,401.36590576171875
2019-05-16,413.5527038574219
2019-05-17,411.1553649902344
2019-05-20,406.1606750488281
