Date,USB
2015-08-03,31.647048950195312
2015-08-04,31.74532699584961
2015-08-05,31.89276123046875
2015-08-06,31.738313674926758
2015-08-07,31.668107986450195
2015-08-10,32.306949615478516
2015-08-11,31.871686935424805
2015-08-12,31.513662338256836
2015-08-13,31.64004135131836
2015-08-14,32.01210403442383
2015-08-17,32.04720687866211
2015-08-18,32.117401123046875
2015-08-19,31.84361457824707
2015-08-20,30.959070205688477
2015-08-21,30.03239631652832
2015-08-24,28.607301712036133
2015-08-25,27.912303924560547
2015-08-26,29.070629119873047
2015-08-27,29.89199447631836
2015-08-28,29.899015426635742
2015-08-31,29.73054313659668
2015-09-01,28.270334243774414
2015-09-02,28.79685401916504
2015-09-03,29.09169578552246
2015-09-04,28.46689796447754
2015-09-08,29.08468246459961
2015-09-09,28.698562622070312
2015-09-10,28.853012084960938
2015-09-11,28.824939727783203
2015-09-14,28.726654052734375
2015-09-15,29.484830856323242
2015-09-16,29.737548828125
2015-09-17,29.246131896972656
2015-09-18,28.902156829833984
2015-09-21,29.147863388061523
2015-09-22,28.853012084960938
2015-09-23,28.824939727783203
2015-09-24,28.614330291748047
2015-09-25,29.25316619873047
2015-09-28,28.55035400390625
2015-09-29,28.712818145751953
2015-09-30,28.96709632873535
2015-10-01,29.051860809326172
2015-10-02,28.78343391418457
2015-10-05,29.35558319091797
2015-10-06,29.30614471435547
2015-10-07,29.518043518066406
2015-10-08,29.59574317932129
2015-10-09,29.369707107543945
2015-10-12,29.40502166748047
2015-10-13,29.26375961303711
2015-10-14,28.606863021850586
2015-10-15,28.96709632873535
2015-10-16,28.797571182250977
2015-10-19,28.76932144165039
2015-10-20,29.136613845825195
2015-10-21,29.030662536621094
2015-10-22,29.553361892700195
2015-10-23,30.104291915893555
2015-10-26,30.033672332763672
2015-10-27,29.736997604370117
2015-10-28,30.415098190307617
2015-10-29,30.372718811035156
2015-10-30,29.793516159057617
2015-11-02,30.08311653137207
2015-11-03,30.16080665588379
2015-11-04,30.104291915893555
2015-11-05,30.111377716064453
2015-11-06,30.88129234313965
2015-11-09,30.612876892089844
2015-11-10,30.62700653076172
2015-11-11,30.605802536010742
2015-11-12,30.174942016601562
2015-11-13,29.93477439880371
2015-11-16,30.45041275024414
2015-11-17,30.38685417175293
2015-11-18,31.001359939575195
2015-11-19,31.185009002685547
2015-11-20,31.107301712036133
2015-11-23,30.923660278320312
2015-11-24,30.980167388916016
2015-11-25,30.91659164428711
2015-11-27,31.00843620300293
2015-11-30,31.001359939575195
2015-12-01,31.29802894592285
2015-12-02,30.91659164428711
2015-12-03,30.51397705078125
2015-12-04,31.319217681884766
2015-12-07,31.15675163269043
2015-12-08,30.761207580566406
2015-12-09,30.37977409362793
2015-12-10,30.49986457824707
2015-12-11,29.82176399230957
2015-12-14,29.970096588134766
2015-12-15,30.84596061706543
2015-12-16,31.33333969116211
2015-12-17,30.9589900970459
2015-12-18,29.920656204223633
2015-12-21,30.08311653137207
2015-12-22,30.16080665588379
2015-12-23,30.71176528930664
2015-12-24,30.66938018798828
2015-12-28,30.408035278320312
2015-12-29,30.923189163208008
2015-12-30,30.560791015625
2015-12-31,30.31920623779297
2016-01-04,29.473657608032227
2016-01-05,29.615764617919922
2016-01-06,29.16812515258789
2016-01-07,28.6138916015625
2016-01-08,28.208885192871094
2016-01-11,28.32256507873535
2016-01-12,28.86256980895996
2016-01-13,27.71858787536621
2016-01-14,28.372297286987305
2016-01-15,27.74701690673828
