Date,LNT
2015-08-03,22.402225494384766
2015-08-04,22.11487579345703
2015-08-05,22.216712951660156
2015-08-06,22.05304527282715
2015-08-07,22.08577537536621
2015-08-10,22.05304527282715
2015-08-11,22.06031608581543
2015-08-12,22.304012298583984
2015-08-13,22.376760482788086
2015-08-14,22.456783294677734
2015-08-17,22.8859806060791
2015-08-18,22.67138671875
2015-08-19,22.729576110839844
2015-08-20,22.493160247802734
2015-08-21,22.089412689208984
2015-08-24,21.110977172851562
2015-08-25,20.405332565307617
2015-08-26,20.609025955200195
2015-08-27,20.99822235107422
2015-08-28,21.0236759185791
2015-08-31,20.612659454345703
2015-09-01,20.048877716064453
2015-09-02,20.05251693725586
2015-09-03,20.143451690673828
2015-09-04,19.841552734375
2015-09-08,20.22347068786621
2015-09-09,20.008872985839844
2015-09-10,19.947032928466797
2015-09-11,20.096168518066406
2015-09-14,20.15073013305664
2015-09-15,20.22347068786621
2015-09-16,20.445348739624023
2015-09-17,20.761795043945312
2015-09-18,20.641761779785156
2015-09-21,20.787254333496094
2015-09-22,20.62357521057129
2015-09-23,20.652667999267578
2015-09-24,20.863637924194336
2015-09-25,21.08915901184082
2015-09-28,21.110977172851562
2015-09-29,21.001853942871094
2015-09-30,21.274654388427734
2015-10-01,20.94729232788086
2015-10-02,21.231002807617188
2015-10-05,21.44561195373535
2015-10-06,21.267377853393555
2015-10-07,21.17644691467285
2015-10-08,21.438331604003906
2015-10-09,21.358314514160156
2015-10-12,21.594738006591797
2015-10-13,21.60565185546875
2015-10-14,21.652931213378906
2015-10-15,22.016674041748047
2015-10-16,22.08577537536621
2015-10-19,22.183984756469727
2015-10-20,22.260366439819336
2015-10-21,22.122154235839844
2015-10-22,22.384037017822266
2015-10-23,21.954832077026367
2015-10-26,22.03848648071289
2015-10-27,21.96211051940918
2015-10-28,21.76755714416504
2015-10-29,21.536296844482422
2015-10-30,21.66477394104004
2015-11-02,21.855655670166016
2015-11-03,21.92172622680664
2015-11-04,22.06488609313965
2015-11-05,22.0355224609375
2015-11-06,20.91961097717285
2015-11-09,20.853538513183594
2015-11-10,21.345417022705078
2015-11-11,21.595029830932617
2015-11-12,21.448204040527344
2015-11-13,21.47022247314453
2015-11-16,22.017169952392578
2015-11-17,21.650089263916016
2015-11-18,21.76755714416504
2015-11-19,22.189697265625
2015-11-20,22.420949935913086
2015-11-23,22.11627769470215
2015-11-24,22.05754852294922
2015-11-25,21.918052673339844
2015-11-27,21.980464935302734
2015-11-30,22.094249725341797
2015-12-01,22.53841209411621
2015-12-02,22.252098083496094
2015-12-03,21.80059051513672
2015-12-04,22.15298080444336
2015-12-07,22.14564323425293
2015-12-08,22.27779197692871
2015-12-09,22.12728500366211
2015-12-10,21.587696075439453
2015-12-11,21.506935119628906
2015-12-14,21.580352783203125
2015-12-15,21.771228790283203
2015-12-16,22.303491592407227
2015-12-17,23.3863582611084
2015-12-18,22.927515029907227
2015-12-21,22.732967376708984
2015-12-22,22.865116119384766
2015-12-23,23.081687927246094
2015-12-24,23.011940002441406
2015-12-28,23.210161209106445
2015-12-29,23.265226364135742
2015-12-30,23.29092025756836
2015-12-31,22.923847198486328
2016-01-04,22.86144256591797
2016-01-05,22.96422576904297
2016-01-06,22.993587493896484
2016-01-07,22.751312255859375
2016-01-08,22.743980407714844
2016-01-11,22.81739044189453
2016-01-12,22.633852005004883
2016-01-13,22.64853858947754
2016-01-14,22.989913940429688
