Date,MIDSMALL.NS
2024-05-28,49.689998626708984
2024-05-29,49.47999954223633
2024-05-30,48.75
2024-05-31,48.540000915527344
2024-06-03,50.56999969482422
2024-06-04,46.86000061035156
2024-06-05,47.43000030517578
2024-06-06,48.900001525878906
2024-06-07,49.79999923706055
2024-06-10,50.13999938964844
2024-06-11,50.650001525878906
2024-06-12,51.130001068115234
2024-06-13,51.709999084472656
2024-06-14,52.2599983215332
2024-06-18,52.400001525878906
2024-06-19,52.06999969482422
2024-06-20,52.0
2024-06-21,51.97999954223633
2024-06-24,52.13999938964844
2024-06-25,52.060001373291016
2024-06-26,51.97999954223633
2024-06-27,51.400001525878906
2024-06-28,52.11000061035156
2024-07-01,52.16999816894531
2024-07-02,52.720001220703125
2024-07-03,53.0
2024-07-04,53.95000076293945
2024-07-05,55.060001373291016
2024-07-08,54.689998626708984
2024-07-09,54.59000015258789
2024-07-10,54.31999969482422
2024-07-11,54.83000183105469
2024-07-12,54.880001068115234
2024-07-15,55.29999923706055
2024-07-16,55.209999084472656
2024-07-18,54.040000915527344
2024-07-19,52.83000183105469
2024-07-22,53.27000045776367
2024-07-23,52.689998626708984
2024-07-24,53.16999816894531
2024-07-25,52.95000076293945
2024-07-26,53.65999984741211
2024-07-29,54.5
2024-07-30,54.83000183105469
2024-07-31,55.029998779296875
2024-08-01,54.4900016784668
2024-08-02,53.81999969482422
2024-08-05,51.75
2024-08-06,51.33000183105469
2024-08-07,52.650001525878906
2024-08-08,52.279998779296875
2024-08-09,52.709999084472656
2024-08-12,53.040000915527344
2024-08-13,52.7400016784668
2024-08-14,52.34000015258789
2024-08-16,53.34000015258789
2024-08-19,53.779998779296875
2024-08-20,54.04999923706055
2024-08-21,54.33000183105469
2024-08-22,54.47999954223633
2024-08-23,54.400001525878906
2024-08-26,54.630001068115234
2024-08-28,54.90999984741211
2024-08-29,54.5
2024-08-30,55.04999923706055
2024-09-02,54.70000076293945
2024-09-03,54.939998626708984
2024-09-04,54.599998474121094
2024-09-05,54.4900016784668
2024-09-06,53.75
2024-09-09,53.290000915527344
2024-09-10,53.900001525878906
2024-09-11,53.70000076293945
2024-09-12,54.22999954223633
2024-09-13,54.5
2024-09-16,54.779998779296875
2024-09-17,54.77000045776367
2024-09-18,54.290000915527344
2024-09-19,53.5
2024-09-20,54.400001525878906
2024-09-23,54.7599983215332
2024-09-24,54.81999969482422
2024-09-25,54.709999084472656
2024-09-26,54.43000030517578
2024-09-27,54.65999984741211
2024-09-30,54.54999923706055
2024-10-01,54.70000076293945
2024-10-03,53.72999954223633
2024-10-04,53.400001525878906
2024-10-07,52.31999969482422
2024-10-08,53.27000045776367
2024-10-09,54.25
2024-10-10,54.349998474121094
2024-10-11,54.689998626708984
2024-10-14,54.900001525878906
2024-10-15,55.04999923706055
2024-10-16,55.040000915527344
2024-10-17,54.27000045776367
2024-10-18,54.2599983215332
2024-10-21,53.2599983215332
2024-10-22,51.810001373291016
2024-10-23,51.90999984741211
2024-10-24,51.52000045776367
2024-10-25,50.4900016784668
2024-10-28,50.79999923706055
2024-10-29,51.189998626708984
2024-10-31,51.56999969482422
2024-11-01,51.9900016784668
2024-11-04,51.27000045776367
2024-11-06,52.959999084472656
2024-11-07,52.72999954223633
2024-11-08,51.970001220703125
2024-11-11,51.619998931884766
2024-11-12,50.91999816894531
2024-11-13,49.59000015258789
2024-11-14,49.650001525878906
2024-11-18,49.220001220703125
2024-11-19,49.84000015258789
2024-11-21,49.29999923706055
2024-11-22,49.869998931884766
2024-11-25,51.11000061035156
2024-11-26,51.13999938964844
2024-11-27,51.59000015258789
2024-11-28,51.63999938964844
2024-11-29,51.83000183105469
2024-12-02,52.68000030517578
2024-12-03,52.939998626708984
2024-12-04,53.31999969482422
2024-12-05,53.310001373291016
2024-12-06,53.779998779296875
2024-12-09,54.06999969482422
2024-12-10,54.220001220703125
2024-12-11,54.560001373291016
2024-12-12,54.310001373291016
2024-12-13,54.04999923706055
2024-12-16,54.52000045776367
2024-12-17,54.060001373291016
2024-12-18,53.65999984741211
2024-12-19,53.22999954223633
2024-12-20,52.02000045776367
2024-12-23,51.810001373291016
2024-12-24,51.869998931884766
2024-12-26,51.880001068115234
2024-12-27,51.900001525878906
2024-12-30,51.52000045776367
2024-12-31,51.52000045776367
2025-01-01,51.880001068115234
2025-01-02,52.36000061035156
2025-01-03,51.970001220703125
2025-01-06,50.779998779296875
2025-01-07,51.279998779296875
2025-01-08,50.560001373291016
2025-01-09,49.91999816894531
2025-01-10,49.060001373291016
2025-01-13,47.04999923706055
2025-01-14,47.810001373291016
2025-01-15,48.29999923706055
2025-01-16,48.70000076293945
2025-01-17,48.79999923706055
2025-01-20,49.310001373291016
2025-01-21,47.779998779296875
2025-01-22,47.08000183105469
2025-01-23,48.33000183105469
2025-01-24,47.52000045776367
2025-01-27,45.880001068115234
2025-01-28,44.79999923706055
2025-01-29,46.08000183105469
2025-01-30,45.7400016784668
2025-01-31,46.33000183105469
2025-02-01,46.209999084472656
2025-02-03,45.54999923706055
2025-02-04,45.9900016784668
2025-02-05,46.959999084472656
2025-02-06,46.560001373291016
2025-02-07,46.689998626708984
2025-02-10,45.630001068115234
2025-02-11,44.34000015258789
2025-02-12,44.20000076293945
2025-02-13,43.869998931884766
2025-02-14,42.61000061035156
2025-02-17,42.84000015258789
2025-02-18,42.56999969482422
2025-02-19,43.58000183105469
2025-02-20,44.2400016784668
2025-02-21,43.52000045776367
2025-02-24,43.279998779296875
2025-02-25,43.040000915527344
2025-02-27,42.13999938964844
2025-02-28,40.9900016784668
2025-03-03,40.970001220703125
2025-03-04,41.130001068115234
2025-03-05,42.09000015258789
2025-03-06,42.59000015258789
2025-03-07,42.310001373291016
2025-03-10,41.470001220703125
2025-03-11,41.58000183105469
2025-03-12,41.34000015258789
2025-03-13,41.209999084472656
2025-03-17,41.380001068115234
2025-03-18,42.31999969482422
2025-03-19,43.25
2025-03-20,43.5099983215332
2025-03-21,44.040000915527344
2025-03-24,44.560001373291016
2025-03-25,44.02000045776367
2025-03-26,43.560001373291016
2025-03-27,44.040000915527344
2025-03-28,44.22999954223633
2025-04-01,43.63999938964844
2025-04-02,44.380001068115234
2025-04-03,44.20000076293945
2025-04-04,42.66999816894531
2025-04-07,41.20000076293945
2025-04-08,41.97999954223633
2025-04-09,41.56999969482422
2025-04-11,42.72999954223633
