Date,PFC.NS
2015-08-03,54.25808334350586
2015-08-04,55.18368911743164
2015-08-05,54.76496887207031
2015-08-06,54.88618850708008
2015-08-07,55.31593704223633
2015-08-10,54.29115295410156
2015-08-11,54.5335693359375
2015-08-12,52.5611572265625
2015-08-13,52.80356979370117
2015-08-14,53.5859260559082
2015-08-17,52.968849182128906
2015-08-18,52.84764099121094
2015-08-19,51.76777648925781
2015-08-20,50.99643325805664
2015-08-21,50.214073181152344
2015-08-24,42.99656295776367
2015-08-25,47.01852798461914
2015-08-26,46.58879470825195
2015-08-27,48.307777404785156
2015-08-28,48.439998626708984
2015-08-31,49.3986701965332
2015-09-01,49.14522933959961
2015-09-02,47.977195739746094
2015-09-03,48.48407745361328
2015-09-04,45.28853988647461
2015-09-07,45.93865203857422
2015-09-08,46.76509094238281
2015-09-09,49.035030364990234
2015-09-10,48.75956344604492
2015-09-11,48.307777404785156
2015-09-14,48.517127990722656
2015-09-15,48.60552978515625
2015-09-16,50.08612823486328
2015-09-18,50.93691635131836
2015-09-21,53.942298889160156
2015-09-22,52.64954376220703
2015-09-23,51.887142181396484
2015-09-24,52.152320861816406
2015-09-28,50.68278121948242
2015-09-29,50.27396774291992
2015-09-30,50.848506927490234
2015-10-01,50.019832611083984
2015-10-05,55.5223503112793
2015-10-06,54.063846588134766
2015-10-07,52.660587310791016
2015-10-08,51.97555160522461
2015-10-09,51.699317932128906
2015-10-12,52.87053298950195
2015-10-13,53.920204162597656
2015-10-14,52.71583938598633
2015-10-15,53.47823715209961
2015-10-16,53.47823715209961
2015-10-19,53.887054443359375
2015-10-20,54.185386657714844
2015-10-21,54.64945602416992
2015-10-23,54.980926513671875
2015-10-26,53.655033111572266
2015-10-27,54.240631103515625
2015-10-28,53.80973434448242
2015-10-29,52.262813568115234
2015-10-30,52.992069244384766
2015-11-02,53.655033111572266
2015-11-03,55.16875457763672
2015-11-04,55.842777252197266
2015-11-05,55.65493392944336
2015-11-06,51.29047393798828
2015-11-09,49.84304428100586
2015-11-10,49.8209342956543
2015-11-13,49.77675247192383
2015-11-16,49.091697692871094
2015-11-17,48.3624382019043
2015-11-18,46.55037307739258
2015-11-19,47.19123840332031
2015-11-20,47.135986328125
2015-11-23,46.263092041015625
2015-11-24,45.98685836791992
2015-11-26,46.031063079833984
2015-11-27,46.561424255371094
2015-11-30,47.12493896484375
2015-12-01,47.14702224731445
2015-12-02,47.06968688964844
2015-12-03,47.21332550048828
2015-12-04,46.24098205566406
2015-12-07,45.787967681884766
2015-12-08,44.329471588134766
2015-12-09,45.169227600097656
2015-12-10,43.887516021728516
2015-12-11,44.43997573852539
2015-12-14,45.73272705078125
2015-12-15,45.68851852416992
2015-12-16,45.699581146240234
2015-12-17,47.66634750366211
2015-12-18,47.04758834838867
2015-12-21,48.21879959106445
