Date,UNACEMC1.LM
2015-08-24,1.231081485748291
2015-08-25,1.2593823671340942
2015-08-26,1.2735326290130615
2015-08-27,1.3442844152450562
2015-08-28,1.3442844152450562
2015-08-31,1.4150360822677612
2015-09-01,1.400885820388794
2015-09-02,1.400885820388794
2015-09-03,1.400885820388794
2015-09-04,1.3584345579147339
2015-09-08,1.3301339149475098
2015-09-09,1.308908462524414
2015-09-10,1.3442844152450562
2015-09-11,1.3442844152450562
2015-09-14,1.3442844152450562
2015-09-15,1.3442844152450562
2015-09-16,1.36551034450531
2015-09-17,1.4150360822677612
2015-09-18,1.36551034450531
2015-09-21,1.36551034450531
2015-09-22,1.3442844152450562
2015-09-23,1.3442844152450562
2015-09-24,1.3372092247009277
2015-09-25,1.308908462524414
2015-09-28,1.308908462524414
2015-09-29,1.308908462524414
2015-09-30,1.3230586051940918
2015-10-01,1.2947582006454468
2015-10-02,1.2735326290130615
2015-10-05,1.2735326290130615
2015-10-06,1.2735326290130615
2015-10-07,1.2735326290130615
2015-10-08,1.2735326290130615
2015-10-09,1.2735326290130615
2015-10-12,1.2947582006454468
2015-10-13,1.2735326290130615
2015-10-14,1.2735326290130615
2015-10-15,1.301833152770996
2015-10-16,1.238156795501709
2015-10-19,1.231081485748291
2015-10-20,1.2523072957992554
2015-10-21,1.2523072957992554
2015-10-22,1.2523072957992554
2015-10-23,1.2452319860458374
2015-10-26,1.238156795501709
2015-10-27,1.238156795501709
2015-10-28,1.238156795501709
2015-10-29,1.238156795501709
2015-10-30,1.2452319860458374
2015-11-02,1.238156795501709
2015-11-03,1.2523072957992554
2015-11-04,1.2523072957992554
2015-11-05,1.2593823671340942
2015-11-06,1.2593823671340942
2015-11-09,1.2900290489196777
2015-11-10,1.2900290489196777
2015-11-11,1.3185381889343262
2015-11-12,1.3185381889343262
2015-11-13,1.304283857345581
2015-11-16,1.304283857345581
2015-11-17,1.304283857345581
2015-11-18,1.2829021215438843
2015-11-19,1.2472659349441528
2015-11-20,1.2472659349441528
2015-11-23,1.2472659349441528
2015-11-24,1.2472659349441528
2015-11-25,1.2330114841461182
2015-11-27,1.225884199142456
2015-11-30,1.2116297483444214
2015-12-01,1.2116297483444214
2015-12-02,1.2116297483444214
2015-12-03,1.2116297483444214
2015-12-04,1.2116297483444214
2015-12-07,1.2330114841461182
2015-12-08,1.2330114841461182
2015-12-09,1.2330114841461182
2015-12-10,1.204502820968628
2015-12-11,1.204502820968628
2015-12-14,1.2116297483444214
2015-12-15,1.1759934425354004
2015-12-16,1.1759934425354004
2015-12-17,1.140357494354248
2015-12-18,1.1546120643615723
2015-12-21,1.1546120643615723
2015-12-22,1.1546120643615723
2015-12-23,1.1546120643615723
2015-12-24,1.1546120643615723
2015-12-28,1.140357494354248
2015-12-29,1.140357494354248
2015-12-30,1.1688666343688965
2015-12-31,1.1688666343688965
2016-01-04,1.2116297483444214
2016-01-05,1.2330114841461182
2016-01-06,1.2330114841461182
2016-01-07,1.1759934425354004
2016-01-08,1.1759934425354004
2016-01-11,1.140357494354248
2016-01-12,1.140357494354248
2016-01-13,1.1189756393432617
2016-01-14,1.1189756393432617
2016-01-15,1.097593903541565
2016-01-19,1.097593903541565
2016-01-20,1.097593903541565
2016-01-21,1.097593903541565
2016-01-22,1.097593903541565
2016-01-25,1.097593903541565
2016-01-26,1.097593903541565
2016-01-27,1.097593903541565
2016-01-28,1.097593903541565
2016-01-29,1.0334488153457642
2016-02-01,0.9621766805648804
2016-02-02,0.9621766805648804
2016-02-03,0.9265403151512146
2016-02-04,0.9265403151512146
2016-02-05,0.9265403151512146
2016-02-08,0.9621766805648804
2016-02-09,0.9978126883506775
2016-02-10,0.9978126883506775
2016-02-11,0.9978126883506775
2016-02-12,0.9621766805648804
2016-02-16,0.9715321660041809
2016-02-17,0.9643356204032898
2016-02-18,0.9643356204032898
2016-02-19,0.9643356204032898
2016-02-22,0.9715321660041809
2016-02-23,0.9715321660041809
2016-02-24,0.9715321660041809
2016-02-25,0.9715321660041809
2016-02-26,0.9715321660041809
2016-02-29,1.0075143575668335
2016-03-01,1.0075143575668335
2016-03-02,1.0794801712036133
2016-03-03,1.0794801712036133
2016-03-04,1.0794801712036133
2016-03-07,1.1874281167984009
2016-03-08,1.1874281167984009
2016-03-09,1.194624423980713
2016-03-10,1.2234108448028564
2016-03-11,1.3169656991958618
2016-03-14,1.331358790397644
2016-03-15,1.331358790397644
2016-03-16,1.3169656991958618
2016-03-17,1.295375943183899
2016-03-18,1.4752897024154663
2016-03-21,1.5688446760177612
2016-03-22,1.5688446760177612
2016-03-23,1.5472549200057983
2016-03-24,1.6120233535766602
2016-03-28,1.5616477727890015
2016-03-29,1.5616477727890015
2016-03-30,1.6192198991775513
2016-03-31,1.6192198991775513
2016-04-01,1.6192198991775513
2016-04-04,1.5832375288009644
2016-04-05,1.5832375288009644
2016-04-06,1.5112720727920532
2016-04-07,1.4249134063720703
2016-04-08,1.3601449728012085
2016-04-11,1.6911852359771729
2016-04-12,1.6911852359771729
2016-04-13,1.799133539199829
2016-04-14,1.8351161479949951
2016-04-15,1.7703471183776855
2016-04-18,1.8710992336273193
2016-04-19,1.8710992336273193
2016-04-20,1.9790465831756592
2016-04-21,2.015028715133667
2016-04-22,2.0510129928588867
2016-04-25,1.9430643320083618
2016-04-26,1.9430643320083618
2016-04-27,1.9070812463760376
2016-04-28,1.9430643320083618
2016-04-29,1.9142780303955078
2016-05-02,2.1157805919647217
2016-05-03,2.1157805919647217
2016-05-04,2.1157805919647217
2016-05-05,2.1157805919647217
2016-05-06,1.9790465831756592
2016-05-09,1.9646533727645874
2016-05-10,1.9646533727645874
2016-05-11,1.9430643320083618
2016-05-12,1.9430643320083618
2016-05-13,1.9790465831756592
2016-05-16,1.9884463548660278
2016-05-17,1.9522931575775146
2016-05-18,1.9522931575775146
2016-05-19,1.9450623989105225
2016-05-20,1.9161397218704224
2016-05-23,1.9161397218704224
2016-05-24,1.9016780853271484
2016-05-25,1.9016780853271484
2016-05-26,1.8872170448303223
2016-05-27,1.8872170448303223
2016-05-31,1.9161397218704224
2016-06-01,1.923370599746704
2016-06-02,1.923370599746704
2016-06-03,1.923370599746704
2016-06-06,1.9522931575775146
2016-06-07,1.9522931575775146
2016-06-08,1.9522931575775146
2016-06-09,1.8799855709075928
2016-06-10,1.8799855709075928
2016-06-13,1.8004482984542847
2016-06-14,1.7642943859100342
2016-06-15,1.8655246496200562
2016-06-16,1.872755527496338
2016-06-17,1.8799855709075928
2016-06-20,1.8799855709075928
2016-06-21,1.843832015991211
2016-06-22,1.843832015991211
2016-06-23,1.843832015991211
2016-06-24,1.843832015991211
2016-06-27,1.7932169437408447
2016-06-28,1.8076790571212769
2016-06-29,1.8076790571212769
2016-06-30,1.8293713331222534
2016-07-01,1.8076790571212769
2016-07-05,1.8221408128738403
