Date,UNIONBANK.NS
2015-08-21,169.98165893554688
2015-08-24,147.44781494140625
2015-08-25,149.5736541748047
2015-08-26,144.68423461914062
2015-08-27,153.8678436279297
2015-08-28,148.80838012695312
2015-08-31,150.89166259765625
2015-09-01,142.64344787597656
2015-09-02,134.7353515625
2015-09-03,137.4138946533203
2015-09-04,133.37481689453125
2015-09-07,130.4836883544922
2015-09-08,135.58567810058594
2015-09-09,145.32199096679688
2015-09-10,141.920654296875
2015-09-11,141.1978759765625
2015-09-14,146.68251037597656
2015-09-15,143.7063751220703
2015-09-16,145.95974731445312
2015-09-18,151.359375
2015-09-21,154.16546630859375
2015-09-22,147.23524475097656
2015-09-23,152.71990966796875
2015-09-24,152.25221252441406
2015-09-28,152.2947235107422
2015-09-29,153.1450653076172
2015-09-30,148.97842407226562
2015-10-01,147.83047485351562
2015-10-05,155.100830078125
2015-10-06,157.35423278808594
2015-10-07,157.3116912841797
2015-10-08,157.43922424316406
2015-10-09,154.59063720703125
2015-10-12,154.97329711914062
2015-10-13,153.10255432128906
2015-10-14,149.2760467529297
2015-10-15,151.48690795898438
2015-10-16,149.3185577392578
2015-10-19,147.78797912597656
2015-10-20,148.00054931640625
2015-10-21,144.55670166015625
2015-10-23,143.66384887695312
2015-10-26,139.79483032226562
2015-10-27,141.7506103515625
2015-10-28,139.2421112060547
2015-10-29,135.6707000732422
2015-10-30,133.1622314453125
2015-11-02,135.6707000732422
2015-11-03,134.77784729003906
2015-11-04,139.19960021972656
2015-11-05,137.7115020751953
2015-11-06,138.51931762695312
2015-11-09,138.85946655273438
2015-11-10,136.5210418701172
2015-11-13,136.6486053466797
2015-11-16,140.94277954101562
2015-11-17,140.47508239746094
2015-11-18,136.05335998535156
2015-11-19,137.1588134765625
2015-11-20,137.7115020751953
2015-11-23,136.47853088378906
2015-11-24,135.032958984375
2015-11-26,136.05335998535156
2015-11-27,143.06861877441406
2015-11-30,147.32028198242188
2015-12-01,146.76756286621094
2015-12-02,144.93936157226562
2015-12-03,143.4937744140625
2015-12-04,140.73019409179688
2015-12-07,140.5601348876953
2015-12-08,136.56358337402344
2015-12-09,133.41732788085938
2015-12-10,127.59253692626953
2015-12-11,124.14866638183594
2015-12-14,123.08578491210938
2015-12-15,124.02114868164062
2015-12-16,124.65890502929688
2015-12-17,126.18948364257812
2015-12-18,128.145263671875
2015-12-21,130.18606567382812
2015-12-22,128.69798278808594
2015-12-23,130.27108764648438
2015-12-24,128.69798278808594
2015-12-28,129.97348022460938
2015-12-29,128.74049377441406
2015-12-30,127.1248779296875
2015-12-31,126.40205383300781
2016-01-01,127.55004119873047
2016-01-04,123.00072479248047
2016-01-05,121.55516815185547
2016-01-06,122.15039825439453
2016-01-07,115.26270294189453
2016-01-08,116.3681411743164
2016-01-11,110.96852111816406
2016-01-12,108.077392578125
2016-01-13,108.71513366699219
2016-01-14,105.31380462646484
2016-01-15,96.3427963256836
2016-01-18,95.79007720947266
2016-01-19,97.19312286376953
2016-01-20,94.59960174560547
2016-01-21,97.10807800292969
2016-01-22,102.33763885498047
2016-01-25,101.10465240478516
2016-01-27,110.67090606689453
2016-01-28,106.84440612792969
2016-01-29,111.26614379882812
2016-02-01,106.84440612792969
2016-02-02,107.56719207763672
2016-02-03,104.59101867675781
2016-02-04,106.07910919189453
2016-02-05,112.28653717041016
2016-02-08,114.75251007080078
2016-02-09,110.03314971923828
2016-02-10,104.80360412597656
2016-02-11,100.5944595336914
2016-02-12,93.5792007446289
2016-02-15,102.04002380371094
2016-02-16,96.38529968261719
2016-02-17,97.40570068359375
2016-02-18,97.10807800292969
2016-02-19,100.33934783935547
2016-02-22,98.38357543945312
2016-02-23,94.64212799072266
2016-02-24,95.74754333496094
2016-02-25,96.47032928466797
2016-02-26,92.43124389648438
2016-02-29,90.94316864013672
2016-03-01,95.70503997802734
2016-03-02,103.14546203613281
2016-03-03,102.89035034179688
2016-03-04,106.9719467163086
2016-03-08,106.9719467163086
2016-03-09,107.4821548461914
2016-03-10,105.61141967773438
2016-03-11,105.39883422851562
2016-03-14,106.12162017822266
2016-03-15,106.54678344726562
2016-03-16,107.56719207763672
2016-03-17,107.35460662841797
2016-03-18,108.71513366699219
2016-03-21,111.13858795166016
2016-03-22,110.6283950805664
2016-03-23,108.92772674560547
2016-03-28,105.78148651123047
2016-03-29,105.82400512695312
2016-03-30,109.69302368164062
2016-03-31,111.2236328125
2016-04-01,118.53649139404297
2016-04-04,116.83582305908203
2016-04-05,109.99063873291016
2016-04-06,108.6301040649414
2016-04-07,106.12162017822266
2016-04-08,106.84440612792969
2016-04-11,110.2032241821289
2016-04-12,109.48043823242188
2016-04-13,111.60626983642578
2016-04-18,108.75765991210938
2016-04-20,108.20494079589844
2016-04-21,112.07395935058594
2016-04-22,113.17939758300781
2016-04-25,110.96852111816406
2016-04-26,111.6913070678711
2016-04-27,112.1164779663086
2016-04-28,109.31037902832031
2016-04-29,108.33248901367188
2016-05-02,107.22705841064453
2016-05-03,105.65393829345703
2016-05-04,100.08425903320312
2016-05-05,99.23391723632812
2016-05-06,99.91419219970703
2016-05-09,103.78321075439453
2016-05-10,102.76280975341797
2016-05-11,99.36146545410156
2016-05-12,100.38187408447266
2016-05-13,98.63868713378906
2016-05-16,92.7713851928711
2016-05-17,91.92105865478516
2016-05-18,93.96184539794922
2016-05-19,90.90065002441406
2016-05-20,89.88025665283203
2016-05-23,89.58263397216797
2016-05-24,90.85813903808594
2016-05-25,92.98396301269531
2016-05-26,94.21695709228516
2016-05-27,97.91590881347656
2016-05-30,98.38357543945312
2016-05-31,100.67948913574219
2016-06-01,96.93802642822266
2016-06-02,98.97882080078125
2016-06-03,96.38529968261719
2016-06-06,98.68120574951172
2016-06-07,100.25431823730469
2016-06-08,102.63525390625
2016-06-09,103.1029281616211
2016-06-10,102.4651870727539
2016-06-13,100.80703735351562
2016-06-14,103.69816589355469
2016-06-15,105.69645690917969
2016-06-16,107.52467346191406
2016-06-17,109.64060974121094
2016-06-20,110.72017669677734
2016-06-21,108.56105041503906
2016-06-22,107.56786346435547
2016-06-23,109.0792465209961
2016-06-24,105.40872192382812
2016-06-27,108.12921905517578
2016-06-28,110.1588134765625
2016-06-29,110.59064483642578
2016-06-30,110.80654907226562
2016-07-01,113.7861557006836
2016-07-04,116.50664520263672
2016-07-05,116.2043685913086
2016-07-07,114.73616790771484
2016-07-08,112.01566314697266
2016-07-11,116.7657470703125
2016-07-12,119.0544204711914
2016-07-13,116.42028045654297
2016-07-14,121.6453857421875
2016-07-15,120.86808776855469
2016-07-18,119.5294189453125
2016-07-19,118.44986724853516
2016-07-20,118.01803588867188
2016-07-21,113.09522247314453
2016-07-22,109.20879364013672
2016-07-25,113.4838638305664
2016-07-26,112.01566314697266
2016-07-27,112.87931060791016
2016-07-28,111.41110229492188
2016-07-29,110.02926635742188
2016-08-01,107.95649719238281
2016-08-02,108.38832092285156
2016-08-03,110.07244110107422
2016-08-04,114.34751892089844
2016-08-05,118.40669250488281
2016-08-08,110.84973907470703
2016-08-09,111.79974365234375
2016-08-10,108.90650939941406
2016-08-11,106.92012023925781
2016-08-12,111.71338653564453
2016-08-16,112.23157501220703
2016-08-17,114.08842468261719
2016-08-18,115.25434875488281
2016-08-19,117.32711791992188
2016-08-22,115.3839111328125
2016-08-23,117.02484130859375
2016-08-24,117.62939453125
2016-08-25,115.81574249267578
2016-08-26,115.72936248779297
2016-08-29,116.03164672851562
2016-08-30,122.16355895996094
2016-08-31,122.37948608398438
2016-09-01,118.75214385986328
2016-09-02,120.91128540039062
2016-09-06,125.83409881591797
2016-09-07,130.19554138183594
2016-09-08,131.36146545410156
2016-09-09,128.9432373046875
2016-09-12,121.81810760498047
2016-09-14,124.92725372314453
2016-09-15,123.89087677001953
2016-09-16,121.60220336914062
2016-09-19,122.42266082763672
2016-09-20,122.24994659423828
2016-09-21,122.20674896240234
2016-09-22,125.92045593261719
2016-09-23,125.4022445678711
2016-09-26,122.0340347290039
2016-09-27,122.24994659423828
2016-09-28,126.09317016601562
2016-09-29,116.9384765625
2016-09-30,118.62261199951172
2016-10-03,123.67496490478516
2016-10-04,131.44781494140625
2016-10-05,131.57737731933594
2016-10-06,129.0295867919922
2016-10-07,128.7705078125
2016-10-10,125.79090118408203
2016-10-13,122.8544921875
2016-10-14,121.99083709716797
2016-10-17,118.57941436767578
2016-10-18,123.67496490478516
2016-10-19,123.28631591796875
2016-10-20,127.69093322753906
2016-10-21,126.91365814208984
2016-10-24,127.82049560546875
2016-10-25,127.60458374023438
2016-10-26,124.92725372314453
2016-10-27,124.23634338378906
2016-10-28,127.5182113647461
2016-11-01,124.53861236572266
2016-11-02,120.09081268310547
2016-11-03,118.3635025024414
2016-11-04,115.68617248535156
2016-11-07,114.73616790771484
2016-11-08,111.88611602783203
2016-11-09,111.15200805664062
2016-11-10,123.54541778564453
2016-11-11,124.27951049804688
2016-11-15,127.64776611328125
2016-11-16,127.69093322753906
2016-11-17,129.0295867919922
