Date,WEGE3.SA
2015-08-24,5.3575849533081055
2015-08-25,5.237590789794922
2015-08-26,5.247319221496582
2015-08-27,5.399742126464844
2015-08-28,5.428933143615723
2015-08-31,5.432175636291504
2015-09-01,5.276507377624512
2015-09-02,5.47109317779541
2015-09-03,5.47109317779541
2015-09-04,5.351099014282227
2015-09-08,5.295965671539307
2015-09-09,5.214889049530029
2015-09-10,5.188945770263672
2015-09-11,5.201915264129639
2015-09-14,5.328395843505859
2015-09-15,5.351099014282227
2015-09-16,5.3932600021362305
2015-09-17,5.432175636291504
2015-09-18,5.331638813018799
2015-09-21,5.270020484924316
2015-09-22,5.354342460632324
2015-09-23,5.297115802764893
2015-09-24,5.287353515625
2015-09-25,5.134427070617676
2015-09-28,5.088873386383057
2015-09-29,5.043320655822754
2015-09-30,5.02705192565918
2015-10-01,5.170218467712402
2015-10-02,5.31663703918457
2015-10-05,5.446787357330322
2015-10-06,5.433773040771484
2015-10-07,5.479326248168945
2015-10-08,5.287353515625
2015-10-09,5.192994594573975
2015-10-13,5.31663703918457
2015-10-14,5.25481653213501
2015-10-15,5.267828941345215
2015-10-16,5.206010818481445
2015-10-19,5.176723957061768
2015-10-20,5.1897406578063965
2015-10-21,5.095383167266846
2015-10-22,5.157204627990723
2015-10-23,5.157204627990723
2015-10-26,5.092127323150635
2015-10-27,5.079113960266113
2015-10-28,4.932692527770996
2015-10-29,4.727707862854004
2015-10-30,4.685408115386963
2015-11-03,4.682156085968018
2015-11-04,4.675648212432861
2015-11-05,5.007528781890869
2015-11-06,4.900155544281006
2015-11-09,4.8546013832092285
2015-11-10,4.708184242248535
2015-11-11,4.730960845947266
2015-11-12,4.636602878570557
2015-11-13,4.571527481079102
2015-11-16,4.620334148406982
2015-11-17,4.691915035247803
2015-11-18,4.5975565910339355
2015-11-19,4.78302001953125
2015-11-23,4.78302001953125
2015-11-24,4.916425704956055
2015-11-25,5.023797512054443
2015-11-26,4.994513988494873
2015-11-27,5.095383167266846
2015-11-30,4.945709228515625
2015-12-01,5.170218467712402
2015-12-02,5.22878360748291
2015-12-03,5.368696689605713
2015-12-04,5.0758585929870605
2015-12-07,5.245053291320801
2015-12-08,5.053084850311279
2015-12-09,5.02705192565918
2015-12-10,5.206010818481445
2015-12-11,5.342667579650879
2015-12-14,5.101888656616211
2015-12-15,5.0107831954956055
2015-12-16,5.111652374267578
2015-12-17,5.029998302459717
2015-12-18,4.96467399597168
2015-12-21,4.961406230926514
2015-12-22,5.052862167358398
2015-12-23,5.0789923667907715
2015-12-28,5.1475830078125
2015-12-29,5.088789939880371
2015-12-30,4.883017063140869
2016-01-04,4.781763553619385
2016-01-05,5.013665676116943
2016-01-06,4.899346828460693
2016-01-07,4.758901596069336
2016-01-08,4.736037254333496
2016-01-11,4.628252983093262
2016-01-12,4.834022045135498
2016-01-13,4.654380798339844
2016-01-14,4.6576457023620605
2016-01-15,4.611919403076172
2016-01-18,4.559659004211426
2016-01-19,4.595586776733398
2016-01-20,4.530264377593994
2016-01-21,4.7327680587768555
2016-01-22,4.817691802978516
2016-01-26,4.634785175323486
2016-01-27,4.8242268562316895
2016-01-28,4.811161518096924
2016-01-29,5.049592971801758
2016-02-01,4.925479888916016
2016-02-02,4.722970008850098
2016-02-03,4.814427852630615
2016-02-04,4.794829845428467
2016-02-05,4.768697738647461
2016-02-10,4.768697738647461
2016-02-11,4.660914897918701
2016-02-12,4.687044620513916
2016-02-15,4.579257488250732
2016-02-16,4.572724342346191
2016-02-17,4.569460391998291
2016-02-18,4.6217169761657715
2016-02-19,4.572724342346191
2016-02-22,4.768697738647461
2016-02-23,4.722970008850098
2016-02-24,4.292998313903809
2016-02-25,4.335698127746582
2016-02-26,4.220735549926758
2016-02-29,4.332411289215088
2016-03-01,4.352120876312256
2016-03-02,4.483503341674805
2016-03-03,4.450658321380615
2016-03-04,4.509781360626221
2016-03-07,4.585328578948975
2016-03-08,4.779120445251465
2016-03-09,4.55576753616333
2016-03-10,4.519636154174805
2016-03-11,4.47365140914917
2016-03-14,4.4342360496521
2016-03-15,4.4342360496521
2016-03-16,4.529489040374756
2016-03-17,4.690438270568848
2016-03-18,4.729852676391602
2016-03-21,4.798829555511475
2016-03-22,4.861236095428467
2016-03-23,4.625601768493652
2016-03-24,4.58273983001709
2016-03-28,4.691542148590088
2016-03-29,4.8135271072387695
2016-03-30,4.783854961395264
