Date,GETI-B.ST
2016-04-04,112.55317687988281
2016-04-05,110.79643249511719
2016-04-06,112.49259948730469
2016-04-07,111.4627685546875
2016-04-08,114.67337036132812
2016-04-11,114.49166870117188
2016-04-12,114.24932861328125
2016-04-13,116.36954498291016
2016-04-14,116.61186218261719
2016-04-15,115.2791748046875
2016-04-18,115.64263153076172
2016-04-19,119.45901489257812
2016-04-20,117.39937591552734
2016-04-21,116.49073028564453
2016-04-22,106.85887145996094
2016-04-25,105.82906341552734
2016-04-26,105.04154968261719
2016-04-27,104.31462097167969
2016-04-28,105.10211944580078
2016-04-29,102.86075592041016
2016-05-02,101.64920806884766
2016-05-03,100.92227172851562
2016-05-04,100.25591278076172
2016-05-06,100.6799545288086
2016-05-09,105.16270446777344
2016-05-10,103.22422790527344
2016-05-11,102.3155517578125
2016-05-12,101.588623046875
2016-05-13,102.92133331298828
2016-05-16,102.86075592041016
2016-05-17,103.22422790527344
2016-05-18,103.70885467529297
2016-05-19,102.19441223144531
2016-05-20,104.19346618652344
2016-05-23,105.10211944580078
2016-05-24,106.85887145996094
2016-05-25,106.07135772705078
2016-05-26,106.73770904541016
2016-05-27,105.4050064086914
2016-05-30,107.10118103027344
2016-05-31,107.828125
2016-06-01,106.31366729736328
2016-06-02,105.58674621582031
2016-06-03,105.28385925292969
2016-06-07,106.91944122314453
2016-06-08,104.79924011230469
2016-06-09,104.13288116455078
2016-06-10,101.5280532836914
2016-06-13,101.22516632080078
2016-06-14,100.8011245727539
2016-06-15,101.04341125488281
2016-06-16,100.134765625
2016-06-17,100.92227172851562
2016-06-20,103.04248809814453
2016-06-21,103.16364288330078
2016-06-22,103.28479766845703
2016-06-23,105.28385925292969
2016-06-27,96.68183135986328
2016-06-28,100.6799545288086
2016-06-29,101.70977783203125
2016-06-30,104.61750030517578
2016-07-01,106.49540710449219
2016-07-04,105.4050064086914
2016-07-05,104.92040252685547
2016-07-06,103.89057922363281
2016-07-07,104.37520599365234
2016-07-08,105.46559143066406
2016-07-11,107.94927978515625
2016-07-12,108.00984954833984
2016-07-13,107.94927978515625
2016-07-14,104.92040252685547
2016-07-15,104.79924011230469
2016-07-18,105.58674621582031
2016-07-19,104.67808532714844
2016-07-20,105.70790100097656
2016-07-21,105.22328186035156
2016-07-22,104.79924011230469
2016-07-25,105.6473159790039
2016-07-26,105.4050064086914
2016-07-27,105.46559143066406
2016-07-28,105.10211944580078
2016-07-29,105.10211944580078
2016-08-01,105.34443664550781
2016-08-02,104.61750030517578
2016-08-03,104.19346618652344
2016-08-04,105.52616882324219
2016-08-05,106.6771469116211
2016-08-08,106.91944122314453
2016-08-09,108.8579330444336
2016-08-10,107.46465301513672
2016-08-11,108.25215911865234
2016-08-12,107.828125
2016-08-15,108.73678588867188
2016-08-16,106.91944122314453
2016-08-17,105.46559143066406
2016-08-18,106.25310516357422
2016-08-19,105.70790100097656
2016-08-22,101.5280532836914
2016-08-23,102.43671417236328
2016-08-24,102.19441223144531
2016-08-25,101.10401916503906
2016-08-26,101.70977783203125
2016-08-29,101.95209503173828
2016-08-30,101.16458892822266
2016-08-31,101.16458892822266
2016-09-01,100.5588150024414
2016-09-02,101.588623046875
2016-09-05,101.8309326171875
2016-09-06,102.07324981689453
2016-09-07,101.46746826171875
2016-09-08,101.10401916503906
2016-09-09,100.37706756591797
2016-09-12,99.4078369140625
2016-09-13,99.16551971435547
2016-09-14,100.74053955078125
2016-09-15,101.7703628540039
2016-09-16,101.64920806884766
2016-09-19,101.7703628540039
2016-09-20,101.64920806884766
2016-09-21,100.49824523925781
2016-09-22,102.67902374267578
2016-09-23,101.8309326171875
2016-09-26,99.7107162475586
2016-09-27,99.58955383300781
2016-09-28,100.07418060302734
2016-09-29,99.7107162475586
2016-09-30,100.74053955078125
2016-10-03,100.74053955078125
2016-10-04,101.10401916503906
2016-10-05,100.134765625
2016-10-06,99.58955383300781
2016-10-07,100.25591278076172
2016-10-10,100.134765625
2016-10-11,98.55975341796875
2016-10-12,96.13663482666016
2016-10-13,96.13663482666016
2016-10-14,95.53086853027344
2016-10-17,94.92509460449219
2016-10-18,100.8616943359375
2016-10-19,97.59050750732422
2016-10-20,93.8346939086914
2016-10-21,93.53181457519531
2016-10-24,92.74429321289062
2016-10-25,91.89620208740234
2016-10-26,91.2298583984375
2016-10-27,90.92697143554688
2016-10-28,91.10869598388672
2016-10-31,89.65483856201172
2016-11-01,88.44327545166016
2016-11-02,88.07981872558594
2016-11-03,90.13946533203125
2016-11-04,87.8980941772461
2016-11-07,89.47311401367188
2016-11-08,88.98847198486328
2016-11-09,89.17021942138672
2016-11-10,88.26156616210938
2016-11-11,87.41346740722656
2016-11-14,86.08075714111328
2016-11-15,87.35289764404297
2016-11-16,87.95866394042969
2016-11-17,87.8375015258789
2016-11-18,88.50386810302734
2016-11-21,88.44327545166016
2016-11-22,87.59522247314453
2016-11-23,87.17115020751953
2016-11-24,87.71635437011719
2016-11-25,88.68560791015625
2016-11-28,87.53461456298828
2016-11-29,87.29230499267578
2016-11-30,85.4144058227539
2016-12-01,84.38458251953125
2016-12-02,84.38458251953125
2016-12-05,83.53649139404297
2016-12-06,85.71729278564453
2016-12-07,85.47499084472656
2016-12-08,86.32306671142578
2016-12-09,86.38363647460938
2016-12-12,87.23174285888672
2016-12-13,88.80675506591797
2016-12-14,88.20098876953125
2016-12-15,90.01830291748047
2016-12-16,89.53368377685547
2016-12-19,88.32213592529297
2016-12-20,88.20098876953125
2016-12-21,86.86827087402344
2016-12-22,88.44327545166016
2016-12-23,89.17021942138672
2016-12-27,89.95772552490234
2016-12-28,89.7760009765625
2016-12-29,90.07887268066406
2016-12-30,88.50386810302734
2017-01-02,89.89715576171875
2017-01-03,89.7760009765625
2017-01-04,90.56350708007812
2017-01-05,90.68466186523438
2017-01-09,89.7760009765625
2017-01-10,89.59425354003906
2017-01-11,90.20003509521484
2017-01-12,94.13758087158203
2017-01-13,95.28855895996094
2017-01-16,94.5616226196289
2017-01-17,93.95584869384766
2017-01-18,94.37989044189453
2017-01-19,93.35005950927734
2017-01-20,94.19816589355469
2017-01-23,92.50198364257812
2017-01-24,92.926025390625
2017-01-25,93.95584869384766
2017-01-26,87.71635437011719
2017-01-27,85.77787017822266
2017-01-30,85.17208862304688
2017-01-31,85.65670776367188
2017-02-01,85.65670776367188
2017-02-02,85.35382843017578
2017-02-03,86.02018737792969
2017-02-06,85.35382843017578
2017-02-07,86.08075714111328
2017-02-08,87.8980941772461
2017-02-09,88.62501525878906
2017-02-10,88.68560791015625
2017-02-13,88.8673324584961
2017-02-14,88.44327545166016
2017-02-15,88.3827133178711
2017-02-16,88.32213592529297
2017-02-17,88.50386810302734
2017-02-20,88.50386810302734
2017-02-21,89.47311401367188
2017-02-22,89.95772552490234
2017-02-23,90.38177490234375
2017-02-24,90.3211898803711
2017-02-27,90.5029296875
2017-02-28,92.80487823486328
2017-03-01,93.1077651977539
2017-03-02,93.65296936035156
2017-03-03,93.95584869384766
2017-03-06,92.80487823486328
2017-03-07,92.32025146484375
2017-03-08,92.44141387939453
2017-03-09,93.65296936035156
2017-03-10,93.65296936035156
2017-03-13,94.5616226196289
2017-03-14,94.6222152709961
2017-03-15,94.68278503417969
2017-03-16,94.6222152709961
2017-03-17,94.5616226196289
2017-03-20,95.16739654541016
2017-03-21,94.25873565673828
2017-03-22,93.59237670898438
2017-03-23,94.92509460449219
2017-03-24,94.37989044189453
2017-03-27,94.5616226196289
2017-03-28,93.47122955322266
2017-03-29,94.07701873779297
2017-03-30,95.38005065917969
2017-03-31,96.92143249511719
2017-04-03,95.44170379638672
2017-04-04,94.57852935791016
2017-04-05,94.02364349365234
2017-04-06,94.57852935791016
2017-04-07,95.50336456298828
2017-04-10,97.47632598876953
2017-04-11,96.85977172851562
2017-04-12,97.66128540039062
2017-04-13,97.66128540039062
2017-04-18,97.66128540039062
2017-04-19,98.09286499023438
2017-04-20,97.84625244140625
2017-04-21,95.87330627441406
2017-04-24,96.48985290527344
2017-04-25,103.70345306396484
2017-04-26,104.75159454345703
2017-04-27,105.6764144897461
2017-04-28,106.72454833984375
2017-05-02,107.9576416015625
2017-05-03,108.69750213623047
2017-05-04,110.11556243896484
2017-05-05,109.6839828491211
2017-05-08,109.12908172607422
2017-05-09,110.79376983642578
2017-05-10,110.60881042480469
2017-05-11,109.06742095947266
2017-05-12,110.9170913696289
2017-05-15,110.3621826171875
2017-05-16,110.4854965209961
2017-05-17,108.82080841064453
2017-05-18,109.00577545166016
2017-05-19,109.49900817871094
2017-05-22,110.54714965820312
2017-05-23,111.53363037109375
2017-05-24,111.0403823852539
2017-05-26,112.33514404296875
2017-05-29,111.59529113769531
2017-05-30,111.71858215332031
2017-05-31,111.53363037109375
2017-06-01,112.27349853515625
2017-06-02,113.4449234008789
2017-06-05,112.02687072753906
2017-06-06,112.02687072753906
2017-06-07,113.01333618164062
2017-06-08,112.5817642211914
2017-06-09,112.5817642211914
2017-06-12,111.65694427490234
2017-06-13,113.19831085205078
2017-06-14,107.09447479248047
2017-06-15,107.58772277832031
2017-06-16,109.25238800048828
2017-06-19,105.98468017578125
2017-06-20,105.30648803710938
2017-06-21,105.49144744873047
2017-06-22,106.60123443603516
2017-06-23,106.60123443603516
2017-06-26,105.86138153076172
2017-06-27,104.62828826904297
2017-06-28,103.27186584472656
2017-06-29,101.3605728149414
2017-06-30,101.6688461303711
2017-07-03,101.6688461303711
2017-07-04,100.86734008789062
2017-07-05,101.73051452636719
2017-07-06,100.43576049804688
2017-07-07,101.17561340332031
2017-07-10,101.6072006225586
2017-07-11,100.86734008789062
2017-07-12,102.65533447265625
2017-07-13,102.47036743164062
2017-07-14,102.65533447265625
2017-07-17,93.40708923339844
2017-07-18,91.064208984375
2017-07-19,90.94091033935547
2017-07-20,89.95443725585938
2017-07-21,89.15291595458984
2017-07-24,88.41305541992188
2017-07-25,87.858154296875
2017-07-26,88.65968322753906
2017-07-27,87.54988098144531
2017-07-28,86.31678771972656
2017-07-31,86.44010925292969
2017-08-01,87.1183090209961
2017-08-02,86.81002044677734
2017-08-03,86.9949951171875
2017-08-04,87.17996215820312
2017-08-07,86.68672180175781
2017-08-08,88.72132873535156
2017-08-09,89.09126281738281
2017-08-10,87.54988098144531
2017-08-11,87.42657470703125
2017-08-14,89.15291595458984
2017-08-15,89.09126281738281
2017-08-16,88.59801483154297
2017-08-17,89.15291595458984
2017-08-18,87.98147583007812
2017-08-21,88.16642761230469
2017-08-22,88.90630340576172
2017-08-23,88.41305541992188
2017-08-24,92.00975036621094
2017-08-25,92.20594024658203
2017-08-28,92.6636962890625
2017-08-29,92.4675064086914
2017-08-30,92.99066925048828
2017-08-31,96.52195739746094
2017-09-01,95.8680191040039
2017-09-04,94.56012725830078
2017-09-05,94.36395263671875
2017-09-06,93.44842529296875
2017-09-07,95.27946472167969
2017-09-08,94.49473571777344
2017-09-11,97.76445007324219
2017-09-12,98.0914306640625
2017-09-13,98.54917907714844
2017-09-14,99.33390045166016
2017-09-15,99.203125
2017-09-18,99.3992919921875
2017-09-19,98.81077575683594
2017-09-20,99.26851654052734
2017-09-21,100.38021850585938
2017-09-22,99.3992919921875
2017-09-25,98.94154357910156
2017-09-26,98.0914306640625
2017-09-27,97.76445007324219
2017-09-28,96.7181396484375
2017-09-29,99.85706329345703
2017-10-02,101.6881103515625
2017-10-03,103.257568359375
2017-10-04,104.17308807373047
2017-10-05,103.71532440185547
2017-10-06,102.0804672241211
2017-10-09,102.66902923583984
2017-10-10,102.01508331298828
2017-10-11,102.01508331298828
2017-10-12,102.34204864501953
2017-10-13,102.40744018554688
2017-10-16,102.5382308959961
2017-10-17,102.5382308959961
2017-10-18,98.41838073730469
2017-10-19,101.36113739013672
2017-10-20,103.32295989990234
2017-10-23,103.84612274169922
2017-10-24,102.73441314697266
2017-10-25,103.38835906982422
2017-10-26,107.37740325927734
2017-10-27,108.4891128540039
2017-10-30,107.5082015991211
2017-10-31,107.769775390625
2017-11-01,105.28479766845703
2017-11-02,105.41558074951172
2017-11-03,106.39649200439453
2017-11-06,106.91963958740234
2017-11-07,106.98504638671875
2017-11-08,104.95782470703125
2017-11-09,103.91149139404297
2017-11-10,96.12959289550781
2017-11-13,99.85706329345703
2017-11-14,99.66089630126953
2017-11-15,99.98785400390625
2017-11-16,100.9687728881836
2017-11-17,100.11864471435547
2017-11-20,99.66089630126953
2017-11-21,100.5110092163086
2017-11-22,100.38021850585938
2017-11-23,99.53010559082031
2017-11-24,98.87614440917969
2017-11-27,99.33390045166016
2017-11-28,99.85706329345703
2017-11-29,99.79167175292969
2017-11-30,98.48377990722656
2017-12-01,97.8298568725586
2017-12-04,99.13773345947266
2017-12-05,97.24130249023438
2017-12-06,95.73722076416016
2017-12-07,92.775634765625
2017-12-08,110.2820053100586
2017-12-11,109.74966430664062
2017-12-12,110.99179077148438
2017-12-13,109.8384017944336
2017-12-14,107.17671966552734
2017-12-15,106.82183074951172
2017-12-18,109.12861633300781
2017-12-19,107.17671966552734
2017-12-20,106.20077514648438
2017-12-21,106.20077514648438
2017-12-22,105.84589385986328
2017-12-27,105.75715637207031
2017-12-28,105.40228271484375
2017-12-29,105.5797119140625
2018-01-02,104.24887084960938
2018-01-03,104.24887084960938
2018-01-04,103.8496322631836
2018-01-05,105.62408447265625
2018-01-08,105.2691879272461
2018-01-09,104.86993408203125
2018-01-10,104.24887084960938
2018-01-11,104.51505279541016
2018-01-12,104.20452117919922
2018-01-15,104.29325103759766
2018-01-16,103.62782287597656
2018-01-17,102.38571166992188
2018-01-18,100.87743377685547
2018-01-19,102.51879119873047
2018-01-22,102.82933044433594
2018-01-23,103.8496322631836
2018-01-24,102.87368774414062
2018-01-25,102.56315612792969
2018-01-26,103.09548950195312
2018-01-29,92.31571960449219
2018-01-30,92.71495819091797
2018-01-31,95.73152923583984
2018-02-01,95.82025146484375
2018-02-02,95.5540771484375
2018-02-05,94.0457992553711
2018-02-06,90.6743392944336
2018-02-07,92.09391021728516
2018-02-08,90.54126739501953
2018-02-09,89.21043395996094
2018-02-12,90.27508544921875
2018-02-13,88.85554504394531
2018-02-14,89.52095031738281
2018-02-15,89.65403747558594
2018-02-16,91.29541015625
2018-02-19,89.74275207519531
2018-02-20,90.49691009521484
2018-02-21,90.58560943603516
2018-02-22,91.2066879272461
2018-02-23,92.18263244628906
2018-02-26,92.58187866210938
2018-02-27,92.44879150390625
2018-02-28,92.8036880493164
2018-03-01,92.09391021728516
2018-03-02,90.54126739501953
2018-03-05,90.6743392944336
2018-03-06,90.6743392944336
2018-03-07,90.85179138183594
2018-03-08,96.48565673828125
2018-03-09,98.3932113647461
2018-03-12,94.97738647460938
2018-03-13,95.24354553222656
2018-03-14,95.46537017822266
2018-03-15,96.13076782226562
2018-03-16,95.06610870361328
2018-03-19,93.8239974975586
2018-03-20,92.18263244628906
2018-03-21,85.77686309814453
2018-03-22,83.02647399902344
2018-03-23,82.68932342529297
2018-03-26,82.15699005126953
2018-03-27,83.718505859375
2018-03-28,83.48782348632812
2018-03-29,84.23310089111328
2018-04-03,82.95549774169922
2018-04-04,82.26346588134766
2018-04-05,84.71220397949219
2018-04-06,85.2445297241211
2018-04-09,85.20904541015625
2018-04-10,84.6589584350586
2018-04-11,83.84272003173828
2018-04-12,85.22679138183594
2018-04-13,86.07852172851562
2018-04-16,85.3687515258789
2018-04-17,86.52213287353516
2018-04-18,86.2737045288086
2018-04-19,84.39279174804688
2018-04-20,84.80091857910156
2018-04-23,86.06078338623047
2018-04-24,84.90739440917969
2018-04-25,85.13806915283203
2018-04-26,79.83245849609375
2018-04-27,75.93468475341797
2018-04-30,73.67901611328125
2018-05-02,75.21286010742188
2018-05-03,75.30308532714844
2018-05-04,76.24144744873047
2018-05-07,79.02041625976562
2018-05-08,78.83995819091797
2018-05-09,78.83995819091797
2018-05-11,76.87301635742188
2018-05-14,76.69258117675781
2018-05-15,76.18730926513672
2018-05-16,76.06098937988281
2018-05-17,76.69258117675781
2018-05-18,76.65647888183594
2018-05-21,78.02792358398438
2018-05-22,76.76476287841797
2018-05-23,75.88053894042969
2018-05-24,75.50159454345703
2018-05-25,75.50159454345703
2018-05-28,75.1045913696289
2018-05-29,75.42939758300781
2018-05-30,75.42939758300781
2018-05-31,77.10762023925781
2018-06-01,80.193359375
2018-06-04,80.46404266357422
2018-06-05,80.17532348632812
2018-06-06,80.17532348632812
2018-06-07,77.36024475097656
2018-06-08,74.32864379882812
2018-06-11,74.65345001220703
2018-06-12,75.03240203857422
2018-06-13,74.07600402832031
2018-06-14,76.60235595703125
2018-06-15,76.62039184570312
2018-06-18,75.24894714355469
2018-06-19,74.1301498413086
2018-06-20,73.76924133300781
2018-06-21,73.28201293945312
2018-06-22,73.28201293945312
2018-06-25,73.28201293945312
2018-06-26,73.1917953491211
2018-06-27,73.48051452636719
2018-06-28,71.87448120117188
2018-06-29,73.53466033935547
2018-07-02,73.02938079833984
2018-07-03,73.26396942138672
2018-07-04,72.36170959472656
2018-07-05,73.84141540527344
2018-07-06,74.70759582519531
2018-07-09,75.66399383544922
2018-07-10,76.22340393066406
2018-07-11,75.41136932373047
2018-07-12,76.24144744873047
2018-07-13,76.36775970458984
2018-07-16,78.40689086914062
2018-07-17,86.61749267578125
2018-07-18,83.9468002319336
2018-07-19,82.55728912353516
2018-07-20,83.26107788085938
2018-07-23,83.09867095947266
2018-07-24,83.67610931396484
2018-07-25,83.4415283203125
2018-07-26,84.90318298339844
2018-07-27,85.26409912109375
2018-07-30,85.62500762939453
2018-07-31,85.5347900390625
2018-08-01,88.49421691894531
2018-08-02,89.14383697509766
2018-08-03,88.92729949951172
2018-08-06,88.78294372558594
2018-08-07,89.21601104736328
2018-08-08,89.43255615234375
2018-08-09,89.77542114257812
2018-08-10,88.4220199584961
2018-08-13,87.7363052368164
2018-08-14,87.88067626953125
2018-08-15,87.086669921875
2018-08-16,88.15133666992188
2018-08-17,88.6746597290039
2018-08-20,88.40398406982422
2018-08-21,90.27167510986328
2018-08-22,96.0461654663086
2018-08-23,98.30182647705078
2018-08-24,98.07627868652344
2018-08-27,99.2041015625
2018-08-28,99.11387634277344
2018-08-29,97.98603820800781
2018-08-30,98.3920669555664
2018-08-31,98.34695434570312
2018-09-03,97.89581298828125
2018-09-04,96.58753204345703
2018-09-05,96.45219421386719
2018-09-06,96.58753204345703
2018-09-07,95.82061004638672
2018-09-10,96.54242706298828
2018-09-11,97.17400360107422
2018-09-12,98.34695434570312
2018-09-13,98.8883056640625
2018-09-14,98.03115844726562
2018-09-17,96.63264465332031
2018-09-18,95.86572265625
2018-09-19,96.22663879394531
2018-09-20,98.03115844726562
2018-09-21,98.66275024414062
2018-09-24,97.30934143066406
2018-09-25,97.08377838134766
2018-09-26,93.38449096679688
2018-09-27,93.7905044555664
2018-09-28,92.3919906616211
2018-10-01,91.1739501953125
2018-10-02,90.49723052978516
2018-10-03,92.3919906616211
2018-10-04,89.21601104736328
2018-10-05,88.38594055175781
2018-10-08,85.10169219970703
2018-10-09,84.95733642578125
2018-10-10,84.578369140625
2018-10-11,84.7768783569336
2018-10-12,83.02648162841797
2018-10-15,67.74210357666016
2018-10-16,70.50304412841797
2018-10-17,71.78424835205078
2018-10-18,73.82337188720703
2018-10-19,77.36024475097656
2018-10-22,77.16175842285156
2018-10-23,74.6715087890625
2018-10-24,77.25199127197266
2018-10-25,77.28807830810547
2018-10-26,76.90912628173828
2018-10-29,79.56177520751953
2018-10-30,80.3196792602539
2018-10-31,81.11368560791016
2018-11-01,74.74368286132812
2018-11-02,78.33470153808594
2018-11-05,78.19034576416016
2018-11-06,77.64897918701172
2018-11-07,79.0565185546875
2018-11-08,77.7211685180664
2018-11-09,77.91966247558594
2018-11-12,75.5196304321289
2018-11-13,75.26699829101562
2018-11-14,74.20231628417969
2018-11-15,72.52410125732422
2018-11-16,72.66847229003906
2018-11-19,72.03688049316406
2018-11-20,71.42335510253906
2018-11-21,79.12869262695312
2018-11-22,81.00540924072266
2018-11-23,82.61144256591797
2018-11-26,85.15583038330078
2018-11-27,84.34379577636719
2018-11-28,84.34379577636719
2018-11-29,85.15583038330078
2018-11-30,84.8129653930664
2018-12-03,83.06257629394531
2018-12-04,81.52871704101562
2018-12-05,81.09563446044922
2018-12-06,77.8113784790039
2018-12-07,78.04598236083984
2018-12-10,78.28056335449219
2018-12-11,80.66254425048828
2018-12-12,82.32270812988281
2018-12-13,80.24750518798828
2018-12-14,79.61592102050781
2018-12-17,78.28056335449219
2018-12-18,78.26251983642578
2018-12-19,77.34220123291016
2018-12-20,74.8880386352539
2018-12-21,72.83087158203125
2018-12-27,71.00830841064453
2018-12-28,72.09101867675781
2019-01-02,70.82785034179688
2019-01-03,69.76317596435547
2019-01-04,70.2503890991211
2019-01-07,71.7662124633789
2019-01-08,73.0835189819336
2019-01-09,75.33917999267578
2019-01-10,74.70759582519531
2019-01-11,74.29254150390625
2019-01-14,73.8053207397461
2019-01-15,73.98577880859375
2019-01-16,75.21286010742188
2019-01-17,75.75421905517578
2019-01-18,76.36775970458984
2019-01-21,73.89554595947266
2019-01-22,74.18428039550781
2019-01-23,76.11511993408203
2019-01-24,74.99633026123047
2019-01-25,75.79032135009766
2019-01-28,76.58430480957031
2019-01-29,77.93769073486328
2019-01-30,89.41452026367188
2019-01-31,91.94087219238281
2019-02-01,93.11381530761719
2019-02-04,92.3017807006836
2019-02-05,92.48222351074219
2019-02-06,93.38449096679688
2019-02-07,90.99347686767578
2019-02-08,91.30927276611328
2019-02-11,93.4747085571289
2019-02-12,94.46720886230469
2019-02-13,94.6927719116211
2019-02-14,96.00106811523438
2019-02-15,97.26424407958984
2019-02-18,98.03115844726562
2019-02-19,98.52739715576172
2019-02-20,99.4296646118164
2019-02-21,100.24170684814453
2019-02-22,98.9785385131836
2019-02-25,98.30182647705078
2019-02-26,98.9785385131836
2019-02-27,98.3920669555664
2019-02-28,98.57251739501953
2019-03-01,99.06877136230469
2019-03-04,98.8883056640625
2019-03-05,99.15899658203125
2019-03-06,97.0386734008789
2019-03-07,96.4070816040039
2019-03-08,94.06119537353516
2019-03-11,95.18902587890625
2019-03-12,95.23414611816406
2019-03-13,96.0461654663086
2019-03-14,95.91083526611328
2019-03-15,96.49729919433594
2019-03-18,96.0461654663086
2019-03-19,96.81310272216797
2019-03-20,97.21912384033203
2019-03-21,98.07627868652344
2019-03-22,95.23414611816406
2019-03-25,95.86572265625
2019-03-26,95.77548217773438
2019-03-27,96.58753204345703
2019-03-28,98.2567367553711
2019-03-29,97.67025756835938
2019-04-01,98.93341827392578
2019-04-02,96.18150329589844
2019-04-03,98.7078628540039
2019-04-04,96.85820770263672
2019-04-05,96.31684875488281
2019-04-08,97.26424407958984
2019-04-09,99.06877136230469
2019-04-10,102.18157196044922
2019-04-11,102.9485092163086
2019-04-12,102.85829162597656
2019-04-15,104.75303649902344
2019-04-16,105.74552917480469
2019-04-17,104.07634735107422
2019-04-18,105.11395263671875
2019-04-23,111.88093566894531
2019-04-24,118.2026596069336
2019-04-25,116.51990509033203
2019-04-26,118.02074432373047
2019-04-29,118.8848648071289
2019-04-30,121.56818389892578
2019-05-02,122.02297973632812
2019-05-03,122.796142578125
