Date,CLX
2015-08-03,87.7969741821289
2015-08-04,89.20938110351562
2015-08-05,90.80496978759766
2015-08-06,91.1485366821289
2015-08-07,90.24765014648438
2015-08-10,89.36207580566406
2015-08-11,89.83539581298828
2015-08-12,89.19409942626953
2015-08-13,88.92687225341797
2015-08-14,89.7972183227539
2015-08-17,89.7132339477539
2015-08-18,89.31625366210938
2015-08-19,88.67494201660156
2015-08-20,88.3466567993164
2015-08-21,87.01063537597656
2015-08-24,83.64380645751953
2015-08-25,82.06343841552734
2015-08-26,84.03314971923828
2015-08-27,85.07146453857422
2015-08-28,85.26994323730469
2015-08-31,84.87297058105469
2015-09-01,83.07884216308594
2015-09-02,84.30036926269531
2015-09-03,85.00273895263672
2015-09-04,83.67434692382812
2015-09-08,85.20886993408203
2015-09-09,83.52163696289062
2015-09-10,83.53691864013672
2015-09-11,83.8575668334961
2015-09-14,83.91099548339844
2015-09-15,85.20125579833984
2015-09-16,86.7128677368164
2015-09-17,87.09459686279297
2015-09-18,86.6212387084961
2015-09-21,87.39236450195312
2015-09-22,86.87319946289062
2015-09-23,87.30072784423828
2015-09-24,86.9648208618164
2015-09-25,88.74362182617188
2015-09-28,87.19385528564453
2015-09-29,87.46106719970703
2015-09-30,88.20160675048828
2015-10-01,88.08709716796875
2015-10-02,89.27044677734375
2015-10-05,90.37744903564453
2015-10-06,90.35453796386719
2015-10-07,90.85078430175781
2015-10-08,91.75166320800781
2015-10-09,92.01122283935547
2015-10-12,92.18681335449219
2015-10-13,92.03414154052734
2015-10-14,91.80510711669922
2015-10-15,91.75166320800781
2015-10-16,93.080078125
2015-10-19,92.92740631103516
2015-10-20,93.20220947265625
2015-10-21,93.18694305419922
2015-10-22,94.3626480102539
2015-10-23,94.095458984375
2015-10-26,93.75740814208984
2015-10-27,93.64217376708984
2015-10-28,94.210693359375
2015-10-29,94.27984619140625
2015-10-30,93.68061065673828
2015-11-02,96.56924438476562
2015-11-03,95.74720764160156
2015-11-04,95.41683197021484
2015-11-05,95.43221282958984
2015-11-06,93.94181060791016
2015-11-09,93.6344985961914
2015-11-10,93.94181060791016
2015-11-11,94.8176040649414
2015-11-12,93.59609985351562
2015-11-13,92.7586898803711
2015-11-16,93.6268081665039
2015-11-17,93.55767059326172
2015-11-18,94.9482192993164
2015-11-19,95.50904083251953
2015-11-20,95.14794158935547
2015-11-23,96.30802154541016
2015-11-24,95.8701171875
2015-11-25,96.26962280273438
2015-11-27,96.42326354980469
2015-11-30,95.4936752319336
2015-12-01,97.29137420654297
2015-12-02,97.068603515625
2015-12-03,96.838134765625
2015-12-04,98.9354476928711
2015-12-07,99.35797119140625
2015-12-08,99.6575927734375
2015-12-09,98.12877655029297
2015-12-10,97.46808624267578
2015-12-11,96.73822021484375
2015-12-14,97.1607666015625
2015-12-15,99.21202087402344
2015-12-16,100.73316192626953
2015-12-17,100.90215301513672
2015-12-18,97.60639190673828
2015-12-21,98.06732177734375
2015-12-22,98.02120971679688
2015-12-23,98.47450256347656
2015-12-24,98.22863006591797
2015-12-28,98.38230895996094
2015-12-29,99.11215209960938
2015-12-30,98.48985290527344
2015-12-31,97.43733215332031
2016-01-04,96.24656677246094
2016-01-05,97.63709259033203
2016-01-06,97.59100341796875
2016-01-07,96.52310180664062
2016-01-08,96.93798065185547
2016-01-11,98.09039306640625
2016-01-12,98.64350128173828
2016-01-13,98.42069244384766
2016-01-14,97.81380462646484
2016-01-15,97.46041107177734
2016-01-19,98.05963134765625
2016-01-20,96.33106994628906
2016-01-21,96.71517944335938
2016-01-22,98.02120971679688
2016-01-25,96.64544677734375
2016-01-26,97.03961181640625
2016-01-27,96.3362808227539
2016-01-28,97.41060638427734
2016-01-29,99.74481201171875
2016-02-01,101.8780746459961
2016-02-02,99.77574157714844
2016-02-03,101.32157135009766
2016-02-04,96.39036560058594
2016-02-05,96.13532257080078
2016-02-08,98.19125366210938
2016-02-09,99.4588623046875
2016-02-10,98.86370086669922
2016-02-11,98.14488983154297
2016-02-12,98.57772064208984
2016-02-16,99.02601623535156
2016-02-17,100.03081512451172
2016-02-18,98.84823608398438
2016-02-19,99.42021942138672
2016-02-22,99.17286682128906
2016-02-23,99.59024810791016
2016-02-24,100.66462707519531
2016-02-25,101.59983825683594
2016-02-26,98.79415130615234
2016-02-29,97.7120590209961
2016-03-01,96.977783203125
2016-03-02,97.43380737304688
2016-03-03,97.07052612304688
2016-03-04,97.08597564697266
2016-03-07,95.4242172241211
2016-03-08,96.977783203125
2016-03-09,96.7845687866211
2016-03-10,97.00870513916016
2016-03-11,97.73521423339844
2016-03-14,97.34105682373047
2016-03-15,97.92847442626953
2016-03-16,98.46949768066406
2016-03-17,98.6086196899414
2016-03-18,98.47724914550781
2016-03-21,98.50814819335938
2016-03-22,97.63475799560547
2016-03-23,98.2221908569336
2016-03-24,97.82025909423828
2016-03-28,98.58546447753906
2016-03-29,98.93327331542969
2016-03-30,98.91007995605469
2016-03-31,97.43380737304688
2016-04-01,98.45404052734375
2016-04-04,98.65499877929688
2016-04-05,98.98738098144531
2016-04-06,100.0230941772461
2016-04-07,99.44338989257812
2016-04-08,99.3429183959961
2016-04-11,99.05693817138672
2016-04-12,99.06464385986328
2016-04-13,97.49565887451172
2016-04-14,97.81255340576172
2016-04-15,97.7043228149414
2016-04-18,98.37310791015625
2016-04-19,98.41975402832031
2016-04-20,97.05111694335938
2016-04-21,94.19709777832031
2016-04-22,95.22362518310547
2016-04-25,96.1412353515625
2016-04-26,96.24237060546875
2016-04-27,97.03553009033203
2016-04-28,97.02777099609375
2016-04-29,97.385498046875
2016-05-02,98.73084259033203
2016-05-03,100.65161895751953
2016-05-04,100.51166534423828
2016-05-05,100.27059936523438
2016-05-06,101.45260620117188
2016-05-09,102.4013442993164
2016-05-10,103.30342102050781
2016-05-11,102.7979507446289
2016-05-12,103.33451843261719
2016-05-13,102.63465118408203
2016-05-16,102.65018463134766
2016-05-17,100.65161895751953
2016-05-18,99.64846801757812
2016-05-19,101.079345703125
2016-05-20,100.18504333496094
2016-05-23,100.35611724853516
2016-05-24,101.14935302734375
2016-05-25,100.59719848632812
2016-05-26,100.73715209960938
2016-05-27,100.86161041259766
2016-05-31,99.95951080322266
2016-06-01,101.00935363769531
2016-06-02,100.96267700195312
2016-06-03,101.03266906738281
2016-06-06,100.5738754272461
2016-06-07,100.59719848632812
2016-06-08,101.1804428100586
2016-06-09,101.80256652832031
2016-06-10,102.47135162353516
2016-06-13,102.01251983642578
2016-06-14,103.26454162597656
2016-06-15,102.76681518554688
2016-06-16,103.5134048461914
2016-06-17,102.93792724609375
2016-06-20,102.89904022216797
2016-06-21,103.505615234375
2016-06-22,104.08885192871094
2016-06-23,104.38435363769531
2016-06-24,104.88983154296875
2016-06-27,106.56182098388672
2016-06-28,106.2740707397461
2016-06-29,105.1464614868164
2016-06-30,107.61940002441406
2016-07-01,106.66287994384766
2016-07-05,108.28044128417969
2016-07-06,107.47943878173828
2016-07-07,106.94284057617188
2016-07-08,107.6038589477539
2016-07-11,107.09060668945312
2016-07-12,105.9319076538086
2016-07-13,106.58512878417969
2016-07-14,106.32070922851562
2016-07-15,106.21184539794922
2016-07-18,105.8541259765625
2016-07-19,106.0329818725586
2016-07-20,105.25535583496094
2016-07-21,104.70320129394531
2016-07-22,105.12311553955078
2016-07-25,105.20138549804688
2016-07-26,104.73979187011719
2016-07-27,102.50249481201172
2016-07-28,102.34603881835938
2016-07-29,102.5337905883789
2016-08-01,102.75282287597656
2016-08-02,101.93143463134766
2016-08-03,102.94058227539062
2016-08-04,104.75546264648438
2016-08-05,103.43338012695312
2016-08-08,103.386474609375
2016-08-09,103.72285461425781
2016-08-10,104.70853424072266
2016-08-11,104.20002746582031
2016-08-12,104.37212371826172
2016-08-15,103.44905090332031
2016-08-16,102.5416030883789
2016-08-17,102.87014770507812
2016-08-18,102.651123046875
2016-08-19,102.32257080078125
2016-08-22,102.42424011230469
2016-08-23,102.04875946044922
