Date,DVN
2015-08-03,33.63916778564453
2015-08-04,33.903507232666016
2015-08-05,32.658382415771484
2015-08-06,33.59743881225586
2015-08-07,32.282752990722656
2015-08-10,33.30529022216797
2015-08-11,32.90184783935547
2015-08-12,33.30529022216797
2015-08-13,32.004512786865234
2015-08-14,32.039306640625
2015-08-17,32.282752990722656
2015-08-18,32.15060043334961
2015-08-19,31.06545639038086
2015-08-20,29.77859878540039
2015-08-21,28.582168579101562
2015-08-24,26.48842430114746
2015-08-25,25.47979736328125
2015-08-26,26.74578857421875
2015-08-27,28.366533279418945
2015-08-28,29.354278564453125
2015-08-31,29.674264907836914
2015-09-01,28.05352020263672
2015-09-02,28.32478904724121
2015-09-03,28.401321411132812
2015-09-04,27.921344757080078
2015-09-08,28.17176628112793
2015-09-09,27.60833168029785
2015-09-10,27.817014694213867
2015-09-11,27.180191040039062
2015-09-14,27.22918128967285
2015-09-15,27.4111270904541
2015-09-16,28.726749420166016
2015-09-17,28.558788299560547
2015-09-18,27.8380069732666
2015-09-21,28.222900390625
2015-09-22,27.642061233520508
2015-09-23,26.697324752807617
2015-09-24,27.012239456176758
2015-09-25,26.921260833740234
2015-09-28,25.71761131286621
2015-09-29,25.493677139282227
2015-09-30,25.955541610717773
2015-10-01,26.417417526245117
2015-10-02,28.495807647705078
2015-10-05,30.03537368774414
2015-10-06,30.6162166595459
2015-10-07,30.69318199157715
2015-10-08,31.260025024414062
2015-10-09,31.658899307250977
2015-10-12,30.784160614013672
2015-10-13,30.595216751098633
2015-10-14,31.246028900146484
2015-10-15,31.95981788635254
2015-10-16,32.491668701171875
2015-10-19,31.68689727783203
2015-10-20,31.97382164001465
2015-10-21,30.721179962158203
2015-10-22,31.31600570678711
2015-10-23,31.462974548339844
2015-10-26,29.94440269470215
2015-10-27,28.831714630126953
2015-10-28,29.083641052246094
2015-10-29,28.71974754333496
2015-10-30,29.342575073242188
2015-11-02,30.18232536315918
2015-11-03,31.644906997680664
2015-11-04,32.53365707397461
2015-11-05,33.24745178222656
2015-11-06,32.799583435058594
2015-11-09,32.87656021118164
2015-11-10,33.42238998413086
2015-11-11,31.92483139038086
2015-11-12,31.532949447631836
2015-11-13,31.525938034057617
2015-11-16,32.5406608581543
2015-11-17,32.127784729003906
2015-11-18,32.939537048339844
2015-11-19,32.176753997802734
2015-11-20,31.665908813476562
2015-11-23,31.441974639892578
2015-11-24,32.575645446777344
2015-11-25,32.127784729003906
2015-11-27,31.399974822998047
2015-11-30,32.19774627685547
2015-12-01,32.53365707397461
2015-12-02,30.462251663208008
2015-12-03,28.761734008789062
2015-12-04,28.362857818603516
2015-12-07,25.50067901611328
2015-12-08,24.625925064086914
2015-12-09,24.71689224243164
2015-12-10,24.849863052368164
2015-12-11,23.638019561767578
2015-12-14,22.221847534179688
2015-12-15,22.454357147216797
2015-12-16,21.538423538208008
2015-12-17,20.41817283630371
2015-12-18,20.19976043701172
2015-12-21,20.312484741210938
2015-12-22,21.01704978942871
2015-12-23,23.391420364379883
2015-12-24,23.039138793945312
2015-12-28,22.32753562927246
2015-12-29,22.715042114257812
2015-12-30,21.84138298034668
2015-12-31,22.54595184326172
2016-01-04,22.77140998840332
2016-01-05,23.130739212036133
2016-01-06,21.2847843170166
2016-01-07,19.769975662231445
2016-01-08,20.079986572265625
2016-01-11,19.00200653076172
2016-01-12,18.121307373046875
2016-01-13,17.473112106323242
2016-01-14,18.29039764404297
2016-01-15,17.25469207763672
2016-01-19,16.543092727661133
2016-01-20,15.211470603942871
2016-01-21,17.036283493041992
2016-01-22,18.057889938354492
2016-01-25,16.04285430908203
2016-01-26,17.304019927978516
2016-01-27,17.25469207763672
2016-01-28,18.87518882751465
2016-01-29,19.65724754333496
2016-02-01,18.360858917236328
2016-02-02,17.39560890197754
2016-02-03,18.734272003173828
2016-02-04,18.713136672973633
2016-02-05,17.508337020874023
2016-02-08,16.68400764465332
2016-02-09,15.96534538269043
2016-02-10,15.239649772644043
2016-02-11,14.971915245056152
2016-02-12,15.281928062438965
2016-02-16,14.97896671295166
2016-02-17,14.323720932006836
2016-02-18,13.879847526550293
2016-02-19,13.140055656433105
2016-02-22,14.30258846282959
2016-02-23,13.323244094848633
2016-02-24,13.67552661895752
2016-02-25,13.781208038330078
2016-02-26,14.295540809631348
2016-02-29,13.86575984954834
2016-03-01,13.541658401489258
2016-03-02,15.162151336669922
2016-03-03,15.50033950805664
2016-03-04,16.423311233520508
2016-03-07,17.043325424194336
2016-03-08,15.126923561096191
2016-03-09,16.15558433532715
2016-03-10,15.838525772094727
2016-03-11,17.647424697875977
2016-03-14,17.654544830322266
2016-03-15,17.156036376953125
2016-03-16,18.672945022583008
2016-03-17,19.51329803466797
2016-03-18,19.612998962402344
2016-03-21,19.954833984375
2016-03-22,19.947711944580078
2016-03-23,18.345348358154297
2016-03-24,18.850980758666992
2016-03-28,18.402318954467773
2016-03-29,18.580360412597656
2016-03-30,18.658695220947266
2016-03-31,19.54178237915039
2016-04-01,18.950687408447266
2016-04-04,18.5518741607666
2016-04-05,18.794008255004883
2016-04-06,19.62723731994629
2016-04-07,19.655733108520508
2016-04-08,20.48895835876465
2016-04-11,20.688365936279297
2016-04-12,22.04859733581543
2016-04-13,22.04859733581543
2016-04-14,22.32634162902832
2016-04-15,22.361949920654297
2016-04-18,22.789255142211914
2016-04-19,23.942951202392578
2016-04-20,24.747699737548828
2016-04-21,24.163734436035156
2016-04-22,25.068172454833984
2016-04-25,24.177968978881836
2016-04-26,24.655113220214844
2016-04-27,26.285968780517578
2016-04-28,25.71624183654785
2016-04-29,24.697853088378906
2016-05-02,24.612388610839844
2016-05-03,23.32337188720703
2016-05-04,22.297855377197266
2016-05-05,22.219520568847656
2016-05-06,22.361949920654297
2016-05-09,21.393402099609375
2016-05-10,22.461652755737305
2016-05-11,23.173816680908203
2016-05-12,23.294885635375977
2016-05-13,23.159576416015625
2016-05-16,24.06401824951172
2016-05-17,24.662246704101562
2016-05-18,24.299034118652344
2016-05-19,24.142366409301758
2016-05-20,24.391616821289062
2016-05-23,24.598148345947266
2016-05-24,24.562538146972656
2016-05-25,25.951257705688477
2016-05-26,25.566696166992188
2016-05-27,25.566696166992188
2016-05-31,25.70200538635254
2016-06-01,25.744731903076172
2016-06-02,26.21476173400879
2016-06-03,25.58092498779297
2016-06-06,26.748882293701172
2016-06-07,27.603477478027344
2016-06-08,26.763132095336914
2016-06-09,26.67053985595703
2016-06-10,25.011192321777344
2016-06-13,25.524843215942383
2016-06-14,25.360759735107422
2016-06-15,25.03260040283203
2016-06-16,24.825721740722656
2016-06-17,25.667516708374023
2016-06-20,26.623449325561523
2016-06-21,27.244091033935547
2016-06-22,27.065732955932617
2016-06-23,27.679256439208984
2016-06-24,25.574771881103516
2016-06-27,24.076669692993164
2016-06-28,25.674646377563477
2016-06-29,26.17401885986328
2016-06-30,25.860124588012695
2016-07-01,26.716184616088867
2016-07-05,25.78879165649414
2016-07-06,26.38089370727539
2016-07-07,26.259628295898438
2016-07-08,26.808929443359375
2016-07-11,26.87313461303711
2016-07-12,28.542444229125977
2016-07-13,27.821931838989258
2016-07-14,27.386768341064453
2016-07-15,27.315427780151367
2016-07-18,27.187021255493164
2016-07-19,26.930198669433594
2016-07-20,27.08001708984375
2016-07-21,26.63058090209961
2016-07-22,26.930198669433594
2016-07-25,25.738853454589844
2016-07-26,26.723318099975586
2016-07-27,25.774518966674805
2016-07-28,25.774518966674805
2016-07-29,27.308292388916016
2016-08-01,25.61758041381836
2016-08-02,25.767383575439453
2016-08-03,27.10854721069336
2016-08-04,27.543712615966797
2016-08-05,28.185758590698242
2016-08-08,28.67798614501953
2016-08-09,28.46397590637207
2016-08-10,28.22855567932129
2016-08-11,29.469839096069336
2016-08-12,29.726661682128906
2016-08-15,29.933536529541016
2016-08-16,30.29736328125
2016-08-17,30.89661407470703
2016-08-18,31.931011199951172
2016-08-19,31.62425994873047
2016-08-22,31.46018409729004
2016-08-23,32.26630783081055
2016-08-24,31.752666473388672
2016-08-25,31.65992546081543
2016-08-26,31.695606231689453
2016-08-29,32.10935592651367
2016-08-30,31.702733993530273
2016-08-31,30.910873413085938
2016-09-01,31.174848556518555
2016-09-02,31.581449508666992
2016-09-06,31.538663864135742
2016-09-07,31.531532287597656
2016-09-08,32.301971435546875
2016-09-09,30.932266235351562
2016-09-12,30.810998916625977
2016-09-13,29.389400482177734
2016-09-14,28.703598022460938
2016-09-15,29.217945098876953
2016-09-16,29.28223991394043
2016-09-19,29.182226181030273
2016-09-20,29.04649543762207
2016-09-21,30.125211715698242
2016-09-22,29.91802978515625
2016-09-23,28.246389389038086
2016-09-26,28.317832946777344
2016-09-27,27.417724609375
2016-09-28,29.703725814819336
2016-09-29,30.74671173095703
2016-09-30,31.51109504699707
2016-10-03,31.57539176940918
2016-10-04,30.918161392211914
2016-10-05,31.56108856201172
2016-10-06,31.061019897460938
