Date,SECURITY.SN
2015-08-24,103.75250244140625
2015-08-25,104.26044464111328
2015-08-26,103.3364028930664
2015-08-27,104.83323669433594
2015-08-28,105.91402435302734
2015-08-31,105.84915924072266
2015-09-01,105.91402435302734
2015-09-02,105.91402435302734
2015-09-03,107.53514862060547
2015-09-04,107.15689849853516
2015-09-07,107.15689849853516
2015-09-08,107.15689849853516
2015-09-09,107.15689849853516
2015-09-10,105.6438217163086
2015-09-11,105.6438217163086
2015-09-14,105.96804809570312
2015-09-15,107.50273132324219
2015-09-16,107.1730728149414
2015-09-17,105.9410400390625
2015-09-21,105.94644165039062
2015-09-22,105.91942596435547
2015-09-23,105.6438217163086
2015-09-24,106.45439910888672
2015-09-25,105.91402435302734
2015-09-28,105.75189208984375
2015-09-29,106.1842269897461
2015-09-30,106.7245864868164
2015-10-01,105.78430938720703
2015-10-02,106.45439910888672
2015-10-05,105.91942596435547
2015-10-06,105.97346496582031
2015-10-07,106.7245864868164
2015-10-08,107.00016784667969
2015-10-09,107.53514862060547
2015-10-13,107.4216537475586
2015-10-14,106.99474334716797
2015-10-15,108.07550811767578
2015-10-16,108.07550811767578
2015-10-19,108.07550811767578
2015-10-20,107.26496887207031
2015-10-21,106.50843048095703
2015-10-22,108.07550811767578
2015-10-23,107.56217193603516
2015-10-26,106.72154998779297
2015-10-27,108.08072662353516
2015-10-28,106.98902893066406
2015-10-29,106.98902893066406
2015-10-30,106.72154998779297
2015-11-02,107.53485870361328
2015-11-03,106.44316101074219
2015-11-04,106.98902893066406
2015-11-05,106.98902893066406
2015-11-06,108.08072662353516
2015-11-09,106.71607971191406
2015-11-10,106.98902893066406
2015-11-11,106.98902893066406
2015-11-12,106.98355102539062
2015-11-13,106.98902893066406
2015-11-16,106.07196044921875
2015-11-17,106.06105041503906
2015-11-18,106.0774154663086
2015-11-19,107.61129760742188
2015-11-20,106.0774154663086
2015-11-23,107.5294189453125
2015-11-24,106.98902893066406
2015-11-25,108.35367584228516
2015-11-26,106.78704833984375
2015-11-27,106.44861602783203
2015-11-30,106.44316101074219
2015-12-01,106.98902893066406
2015-12-02,106.17023468017578
2015-12-03,104.81646728515625
2015-12-04,103.71930694580078
2015-12-07,102.62757873535156
2015-12-09,102.62757873535156
2015-12-10,103.71382904052734
2015-12-11,103.71382904052734
2015-12-14,103.16797637939453
2015-12-15,103.16797637939453
2015-12-16,103.71382904052734
2015-12-17,103.4954833984375
2015-12-18,104.25970458984375
2015-12-21,102.7585678100586
2015-12-22,102.84046173095703
2015-12-23,101.3720932006836
2015-12-24,102.84046173095703
2015-12-28,101.53584289550781
2015-12-29,102.62210845947266
2015-12-30,104.09593963623047
2015-12-31,104.09593963623047
2016-01-04,102.62210845947266
2016-01-05,102.62210845947266
2016-01-06,101.53584289550781
2016-01-07,101.02819061279297
2016-01-08,101.25745391845703
2016-01-11,103.71382904052734
2016-01-12,101.24655151367188
2016-01-13,102.62210845947266
2016-01-14,105.35142517089844
2016-01-15,105.35142517089844
2016-01-18,106.44316101074219
2016-01-19,106.43222045898438
2016-01-20,105.89729309082031
2016-01-21,105.89729309082031
2016-01-22,106.98902893066406
2016-01-25,106.6614990234375
2016-01-26,106.98902893066406
2016-01-27,106.44316101074219
2016-01-28,106.44316101074219
2016-01-29,103.71382904052734
2016-02-01,103.71382904052734
2016-02-02,100.99542999267578
2016-02-03,102.07625579833984
2016-02-04,103.16252136230469
2016-02-05,102.18543243408203
2016-02-08,102.360107421875
2016-02-09,102.07625579833984
2016-02-10,102.07625579833984
2016-02-11,102.2454605102539
2016-02-12,102.07625579833984
2016-02-15,102.07625579833984
2016-02-16,102.62210845947266
2016-02-17,102.62210845947266
2016-02-18,102.62210845947266
2016-02-19,102.07625579833984
2016-02-22,102.62210845947266
2016-02-23,102.62210845947266
2016-02-24,101.58497619628906
2016-02-25,100.989990234375
2016-02-26,102.07625579833984
2016-02-29,101.53038787841797
2016-03-01,100.99542999267578
2016-03-02,102.07625579833984
2016-03-03,102.07625579833984
2016-03-04,106.43769073486328
2016-03-07,103.71382904052734
2016-03-08,102.21817016601562
2016-03-09,102.07625579833984
2016-03-10,101.80330657958984
2016-03-11,102.13082122802734
2016-03-14,102.13082122802734
2016-03-15,102.24002075195312
2016-03-16,102.24002075195312
2016-03-17,102.24002075195312
2016-03-18,103.71382904052734
2016-03-21,103.71382904052734
2016-03-22,103.71930694580078
2016-03-23,104.8055648803711
2016-03-24,105.62435150146484
2016-03-28,103.71382904052734
2016-03-29,103.71382904052734
2016-03-30,105.2149658203125
2016-03-31,105.89729309082031
2016-04-01,106.98902893066406
2016-04-04,105.89729309082031
2016-04-05,106.00645446777344
2016-04-06,107.53485870361328
2016-04-07,108.08072662353516
2016-04-08,109.17245483398438
2016-04-11,109.16153717041016
2016-04-12,115.515380859375
2016-04-13,111.78715515136719
2016-04-14,109.17245483398438
2016-04-15,115.99575805664062
2016-04-18,115.72278594970703
2016-04-19,114.5328369140625
2016-04-20,114.07975769042969
2016-04-21,115.99575805664062
2016-04-22,115.17150115966797
2016-04-25,112.9935073852539
2016-04-26,111.35590362548828
2016-04-27,111.35590362548828
2016-04-28,110.17684173583984
2016-04-29,110.81004333496094
2016-05-02,110.26420593261719
2016-05-03,110.26420593261719
2016-05-04,111.5380859375
2016-05-05,110.97193908691406
2016-05-06,110.40574645996094
2016-05-09,110.40574645996094
2016-05-10,110.40574645996094
2016-05-11,111.2719955444336
2016-05-12,111.00589752197266
2016-05-13,110.97193908691406
2016-05-16,110.97193908691406
2016-05-17,110.97193908691406
2016-05-18,111.2550277709961
2016-05-19,112.95356750488281
2016-05-20,112.95356750488281
2016-05-23,112.95356750488281
2016-05-24,112.89694213867188
2016-05-25,111.36824798583984
2016-05-26,113.2140121459961
2016-05-27,112.67047119140625
2016-05-30,114.9352035522461
2016-05-31,114.9352035522461
2016-06-01,114.08592224121094
2016-06-02,114.3690414428711
2016-06-03,114.3690414428711
2016-06-06,113.8028564453125
2016-06-07,113.51976776123047
2016-06-08,113.63298797607422
2016-06-09,113.51976776123047
2016-06-10,113.8028564453125
2016-06-13,114.65210723876953
2016-06-14,116.06758117675781
2016-06-15,116.06758117675781
2016-06-16,116.1015396118164
2016-06-17,118.04353332519531
2016-06-20,118.85320281982422
2016-06-21,117.19994354248047
2016-06-22,116.0732192993164
2016-06-23,116.06758117675781
2016-06-24,114.4256362915039
2016-06-28,114.9352035522461
2016-06-29,119.46467590332031
2016-06-30,121.72940826416016
2016-07-01,126.25886535644531
2016-07-04,127.39125061035156
2016-07-05,127.3629150390625
2016-07-06,124.5603256225586
2016-07-07,124.5603256225586
2016-07-08,130.50523376464844
2016-07-11,128.62550354003906
2016-07-12,126.76275634765625
2016-07-13,126.76275634765625
2016-07-14,127.10814666748047
2016-07-15,127.10814666748047
2016-07-18,128.52359008789062
2016-07-19,126.6608657836914
2016-07-20,125.12648010253906
2016-07-21,125.12648010253906
2016-07-22,124.16399383544922
2016-07-25,124.16399383544922
2016-07-26,122.36354064941406
